0.69800001,-4.8191199,0,-0.17525758,0.095303386,0.18604651,0.36762673,0.05693607,12.9718,-5.2883983,2.7197211,-0.31821072,6.0806718,9.1410646,2.502291,-0.35430011,-0.008268531,77.697189,0.27325431,-2.704371,113.21043,15.579261,9.4290876,-2.4496763,-0.15542245,125.11412,3.5938575,2,0.85043454,0.074991398,0.14956547,95.270432,0.26831076,-3.6624703,19.611666,3.6624703,0,83.905281,154.17319,4.4107962,99.687233,608.78101,81.401527,0.5,0.33333334,16.05184,144.67685,170.10106,5871,10.643646,6,21.836134,1,7,71,16.511478,0.27608413,113.12415,208,20.351881,39.179752,22,16.342157,32.266857,15,685.58807,0,24,4,3,7,44.049957,6.4594316,30,44,0,43,0,6,13,2,1,0,4,2,-7.13
2.619,-6.2358999,0,-0.20483547,0.093999892,0.20454545,0.49782643,0.11255409,11.619132,-6.2989364,2.7198551,-0.41433126,6.0808272,10.848171,2.4991341,-0.43053222,0.038266178,77.697189,0.38055056,-2.7084806,169.81564,16.589445,11.136194,-2.4518719,-0.27038828,67.397217,3.651711,2,0.85806698,0.082826011,0.14193302,92.766678,0.34096614,-3.3160331,20.384842,3.3160331,0,81.401527,143.17329,4.4107962,105.07241,620.836,81.401527,0.60000002,0.375,16.81674,123.7506,159.10117,6304,10.707211,6,23.250347,1,6,72,17.240173,0.27128488,92.197891,212,20.851881,40.175804,22,17.086256,32.973961,16,711.98163,0,26,5,3,6,44.049957,6.4918532,32,45,0,44,0,6,12,2,1,0,4,2,-5.32
2.5680001,-6.4443798,0,-0.21078044,0.093967497,0.23913044,0.60577339,0.14543712,11.609864,-6.8644228,2.7197387,-0.43515745,9.1456461,10.905302,1.9782113,-0.49371687,0.056861632,77.697189,0.47871363,-2.7033591,219.86594,16.646574,12.153832,-2.4489498,-0.33372241,67.397217,3.6859531,2,0.73889655,0.08279746,0.26110345,171.80914,0.4343276,-3.3171763,20,3.3171763,79.042473,81.401527,143.17329,7.5963712,105.92524,640.82599,81.401527,0.60000002,0.375,17.41264,105.31101,159.10117,7055,10.835624,6,24.241911,1,6,76,17.881136,0.26638746,73.758316,228,21.869518,40.429688,28,17.740303,33.965527,16,741.04218,88.215919,28,4,3,6,44.049957,6.5849624,34,48,6,46,6,6,12,3,2,0,4,2,-5.45
2.925,-6.8508501,0,-0.21033214,0.09399987,0.23913044,0.51568484,0.1178856,11.618484,-6.6802778,2.8738699,-0.43043301,6.0808182,11.865809,1.9779174,-0.44012499,0.048166495,77.697189,0.40221053,-2.815345,207.55246,17.607082,12.153832,-2.5598412,-0.28231123,67.397217,3.6859531,2,0.85901976,0.082825989,0.14098026,92.766678,0.35708925,-3.3160341,20,3.3160341,0,81.401527,143.17329,8.8215923,109.92599,646.87396,81.401527,0.60000002,0.375,17.52174,123.7506,159.10117,7055,10.835624,6,24.241911,1,6,76,17.979113,0.26638746,92.197891,228,21.869518,40.429688,28,17.808071,33.965527,16,741.04218,0,28,4,3,6,44.049957,6.5849624,34,48,0,46,0,6,12,3,2,0,4,2,-5.04
1.517,-5.4478302,0,-0.20769975,0.096401595,0.065217391,0.5067566,0.11521977,13.03308,-5.7929239,2.7350323,-0.42268208,6.0807915,10.865809,1.9779174,-0.43533766,0.04321694,77.697189,0.39138088,-2.7634301,150.94725,17.184433,11.153832,-2.5149202,-0.2763505,67.397217,3.6859531,2,0.85503739,0.074841477,0.14496258,95.270432,0.34902769,-3.669807,20,3.669807,0,83.905281,154.17319,8.8215923,107.63441,648.84601,81.401527,0.60000002,0.375,17.21854,165.6031,170.10106,7055,10.835624,6,23.534805,1,7,76,17.704821,0.26638746,134.05042,228,21.869518,40.429688,28,17.529099,33.965527,16,733.17609,0,27,4,3,7,44.049957,6.5849624,33,48,0,46,0,6,13,3,2,0,4,2,-7.27
2.112,-6.0513301,0,-0.17340583,0.095303357,0.17391305,0.36759505,0.056925289,12.970255,-6.2103257,2.7198024,-0.31752324,6.080667,10.534912,2.5771441,-0.35411495,-0.008272165,77.697189,0.27325103,-2.7085001,132.07884,16.973108,10.822934,-2.4527905,-0.15539965,125.11412,3.6427929,2,0.86079854,0.074991375,0.13920143,95.270432,0.26831058,-3.6624715,21.269531,3.6624715,0,83.905281,154.17319,8.8215923,108.96799,650.862,81.401527,0.60000002,0.375,17.429939,144.67685,170.10106,6969,10.842501,6,24.120592,1,7,75,17.874634,0.26221824,113.12415,222,21.745728,42.168404,22,17.721796,34.551311,16,741.17047,0,27,4,3,7,44.049957,6.5545888,33,47,0,46,0,6,13,2,1,0,4,2,-5.55
2.6559999,-6.5058498,15.808495,-0.21069553,0.093185842,0.25531915,0.60560375,0.14522409,11.616331,-7.046905,2.7197244,-0.43386999,9.1457405,11.405302,1.9541351,-0.49271366,0.056850106,77.697189,0.47862598,-2.7045906,220.29475,17.146574,12.653832,-2.4496138,-0.33363962,67.397217,3.7636039,2,0.7417447,0.082108729,0.25825533,174.01768,0.43428934,-3.3450012,20.750725,3.3450012,81.251015,81.401527,143.17329,7.5963712,109.01882,654.85297,81.401527,0.69999999,0.41176471,17.878839,123.7506,159.10117,7617,10.891866,6,24.949018,1,6,77,18.335535,0.2619549,92.197891,232,22.369518,41.421074,28,18.208727,34.672634,17,759.56964,88.215919,29,4,3,6,44.049957,6.6147099,35,49,6,47,6,6,12,3,2,0,4,2,-7.4
4.033,-7.4681101,0,-0.2019701,0.093999863,0.19148937,0.49777886,0.11253787,11.617604,-7.2206979,2.7201099,-0.41327551,6.0808225,12.242019,2.5798984,-0.43025172,0.038260717,77.697189,0.38054568,-2.7154334,188.68405,17.983292,12.530041,-2.4573565,-0.27035406,67.397217,3.682657,2,0.86766905,0.082825981,0.13233095,92.766678,0.34096587,-3.3160341,22.047337,3.3160341,0,81.401527,143.17329,8.8215923,114.35316,662.91699,81.401527,0.60000002,0.375,18.194839,123.7506,159.10117,7431,10.903396,6,25.534805,1,6,76,18.603329,0.2579309,92.197891,226,22.245728,43.164932,22,18.462185,35.258419,16,767.56403,0,29,5,3,6,44.049957,6.5849624,35,48,0,47,0,6,12,2,1,0,4,2,-4.94
3.098,-6.7076201,0,-0.21066926,0.093120679,0.27083334,0.60559356,0.14519575,11.618258,-7.3552804,2.719734,-0.43364218,9.1457682,11.905302,1.9279361,-0.49264103,0.056837842,77.697189,0.47861934,-2.7058103,239.16316,17.646574,13.153832,-2.4502854,-0.33363491,67.397217,3.8432662,2,0.74766469,0.082051307,0.25233528,174.01768,0.43428841,-3.347342,21.507786,3.347342,81.251015,81.401527,143.17329,7.5963712,112.11241,668.88,81.401527,0.80000001,0.44444445,18.34054,123.7506,159.10117,8226,10.945385,6,25.656126,1,6,78,18.789925,0.25768197,92.197891,236,22.869518,42.4128,28,18.676847,35.379742,18,778.09711,88.215919,30,4,3,6,44.049957,6.643856,36,50,6,48,6,6,12,3,2,0,4,2,-5.16
2.352,-6.5212002,8.458519,-0.21122283,0.090155445,0.27083334,0.608895,0.13622434,12.531088,-6.9135079,2.7197208,-0.46356815,9.332592,11.051748,1.9279361,-0.47735059,0.055494044,77.697189,0.45244178,-2.7041864,201.42636,17.28582,12.245584,-2.4495771,-0.31131887,89.455688,3.8432662,2,0.86169118,0.075418532,0.13830881,95.270432,0.48493725,-3.6417279,21.507786,3.6417279,0,83.905281,143.17329,4.4107962,109.82082,670.85199,81.401527,0.80000001,0.44444445,18.05794,144.67685,159.10117,8226,10.945385,6,24.949018,1,7,78,18.54072,0.25768197,113.12415,236,22.869518,42.4128,28,18.393883,35.379742,18,770.23108,88.215919,29,4,3,7,44.049957,6.643856,35,50,6,48,6,6,13,3,2,0,4,2,-5.46
1.073,-5.0376701,20.299505,-0.19717449,0.083530895,0.27083334,0.51581079,0.11799734,13.704247,-6.6049995,2.719734,-0.43302742,8.4801397,10.571968,1.929177,-0.44056395,-0.003961385,77.697189,0.39377072,-2.705682,185.37596,17.476852,11.153832,-2.4502654,-0.26166645,101.29668,3.8434241,2,0.85286272,0.073601477,0.1471373,102.18771,0.35708964,-3.7316344,20.888889,3.7316344,0,90.822563,143.17329,7.5963712,110.79241,672.87201,81.401527,0.80000001,0.44444445,18.04524,123.7506,159.10117,8225,10.945172,6,24.534805,1.0102092,6,77,18.625471,0.25768197,92.197891,238,22.763365,42.4128,27,18.372168,35.542877,18,767.58496,34.428715,28,4,3,7,62.489536,6.643856,34,50,5,48,5,8,14,3,2,9.4210396,4,2,-7.33
0.72399998,-5.1773601,15.808495,-0.20778206,0.081811607,0.0625,0.50681865,0.11527567,13.631276,-6.1152797,2.7197347,-0.42368019,7.0944843,10.994618,1.9371339,-0.43554676,0.043218922,90.646713,0.391397,-2.7067475,169.81564,17.796078,11.337336,-2.450707,-0.27639693,67.397217,3.8246651,2,0.84618354,0.070280075,0.15381648,106.3336,0.3490282,-3.9079895,20.888889,3.9079895,0,94.968445,167.03551,4.4107962,111.1612,675.87201,94.968445,0.69999999,0.41176471,17.907339,165.88853,182.96339,8183,10.947344,7,24.241911,1,7,78,18.457417,0.25768197,129.07704,238,22.780203,42.4128,27,18.216379,35.542877,17,763.07477,0,27,4,3,7,52.433056,6.643856,34,50,0,48,0,7,14,3,2,0,4,2,-8.28
3.9820001,-7.67659,0,-0.20536683,0.093967468,0.22448979,0.60413402,0.14415018,11.608348,-7.786346,2.7198358,-0.42217913,9.1456413,12.299149,2.043581,-0.49023849,0.05351983,77.697189,0.47794914,-2.7065792,238.73434,18.040421,13.547679,-2.4512095,-0.33262104,67.397217,3.7050169,2,0.75645018,0.082797438,0.24354985,171.80914,0.43424925,-3.3171775,21.639183,3.3171775,79.042473,81.401527,143.17329,12.007167,115.20599,682.90698,81.401527,0.60000002,0.375,18.790739,105.31101,159.10117,8231,11.025074,6,26.526369,1,6,80,19.244293,0.25355992,73.758316,242,23.263365,43.404846,28,19.117886,36.249985,16,796.62463,88.215919,31,4,3,6,44.049957,6.6724253,37,51,6,49,6,6,12,3,2,0,5,3,-4.99
