logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,rsynth,BCUT_SMR_2,GCUT_SMR_2,h_ema,h_logS,BCUT_SLOGP_3,BCUT_SLOGP_1,h_log_pbo,chi1v_C,balabanJ,BCUT_PEOE_1,GCUT_PEOE_2,vsa_other,BCUT_PEOE_2,BCUT_PEOE_0,SMR_VSA5,chi1v,chi1_C,BCUT_SMR_0,BCUT_SMR_1,PEOE_VSA+3,VDistEq,lip_violation,PEOE_VSA_FPOS,PEOE_RPC+,PEOE_VSA_FNEG,PEOE_VSA_NEG,BCUT_SLOGP_2,PEOE_PC-,Kier2,PEOE_PC+,PEOE_VSA-0,vsa_acc,SMR_VSA0,SlogP_VSA4,apol,Weight,PEOE_VSA-5,petitjeanSC,petitjean,SMR,SMR_VSA6,SlogP_VSA2,weinerPath,VDistMa,b_double,chi0_C,h_pstates,a_nO,weinerPol,h_mr,VAdjEq,SlogP_VSA3,zagreb,chi1,Kier1,opr_brigid,mr,chi0,diameter,vdw_vol,SlogP_VSA7,a_hyd,b_max1len,opr_violation,a_acc,SlogP_VSA1,VAdjMa,a_nC,b_heavy,a_aro,a_heavy,b_ar,a_nN,lip_acc,rings,opr_nring,PEOE_VSA-3,ast_violation_ext,ast_violation,logPapp
2.165,-6.0866399,31.616989,-0.21605732,0.087654419,0.039999999,0.70891851,0.17097443,12.481122,-7.2786169,2.7135241,-0.52081102,12.397861,11.009379,1.6674221,-0.53585601,0.058869828,77.697189,0.57053804,-2.6861107,253.13069,17.178202,13.114194,-2.4330845,-0.39001438,53.79726,3.8482141,2,0.67651582,0.076643661,0.32348415,221.41014,0.52001458,-3.5560873,20.0704,3.5560873,115.07654,81.401527,143.17329,10.781946,110.67365,690.84198,81.401527,1,0.5,18.64352,68.431854,163.08315,8891,11.063437,6,25.973963,1.0206326,7,85,19.181746,0.25318992,36.879158,256,23.670519,42.737629,34,18.967388,36.697578,20,795.71075,158.78867,31,3,3,7,44.049957,6.7279205,37,53,12,50,12,6,13,4,3,13.566921,4,2,-6.46
2.165,-6.0866399,31.616989,-0.21605732,0.087688595,0.02,0.71134168,0.16588113,12.480455,-7.2703829,2.7192698,-0.51071674,12.397855,11.009379,1.6751992,-0.53523934,0.058726236,77.697189,0.57824659,-2.7034693,253.13069,17.185051,13.114194,-2.4478536,-0.38975132,33.497757,3.8515487,2,0.67651582,0.077148043,0.32348415,221.41014,0.52816862,-3.5553546,20.0704,3.5553546,115.07654,81.401527,143.17329,10.781946,110.67365,690.84198,81.401527,1,0.5,18.64352,68.431854,163.08315,8860,11.061907,6,25.973963,1.0206332,7,86,19.181746,0.25318992,36.879158,256,23.687357,42.737629,34,18.971075,36.697578,20,795.71075,158.78867,31,3,3,7,44.049957,6.7279205,37,53,12,50,12,6,13,4,3,13.566921,4,2,-6.81
2.165,-6.0866399,31.616989,-0.21605732,0.087665185,0.039999999,0.70298451,0.16748607,12.480547,-7.27597,2.7177858,-0.51304233,12.397855,11.009379,1.6674532,-0.53386986,0.058957618,77.697189,0.54989934,-2.6996627,253.13069,17.178202,13.114194,-2.4454134,-0.38755578,53.79726,3.8447411,2,0.67651582,0.077244937,0.32348415,221.41014,0.48559135,-3.5557616,20.0704,3.5557616,115.07654,81.401527,143.17329,10.781946,110.67365,690.84198,81.401527,1,0.5,18.64352,68.431854,163.08315,8891,11.064069,6,25.973963,1.0206611,7,85,19.181746,0.25318992,36.879158,256,23.670519,42.737629,34,18.967388,36.697578,20,795.71075,158.78867,31,3,3,7,44.049957,6.7279205,37,53,12,50,12,6,13,4,3,13.566921,4,2,-7.15
3.388,-7.0936799,31.616989,-0.21416666,0.087150626,0.03846154,0.66006881,0.15986992,12.48506,-8.0926533,2.711031,-0.46031672,12.397886,11.572328,2.0513721,-0.52161741,0.057705436,77.697189,0.52187091,-2.7231448,234.26228,17.872135,13.677142,-2.4671347,-0.36385629,53.79726,3.8400223,2,0.70211393,0.077288523,0.29788604,221.41014,0.47287655,-3.5537565,22.0741,3.5537565,115.07654,81.401527,143.17329,15.192742,118.1944,720.91199,81.401527,1,0.5,19.77132,49.992279,163.08315,9775,11.186072,6,28.137098,1.0206599,7,88,20.260351,0.24202083,18.439579,260,24.402571,46.382717,30,20.065578,38.860714,20,840.76007,158.78867,33,3,3,7,44.049957,6.7548876,39,54,12,52,12,6,13,3,2,13.566921,4,2,-6.03
1.9680001,-6.1926298,31.616989,-0.21605732,0.089746021,0.040816326,0.70615369,0.17828852,12.457888,-6.8771453,2.711853,-0.53807992,12.397637,11.009379,1.6332526,-0.54574722,0.061957203,77.697189,0.56032103,-2.6817038,253.13069,16.787857,13.114194,-2.430629,-0.38945487,53.79726,3.8506594,2,0.65394735,0.079093173,0.34605265,227.09271,0.51147407,-3.4726803,19.897167,3.4726803,115.07654,81.401527,143.17329,10.781946,107.58006,676.815,81.401527,1,0.5,18.18079,68.431854,163.08315,8555,11.003574,6,24.973963,1.0206612,7,81,18.727329,0.25729144,36.879158,250,23.242998,41.75148,34,18.510111,35.827335,20,774.63397,158.78867,30,3,3,7,40.925644,6.7004399,36,52,12,49,12,6,13,4,3,13.566921,5,3,-7.47
3.382,-7.42484,31.616989,-0.21605732,0.089745998,0.03846154,0.7008304,0.16949302,12.456367,-7.798697,2.7120428,-0.51417506,12.397633,12.403226,1.6855333,-0.5405674,0.06051895,77.697189,0.55630398,-2.7016711,271.99908,18.181704,14.50804,-2.4469278,-0.38915694,53.79726,3.8586519,2,0.67727059,0.079093158,0.32272938,227.09271,0.51095474,-3.472681,21.504469,3.472681,115.07654,81.401527,143.17329,15.192742,116.86082,718.896,81.401527,1,0.5,19.558889,68.431854,163.08315,9857,11.184048,6,27.258419,1.0206618,7,85,20.090487,0.24540348,36.879158,264,24.636847,44.711407,34,19.89221,38.11179,20,830.21643,158.78867,33,3,3,7,40.925644,6.7813597,39,55,12,52,12,6,13,4,3,13.566921,5,3,-7
5.2579999,-8.9842596,31.616989,-0.21605732,0.089693435,0,0.69823867,0.1604785,12.469925,-8.9596786,2.7133369,-0.49114877,12.397657,14.309545,1.7730147,-0.52219504,0.058827173,77.697189,0.55583495,-2.7234766,290.86749,20.029993,16.404322,-2.4674942,-0.38902336,40.197308,3.8430953,2,0.70388103,0.079016812,0.29611894,227.09271,0.51089907,-3.4747162,23.280592,3.4747162,115.07654,81.401527,143.17329,19.603539,129.23517,775.00397,81.401527,0.81818181,0.44999999,21.39649,49.992279,167.06511,11626,11.409931,6,30.41312,1.0206617,7,93,21.908031,0.23130681,18.439579,284,26.458214,48.664177,34,21.717131,41.266491,20,904.32629,158.78867,37,3,3,7,40.925644,6.8826432,43,59,12,56,12,6,13,4,3,13.566921,6,4,-6.39
5.053,-9.4422903,60.824585,-0.21605732,0.092404567,0.13793103,0.72058225,0.16880937,11.545495,-9.3017673,2.7123687,-0.51717448,16.828035,15.111003,1.3256936,-0.5347532,0.061183397,77.697189,0.58835423,-2.6923032,377.85818,20.327156,18.416288,-2.4404593,-0.39743021,40.197308,3.868335,3,0.61799943,0.081421822,0.3820006,277.99899,0.67152441,-3.3727686,23.082645,3.3727686,162.50203,81.401527,143.17329,17.94949,128.38562,789.97797,81.401527,0.69999999,0.41176471,22.09762,49.992279,183.85065,13011,11.513602,6,30.526005,1,6,94,22.544523,0.23050116,18.439579,302,27.854284,47.478458,44,22.386562,41.345997,17,925.61615,269.36487,39,3,5,6,34.677017,6.9772801,45,63,21,58,22,7,13,6,5,0,6,4,-6.43
1.962,-6.5237899,31.616989,-0.22847043,0.091910779,0.020408163,0.72267193,0.18167551,12.428604,-6.5759444,2.7117097,-0.53807992,12.39738,11.840277,1.4342732,-0.5791406,0.072320372,77.697189,0.57928383,-2.6775165,290.86749,17.104275,13.945091,-2.4278061,-0.40546933,33.497757,3.7728734,2,0.62250358,0.081611291,0.37749639,232.7753,0.62258309,-3.3908887,19.363039,3.3908887,115.07654,81.401527,143.17329,10.781946,106.24648,674.79901,81.401527,1,0.5,17.968361,86.871437,163.08315,8418,11.01543,6,24.095284,1.0206683,7,79,18.557465,0.26099879,55.318733,254,23.494112,40.190815,38,18.338238,35.078411,18,764.09033,158.78867,30,3,3,7,37.801331,6.7279205,36,53,12,49,12,6,13,5,4,13.566921,5,3,-7.89
2.425,-6.22475,15.808495,-0.22376485,0.09509065,0.021739131,0.60635304,0.15590008,12.419037,-5.7078671,2.6942689,-0.51053888,9.3322697,11.273616,1.9585382,-0.51618874,0.069058873,77.697189,0.46974793,-2.7038627,164.91476,16.278255,12.417923,-2.4521418,-0.33835414,33.497757,3.7355042,3,0.74278778,0.084437564,0.25721222,157.20685,0.41548741,-3.2773983,19.40744,3.2773983,33.825527,81.401527,143.17329,16.417963,103.63365,642.79797,81.401527,1,0.5,17.102631,68.431854,163.08315,7151,10.829488,6,23.015779,1.0206653,7,75,17.631907,0.26638746,36.879158,230,21.708525,40.429688,28,17.377476,34.128662,18,721.94739,70.572739,27,3,4,7,34.677017,6.5849624,33,48,6,46,6,6,13,3,2,13.566921,5,3,-8.52
