apol,ast_fraglike,ast_violation_ext,a_acc,a_acid,a_donacc,a_heavy,a_IC,a_ICM,a_nB,a_nCl,a_nI,a_nO,a_nP,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,bpol,b_1rotN,b_1rotR,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0v,chi0v_C,chi0_C,chi1v_C,chi1_C,chiral,chiral_u,FCharge,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logS,h_log_dbo,h_mr,h_pKa,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,logP(o/w),logS,mr,mutagenic,PEOE_VSA+3,PEOE_VSA-1,PEOE_VSA-4,PEOE_VSA-6,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,Q_PC+,Q_VSA_NEG,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA4,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vsa_acid,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,zagreb,logPapp,logPapp
99.687233,0.0,4.0,7.0,0.0,9.0,43.0,145.34544,1.529952,0.0,0.0,0.0,7.0,0.0,-2.704371,-0.35430011,0.27325431,2.7498097,-2.8475792,-0.31821072,0.26831076,2.7197211,-2.4496763,-0.15542245,0.36762673,73.750763,9.0,0.20454545,96.0,6.0,44.0,4.0,9.0,0.20454545,90.0,0.0,27.018625,21.372032,21.836134,9.1410646,9.4290876,4.0,0.0,0.0,-0.008268531,3.1865983,-1.164903,3.11396,-0.53408116,-0.17525758,0.05693607,3.4146163,12.9718,23.011852,18.037409,2.9273059,-5.2883983,0.0,16.511478,14.0,1.0,0.0,39.179752,19.611666,11.634349,34.390934,17.159147,10.156068,13.7237,13.0,2.0,0.0,0.69800001,-4.8191199,16.342157,0.0,125.11412,0.0,11.365152,2.503756,0.27154261,0.85043454,0.12197715,464.01385,95.270432,95.270432,172.96762,541.71106,0.5,0.0,0.0,0.3673,36.0215,113.12415,166.63008,16.05184,154.17319,12.497255,40.432297,15.927875,0.0,113.21043,144.67685,234.91113,148.67,0.27608413,6.4594316,3.5938575,10.643646,0.0,464.01385,77.697189,95.270432,608.78101,71.0,208.0,
