apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_count,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nC,a_nH,a_nN,a_nO,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,diameter,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_pbo,h_mr,h_pavgQ,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_violation,logP(o/w),logS,mr,opr_brigid,opr_nring,opr_nrot,opr_violation,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA-0,PEOE_VSA-3,PEOE_VSA-5,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_VSA_HYD,Q_VSA_POS,radius,rings,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,logPapp
120.54034,3,5,6,0,115,8,49,31,164.53201,1.4307132,37,66,6,6,2.6286063,-2.7171905,-0.43024379,0.38054481,2.7530823,-2.8525093,-0.41325471,0.34096587,2.7209282,-2.4584532,-0.27034962,0.49777365,3.0076189,87.139664,13,0.25999999,0,116,6,50,5,13,0.25999999,110,36.83577,31.886398,26.648054,27.112156,23.10157,18.839132,13.09786,13.385883,0.77607292,16,-0.84073293,-0.35083804,0.038259231,3.3175333,-1.1649663,-0.30771798,0.00687917,3.2663467,-0.53474063,-0.20186594,0.1125333,3.5440867,11.616808,21.899563,16.923531,6.3209291,6.3209291,-7.7004347,6.080811,19.512098,0,14,1,0,45.158401,22.930796,14.743505,40.298225,20.412727,13.101781,16.787687,12,2,5.0050001,-7.8716502,19.362347,22,1,24,3,3.316036,-3.316036,0.082825936,0.093999818,399.97815,0,94.797981,67.397217,0,0,0,81.401527,0.76732844,0.1266202,0.1266202,0.23267159,0.87337977,0.10605138,562.17334,92.766678,92.766678,170.46387,639.87054,77.697189,0.375,0.60000002,732.63721,732.63721,10,2,0.22448979,3.5734,36.0215,44.049957,159.10117,92.197891,13.232388,32.897186,0,188.68405,266.60812,19.11124,143.17329,12.497255,49.253891,15.927875,0,188.68405,123.7506,299.50531,139.44,0.24980378,6.643856,3.7035201,11.027087,732.63721,804.61896,81.401527,562.17334,77.697189,92.766678,690.97101,8261,78,236,-5.54
118.29958,2,4,6,6,110,8,50,32,161.09534,1.464503,38,60,6,6,1.9624294,-2.7070601,-0.49262068,0.47808993,2.7525368,-2.8478048,-0.43348861,0.43407542,2.7205496,-2.4508152,-0.33329704,0.60491729,3.0069466,80.580421,11,0.21153846,6,112,6,52,4,11,0.21153846,100,36.957088,31.281586,26.043242,27.233475,23.725361,18.502417,12.761144,14.009674,0.78077942,18,-0.84072769,-0.36304644,0.056774754,3.2624941,-1.1649026,-0.3210063,0.030870359,3.2058554,-0.53411287,-0.21063131,0.14518751,3.4926193,11.617461,22.985821,18.014761,5.5333118,5.5333118,-7.8350148,9.1457567,19.698694,0,14,1,0,44.39719,22.395555,13.983471,37.788979,18.996899,11.833344,14.357467,12,2,4.0700002,-7.1111598,19.578474,28,2,22,3,3.3473437,-3.3473437,0.082051262,0.093120627,307.33572,0,94.797981,67.397217,0,81.251015,0,81.401527,0.76365358,0.24127376,0.12862006,0.23634642,0.75872624,0.10772636,550.78192,174.01768,92.766678,170.46387,547.22809,77.697189,0.44444445,0.80000001,721.24579,721.24579,10,3,0.30000001,2.9897699,36.0215,44.049957,159.10117,92.197891,12.007167,51.765594,88.215919,132.07884,199.95609,19.256941,143.17329,12.497255,44.843094,19.113449,0,239.16316,123.7506,232.85327,139.44,0.24958064,6.7004399,3.8612602,11.067304,721.24579,815.1521,81.401527,550.78192,77.697189,92.766678,696.93396,9118,80,246,-4.96
116.008,2,4,7,6,108,9,50,31,161.85391,1.4986475,37,58,6,7,1.9624294,-2.7054415,-0.47717729,0.45217708,2.7525218,-2.8499548,-0.4632923,0.48471805,2.7205367,-2.4500957,-0.31114414,0.60856009,3.0068922,80.310005,11,0.21153846,6,110,6,52,4,11,0.21153846,98,36.957088,30.982727,25.336134,26.526369,23.725361,18.141663,11.907591,13.101426,0.79332727,18,-0.84068191,-0.37205461,0.055336993,3.2443397,-1.1649069,-0.33854237,0.042498704,3.1810439,-0.53407753,-0.2112153,0.13615791,3.4736471,12.530292,23.854563,18.878761,5.01332,5.01332,-7.3932433,9.3325806,19.449492,0,14,1,0,44.39719,22.395555,13.983471,37.788979,18.996899,11.833344,14.357467,13,2,3.3239999,-6.9247398,19.297354,28,2,22,3,3.6417296,-3.6417296,0.075418502,0.090155408,354.76123,8.458519,94.797981,89.455688,0,0,0,81.401527,0.75991428,0.13223904,0.13223904,0.24008574,0.86776096,0.1078467,547.47339,95.270432,95.270432,172.96762,625.17059,77.697189,0.44444445,0.80000001,720.44104,720.44104,10,3,0.30000001,2.4360001,47.021389,44.049957,159.10117,113.12415,8.8215923,32.897186,88.215919,113.21043,205.19952,18.97434,143.17329,23.497143,44.843094,21.171303,0,201.42636,144.67685,232.85327,148.67,0.24958064,6.7004399,3.8612602,11.067304,720.44104,807.28601,83.905281,547.47339,77.697189,95.270432,698.90601,9118,80,246,-5.05
116.97958,2,4,7,5,110,9,50,30,165.90906,1.5082642,36,60,8,6,1.9636203,-2.7069337,-0.44051769,0.39377043,2.7525387,-2.8477972,-0.43285298,0.35708961,2.7205493,-2.4507949,-0.26166338,0.51579481,3.006947,82.560417,11,0.21153846,5,112,6,52,4,11,0.21153846,101,37.120228,31.443962,25.31119,26.112156,23.619207,18.332695,11.427811,12.009674,0.79594111,18,-0.85429996,-0.35658753,-0.003962637,3.2614892,-1.1649024,-0.32165679,-0.007747036,3.2013285,-0.53411198,-0.19712692,0.1179798,3.4905443,13.703451,24.098928,19.127907,4.3941183,4.3946891,-7.084734,8.4801283,19.534241,0.001333071,9.874567,1.0102092,0.00079526,44.39719,21.777779,13.671001,37.910358,18.533506,11.607455,14.052238,14,2,2.0450001,-5.4412098,19.276295,27,2,22,3,3.731636,-3.731636,0.07360144,0.083530858,309.54428,20.299505,115.09749,101.29668,0,0,9.4210396,81.401527,0.76524103,0.14073062,0.12775618,0.23475899,0.85926938,0.10700281,555.659,102.18771,92.766678,170.46387,623.93512,77.697189,0.44444445,0.80000001,726.12286,726.12286,10,3,0.30000001,2.0824699,36.0215,62.489536,159.10117,92.197891,12.007167,51.765594,34.428715,132.07884,232.85327,18.961639,143.17329,30.936834,44.843094,19.113449,0,185.37596,123.7506,265.75046,157.25999,0.24958064,6.7004399,3.8613849,11.067109,726.12286,804.63989,90.822563,546.23792,77.697189,102.18771,700.92596,9117,79,248,-6.43
117.34837,2,4,7,0,111,9,50,29,166.98491,1.5043685,36,61,7,7,1.9712744,-2.7079749,-0.43551525,0.39139581,2.752589,-2.849406,-0.42356166,0.3490282,2.7205503,-2.4512405,-0.27638984,0.50680792,3.0070341,84.611626,11,0.21153846,0,113,7,52,4,11,0.21153846,106,37.120228,31.371616,25.277811,25.819262,23.636044,18.651918,11.85046,12.193178,0.8029173,17,-0.85751176,-0.36567798,0.043154828,3.2734916,-1.1649034,-0.33850768,0.009781533,3.2085066,-0.53410763,-0.20772731,0.11526497,3.5014863,13.63048,25.314939,20.343006,3.6817267,3.6817267,-6.5950141,7.0944724,19.366186,0,14,1,0,44.39719,21.777779,13.368889,38.545734,18.850948,11.548253,14.532472,14,2,1.696,-5.5809002,19.120224,27,2,22,3,3.9079912,-3.9079912,0.070280038,0.08181157,307.33572,15.808495,135.39699,67.397217,12.949531,0,0,94.968445,0.72752082,0.14708927,0.14708927,0.27247918,0.8529107,0.1253899,525.93842,106.3336,106.3336,196.98032,616.58514,90.646713,0.41176471,0.69999999,722.91876,722.91876,10,3,0.1,1.3695,36.0215,52.433056,182.96339,129.07704,8.8215923,32.897186,0,169.81564,199.95609,18.82374,167.03551,15.62157,44.843094,15.927875,0,169.81564,165.88853,232.85327,159.75,0.24958064,6.7004399,3.8423662,11.069136,722.91876,800.1297,94.968445,525.93842,90.646713,106.3336,703.92596,9073,80,248,-7.62
121.39317,3,5,6,6,113,8,51,33,164.36981,1.4546001,39,62,6,6,2.0780663,-2.7087488,-0.49021754,0.47744223,2.7529335,-2.8456211,-0.42207691,0.43403682,2.7206717,-2.452286,-0.33229861,0.60350591,3.0073998,82.76683,11,0.20754717,6,115,6,53,4,11,0.20754717,103,37.827335,32.151829,26.913485,28.10372,24.119207,18.896263,13.154991,14.403522,0.77783483,16,-0.84068292,-0.36786225,0.053418484,3.3050742,-1.1649567,-0.30774543,0.030868791,3.258908,-0.53412241,-0.2053328,0.1441431,3.5362332,11.607552,22.589582,17.610104,6.4251223,6.4251223,-8.2660837,9.1456299,20.153063,0,14,1,0,45.38982,22.527679,14.222222,38.761105,19.174591,12.077326,14.573104,12,2,4.954,-8.0801296,20.018993,28,2,22,3,3.3171792,-3.3171792,0.082797393,0.093967415,325.35275,0,94.797981,67.397217,0,79.042473,0,81.401527,0.76872277,0.23310243,0.12586139,0.23127721,0.76689756,0.10541582,566.59045,171.80914,92.766678,170.46387,565.24518,77.697189,0.375,0.60000002,737.05432,737.05432,10,3,0.25490198,3.8498001,36.0215,44.049957,159.10117,73.758316,16.417963,32.897186,88.215919,132.07884,251.72168,19.70714,143.17329,12.497255,49.253891,19.113449,0,238.73434,105.31101,266.17929,139.44,0.24573661,6.7279205,3.722806,11.143973,737.05432,833.67957,81.401527,566.59045,77.697189,92.766678,710.961,9111,82,252,-5.44
119.10158,2,4,7,6,111,9,51,32,165.18422,1.4881462,38,60,6,7,2.0665939,-2.7058141,-0.46597359,0.4454231,2.7526271,-2.8536968,-0.42436275,0.39958504,2.7205365,-2.450285,-0.31008148,0.56419307,3.0070279,82.496422,12,0.2264151,6,113,6,53,4,12,0.2264151,101,37.664196,31.689833,26.043242,27.233475,24.263365,18.530237,12.092042,13.340572,0.7900731,18,-0.84068024,-0.36877441,0.054467738,3.2816551,-1.1650712,-0.32025272,0.02322612,3.21785,-0.53408116,-0.20775633,0.1317272,3.5127783,12.961291,24.058983,19.051104,5.090456,5.090456,-7.4508758,9.1455841,19.878769,0,14,1,0,45.38982,23.157793,14.222222,38.761105,19.710917,12.077326,14.980723,13,2,3.2049999,-6.7248201,19.781424,28,2,23,3,3.6908646,-3.6908646,0.074417189,0.094570205,246.31029,15.808495,94.797981,125.11412,0,81.251015,0,81.401527,0.76506931,0.23975764,0.12939966,0.23493071,0.76024234,0.10553105,563.28192,176.52144,95.270432,172.96762,559.72809,77.697189,0.44444445,0.80000001,736.24951,736.24951,10,3,0.19607843,2.2261701,36.0215,44.049957,170.10106,113.12415,12.007167,87.14946,88.215919,113.21043,166.63008,19.41544,154.17319,12.497255,44.843094,19.113449,0,220.29475,144.67685,234.91113,148.67,0.24573661,6.7279205,3.7449079,11.142301,736.24951,825.81348,83.905281,563.28192,77.697189,95.270432,712.93298,9171,82,250,-5.06
125.39392,3,5,6,0,119,8,51,33,169.3856,1.4234084,39,68,6,6,2.0778131,-2.8163137,-0.43315405,0.40166497,2.7622156,-2.8584638,-0.41734713,0.35705984,2.8739629,-2.5606611,-0.28074476,0.51377606,3.0184407,89.326073,11,0.20754717,0,121,6,53,4,11,0.20754717,115,37.827335,32.87796,27.639618,28.10372,24.119207,19.856771,14.115499,14.403522,0.77783483,16,-0.84071827,-0.34989676,0.047520302,3.3682511,-1.1649678,-0.30777913,0.012680469,3.3269658,-0.53477919,-0.20490211,0.1153142,3.5943613,11.616161,22.012074,17.035801,6.5570073,6.5570073,-8.0817919,6.0808015,20.25104,0,14,1,0,45.38982,22.527679,14.222222,40.691849,20.150476,12.701236,16.07765,12,2,5.3109999,-8.4865999,20.082888,28,2,24,3,3.3160367,-3.3160367,0.082825914,0.093999788,404.39523,0,94.797981,67.397217,0,0,0,81.401527,0.76872277,0.12586139,0.12586139,0.23127721,0.87413859,0.10541582,566.59045,92.766678,92.766678,170.46387,644.2876,77.697189,0.375,0.60000002,737.05432,737.05432,10,3,0.25490198,3.9635,36.0215,44.049957,159.10117,92.197891,17.643185,32.897186,0,226.42087,233.2821,19.81624,143.17329,12.497255,53.664684,15.927875,0,226.42087,123.7506,266.17929,139.44,0.24573661,6.7279205,3.722806,11.143973,737.05432,833.67957,81.401527,566.59045,77.697189,92.766678,717.00897,9111,82,252,-6.2
123.10234,2,4,7,0,117,9,51,32,170.32016,1.4557278,38,66,6,7,2.0778131,-2.766778,-0.43169254,0.39110526,2.7542131,-2.8607285,-0.4153007,0.34901285,2.7371376,-2.5173922,-0.27554789,0.50577575,3.008667,89.055664,11,0.20754717,0,119,6,53,4,11,0.20754717,113,37.827335,32.579102,26.93251,27.396612,24.119207,19.434122,13.115499,13.403522,0.7900731,16,-0.84072429,-0.35016987,0.042950079,3.3532827,-1.1649678,-0.30558386,0.009779793,3.2989848,-0.53457761,-0.20350605,0.113923,3.5788102,13.030754,23.417362,18.440411,4.9645758,4.9645758,-7.1944671,6.0807753,19.976748,0,14,1,0,45.38982,22.527679,14.222222,40.691849,20.150476,12.701236,16.07765,13,2,3.9030001,-7.08358,19.808201,28,2,24,3,3.6698098,-3.6698098,0.074841425,0.09640152,356.96976,0,138.91493,67.397217,0,0,0,81.401527,0.76506931,0.12939966,0.12939966,0.23493071,0.87060034,0.10553105,563.28192,95.270432,95.270432,172.96762,640.97906,77.697189,0.375,0.60000002,736.24951,736.24951,10,3,0.098039217,2.8097999,36.0215,44.049957,170.10106,134.05042,17.643185,32.897186,0,169.81564,233.2821,19.513041,154.17319,12.497255,53.664684,15.927875,0,169.81564,165.6031,266.17929,148.67,0.24573661,6.7279205,3.722806,11.143973,736.24951,825.81348,83.905281,563.28192,77.697189,95.270432,718.98096,9111,82,252,-5.07
124.48676,3,5,6,6,116,8,52,34,167.62912,1.4450786,40,64,6,6,2.0720022,-2.7099838,-0.49168384,0.47790247,2.7526655,-2.8514178,-0.433658,0.4340373,2.7206581,-2.4525673,-0.33279231,0.60442001,3.0071199,84.953247,13,0.24074075,6,118,6,54,5,13,0.24074075,106,38.371304,32.695797,27.457455,28.64769,24.763365,19.540421,13.799149,15.047679,0.77501822,18,-0.84073126,-0.36200348,0.05597223,3.3087716,-1.1650683,-0.30898777,0.030869218,3.2562265,-0.53418505,-0.2105021,0.14468977,3.5399237,11.608788,22.82946,17.825569,6.6345735,6.6345735,-8.4610338,9.1457396,20.607464,0,14,1,0,46.382717,23.92569,14.792899,39.73423,20.431589,12.605076,15.612183,12,2,5.1259999,-8.1415997,20.519848,28,2,24,3,3.3444273,-3.3444273,0.082125798,0.093201838,323.14423,15.808495,94.797981,67.397217,0,81.251015,0,81.401527,0.77357912,0.2311413,0.12321857,0.22642089,0.76885867,0.10320232,582.39893,174.01768,92.766678,170.46387,578.84509,77.697189,0.44444445,0.80000001,752.86279,752.86279,10,3,0.21153846,3.7699699,36.0215,44.049957,159.10117,92.197891,12.007167,51.765594,88.215919,169.81564,199.95609,20.18034,143.17329,12.497255,44.843094,19.113449,0,276.89996,123.7506,232.85327,139.44,0.24202083,6.7548876,3.7692082,11.198781,752.86279,852.20703,81.401527,582.39893,77.697189,92.766678,724.98798,9695,83,254,-5.97
124.48676,3,5,6,6,116,8,52,34,167.62912,1.4450786,40,64,6,6,2.058795,-2.7110724,-0.4892318,0.47733048,2.7530072,-2.8528445,-0.41996399,0.43399259,2.7206438,-2.4537909,-0.33220524,0.60331541,3.0075092,84.953247,12,0.22222222,6,118,6,54,4,12,0.22222222,106,38.534439,32.858936,27.620592,28.810825,24.619207,19.396263,13.654991,14.903522,0.77501822,17,-0.84070581,-0.35685951,0.053273782,3.3169184,-1.1649675,-0.3077623,0.030868605,3.2636883,-0.534123,-0.20524327,0.14393182,3.5469882,11.61401,22.894573,17.9175,6.6150002,6.6150002,-8.4484529,9.1457243,20.607462,0,14,1,0,46.382717,23.283419,14.792899,39.73423,19.883116,12.605076,15.193083,12,2,5.0419998,-8.1415997,20.486073,28,2,23,3,3.3450038,-3.3450038,0.082108654,0.093185768,323.14423,15.808495,94.797981,67.397217,0,81.251015,0,81.401527,0.77357912,0.2311413,0.12321857,0.22642089,0.76885867,0.10320232,582.39893,174.01768,92.766678,170.46387,578.84509,77.697189,0.41176471,0.69999999,752.86279,752.86279,10,3,0.26923078,3.62587,36.0215,44.049957,159.10117,92.197891,16.417963,51.765594,88.215919,132.07884,233.2821,20.17334,143.17329,12.497255,49.253891,19.113449,0,239.16316,123.7506,266.17929,139.44,0.24202083,6.7548876,3.7844067,11.196127,752.86279,852.20703,81.401527,582.39893,77.697189,92.766678,724.98798,9745,83,256,-5.29
127.58034,3,5,6,6,119,8,53,35,170.87411,1.435917,41,66,6,6,2.0368829,-2.7132306,-0.48916164,0.47732168,2.7530499,-2.8526502,-0.41967902,0.43399152,2.7206621,-2.4552958,-0.3321999,0.60330367,3.0075715,87.139664,13,0.23636363,6,121,6,55,4,13,0.23636363,109,39.241547,33.566044,28.327698,29.517933,25.119207,19.896263,14.154991,15.403522,0.77232152,18,-0.84072703,-0.35487327,0.053258058,3.3265662,-1.1649667,-0.30775455,0.030868556,3.2761812,-0.5341543,-0.20520864,0.14390483,3.5557284,11.615934,23.053808,18.07745,6.8460283,6.8460283,-8.756794,9.145752,21.061852,0,14,1,0,47.375866,24.0448,15.359168,40.708298,20.598225,13.12956,15.821107,12,2,5.4840002,-8.3433704,20.952929,28,2,24,3,3.3473449,-3.3473449,0.08205124,0.093120597,354.76123,0,94.797981,67.397217,0,81.251015,0,81.401527,0.77823567,0.22638765,0.12068446,0.22176431,0.77361232,0.10107986,598.2074,174.01768,92.766678,170.46387,594.65363,77.697189,0.44444445,0.80000001,768.67126,768.67126,10,3,0.28301886,4.0159702,36.0215,44.049957,159.10117,92.197891,16.417963,51.765594,88.215919,150.94725,233.2821,20.63504,143.17329,12.497255,49.253891,19.113449,0,258.03159,123.7506,266.17929,139.44,0.23842676,6.7813597,3.8538115,11.245609,768.67126,870.7345,81.401527,598.2074,77.697189,92.766678,739.01501,10431,84,260,-6.02
125.28875,3,5,7,6,117,9,53,34,171.7943,1.4683273,40,64,6,7,2.0368829,-2.710315,-0.47477391,0.45193091,2.7530258,-2.8550887,-0.44954938,0.48298663,2.7206368,-2.4537077,-0.30960304,0.60822266,3.007488,86.869247,13,0.23636363,6,119,6,55,4,13,0.23636363,107,39.241547,33.267185,27.620592,28.810825,25.119207,19.535509,13.301437,14.495273,0.78398395,18,-0.84068358,-0.36275557,0.053121988,3.3074887,-1.1649714,-0.31886521,0.042377513,3.2501791,-0.5341233,-0.20780808,0.13359149,3.5358477,12.528757,23.921553,18.940496,6.3263102,6.3263102,-8.3152161,9.3325748,20.812647,0,14,1,0,47.375866,24.0448,15.359168,40.708298,20.598225,13.12956,15.821107,13,2,4.7379999,-8.15695,20.67433,28,2,24,3,3.6417308,-3.6417308,0.07541848,0.090155378,402.18671,8.458519,94.797981,89.455688,0,0,0,81.401527,0.7747426,0.12407161,0.12407161,0.22525741,0.8759284,0.1011858,594.89886,95.270432,95.270432,172.96762,672.59607,77.697189,0.44444445,0.80000001,767.86652,767.86652,10,3,0.28301886,3.4621999,47.021389,44.049957,159.10117,113.12415,13.232388,32.897186,88.215919,132.07884,238.52553,20.35244,143.17329,23.497143,49.253891,21.171303,0,220.29475,144.67685,266.17929,148.67,0.23842676,6.7813597,3.8538115,11.245609,767.86652,862.86841,83.905281,594.89886,77.697189,95.270432,740.987,10431,84,260,-5.89
126.26034,3,5,7,5,119,9,53,33,175.91284,1.4782592,39,66,8,6,2.0380638,-2.7130158,-0.43350908,0.3937687,2.7530529,-2.8526416,-0.41869253,0.35706034,2.7206619,-2.4552526,-0.2616407,0.51390624,3.0075719,89.119659,13,0.23636363,5,121,6,55,4,13,0.23636363,110,39.404682,33.72842,27.595648,28.396612,25.013054,19.726542,12.821657,13.403522,0.7864002,18,-0.85429996,-0.35470277,-0.003966918,3.3255026,-1.1649666,-0.30775574,-0.007747128,3.2716305,-0.53415066,-0.19528247,0.11540987,3.5535958,13.701923,24.166922,19.190601,5.7068338,5.7074046,-8.0065126,8.4801235,20.897398,0.001333026,9.8745823,1.010209,0.000795233,47.375866,23.416204,15.03064,40.831161,20.121519,12.888859,15.501604,14,2,3.4590001,-6.67342,20.654259,27,2,24,3,3.731637,-3.731637,0.073601417,0.083530836,356.96976,20.299505,115.09749,101.29668,0,0,9.4210396,81.401527,0.77963388,0.13210256,0.11992357,0.22036615,0.86789745,0.10044257,603.08447,102.18771,92.766678,170.46387,671.3606,77.697189,0.44444445,0.80000001,773.54834,773.54834,10,3,0.28301886,3.10867,36.0215,62.489536,159.10117,92.197891,16.417963,51.765594,34.428715,150.94725,266.17929,20.339741,143.17329,30.936834,49.253891,19.113449,0,204.24437,123.7506,299.07648,157.25999,0.23842676,6.7813597,3.8539171,11.245438,773.54834,860.22229,90.822563,593.66345,77.697189,102.18771,743.00696,10430,83,262,-5.3
125.33958,3,5,6,12,114,8,54,36,167.03914,1.4652556,42,60,6,6,1.7453196,-2.7047589,-0.52410096,0.57358199,2.7525616,-2.8447015,-0.46516714,0.54328179,2.7205532,-2.4495218,-0.38844064,0.70866913,3.0069609,80.580421,11,0.19298245,12,117,6,57,4,11,0.19298245,99,39.362869,32.961231,27.722885,29.639254,25.781004,19.597551,13.856279,16.065317,0.77671981,18,-0.84067792,-0.38128483,0.059367556,3.2963841,-1.1650567,-0.31142181,0.057204705,3.248806,-0.53405416,-0.21435899,0.16087684,3.5321181,11.59954,23.51786,18.510519,6.7392025,6.7392025,-9.0269651,12.210558,21.248428,0,14,1,0,46.686981,23.555555,14.359017,38.406746,19.303217,11.735639,13.729144,12,2,5.0749998,-8.3500795,21.169819,34,3,22,3,3.3455706,-3.3455706,0.082097739,0.093169987,248.51883,15.808495,94.797981,67.397217,0,160.29349,0,81.401527,0.77489978,0.33416992,0.12249986,0.22510022,0.66583008,0.10260036,586.81604,253.06017,92.766678,170.46387,504.21973,77.697189,0.44444445,0.80000001,757.27985,757.27985,10,4,0.24074075,4.04637,36.0215,44.049957,159.10117,73.758316,15.192742,51.765594,176.43184,113.21043,185.06966,20.776239,143.17329,12.497255,44.843094,22.299025,0,326.95026,105.31101,199.52727,139.44,0.23812568,6.83289,3.7764435,11.310425,757.27985,881.26758,81.401527,586.81604,77.697189,92.766678,744.97797,10604,87,270,-6.06
126.62913,2,4,7,0,120,9,53,32,176.96524,1.4747103,39,67,7,7,2.0455284,-2.7146952,-0.43187529,0.39112264,2.7531335,-2.8544178,-0.41597533,0.34901339,2.7206635,-2.4561908,-0.2755971,0.50583994,3.0077055,91.170868,13,0.23636363,0,122,7,55,4,13,0.23636363,115,39.404682,33.656075,27.562267,28.10372,25.029892,20.045767,13.244308,13.587025,0.79287297,17,-0.85751134,-0.35782278,0.043150008,3.3376911,-1.1649675,-0.31868938,0.009779847,3.2789671,-0.53413039,-0.20364064,0.11397151,3.5647209,13.628955,25.382751,20.405527,4.9944906,4.9944906,-7.5168276,7.0944676,20.729342,0,14,1,0,47.375866,23.416204,14.71254,41.474045,20.444859,12.8217,15.998697,14,2,3.1099999,-6.8131099,20.497822,27,2,24,3,3.9079924,-3.9079924,0.070280023,0.081811547,354.76123,15.808495,135.39699,67.397217,12.949531,0,0,94.968445,0.74429572,0.13803387,0.13803387,0.25570428,0.86196613,0.1176704,573.36389,106.3336,106.3336,196.98032,664.01062,90.646713,0.41176471,0.69999999,770.34424,770.34424,10,3,0.094339624,2.3957,36.0215,52.433056,182.96339,129.07704,13.232388,32.897186,0,188.68405,233.2821,20.201839,167.03551,15.62157,49.253891,15.927875,0,188.68405,165.88853,266.17929,159.75,0.23842676,6.7813597,3.8359201,11.247251,770.34424,855.7121,94.968445,573.36389,90.646713,106.3336,746.00696,10383,84,262,-6.27
129.34033,3,5,6,6,120,8,54,36,172.39998,1.4366665,42,66,6,6,1.7451291,-2.8154349,-0.5237813,0.52809483,2.7603059,-2.8573508,-0.45432523,0.48370054,2.8738599,-2.5599172,-0.36624888,0.66271555,3.016515,87.139664,11,0.19298245,6,123,6,57,4,11,0.19298245,111,39.362869,33.687363,28.449018,29.639254,25.781004,20.55806,14.816787,16.065317,0.77671981,18,-0.84071636,-0.37296531,0.057081472,3.3593922,-1.1650698,-0.31837332,0.042375673,3.3168154,-0.53418803,-0.21413864,0.16031869,3.5900233,11.608143,22.941725,17.937593,6.870718,6.870718,-8.8424358,9.14573,21.346403,0,14,1,0,46.686981,23.555555,14.359017,40.233521,20.2404,12.313404,15.080419,12,2,5.4320002,-8.7565498,21.239098,34,3,24,3,3.3444281,-3.3444281,0.082125783,0.093201809,327.56131,15.808495,94.797981,67.397217,0,81.251015,0,81.401527,0.77489978,0.2297931,0.12249986,0.22510022,0.77020693,0.10260036,586.81604,174.01768,92.766678,170.46387,583.26221,77.697189,0.44444445,0.80000001,757.27985,757.27985,10,4,0.24074075,4.1600699,36.0215,44.049957,159.10117,92.197891,16.417963,51.765594,88.215919,207.55246,166.63008,20.88534,143.17329,12.497255,49.253891,19.113449,0,314.63678,123.7506,199.52727,139.44,0.23812568,6.83289,3.7764435,11.310425,757.27985,881.26758,81.401527,586.81604,77.697189,92.766678,751.026,10604,87,270,-6.82
