logP(o/w),logS,SlogP,GCUT_PEOE_1,h_logD,h_logP,GCUT_PEOE_0,PEOE_VSA+1,PEOE_RPC-,GCUT_SMR_1,PEOE_VSA+0,density,GCUT_SMR_0,GCUT_SLOGP_1,rsynth,a_ICM,BCUT_SLOGP_3,BCUT_SLOGP_1,BCUT_SMR_2,h_logS,h_log_pbo,SMR_VSA3,BCUT_PEOE_1,h_ema,PEOE_VSA_FPNEG,BCUT_SLOGP_0,BCUT_SMR_3,GCUT_SMR_2,SMR_VSA5,GCUT_PEOE_2,balabanJ,PEOE_VSA_POS,BCUT_PEOE_2,GCUT_SLOGP_0,chi1v_C,KierFlex,chi1_C,BCUT_SLOGP_2,KierA2,chi1v,VDistEq,GCUT_SMR_3,PEOE_VSA+3,BCUT_SMR_1,SlogP_VSA5,h_emd,a_IC,PEOE_VSA_NEG,GCUT_SLOGP_3,BCUT_PEOE_0,GCUT_SLOGP_2,h_emd_C,KierA3,PEOE_VSA_FPPOS,PEOE_VSA+2,BCUT_PEOE_3,BCUT_SMR_0,KierA1,PEOE_RPC+,opr_nrot,SMR_VSA1,PEOE_VSA-0,PEOE_VSA_FNEG,PEOE_VSA_FPOS,b_rotR,SlogP_VSA4,PEOE_PC-,chi0v,SlogP_VSA8,GCUT_PEOE_3,b_1rotR,opr_violation,vsa_acc,bpol,PEOE_VSA_FHYD,PEOE_VSA_FPOL,vsa_pol,Kier2,Kier3,SMR_VSA0,PEOE_VSA_PNEG,SMR,SlogP_VSA9,PEOE_PC+,Weight,petitjean,b_single,petitjeanSC,SMR_VSA7,weinerPath,SlogP_VSA0,h_mr,SlogP_VSA2,apol,vsa_hyd,chi0v_C,TPSA,vsa_other,SMR_VSA6,a_count,VAdjEq,weinerPol,zagreb,VDistMa,chi0_C,PEOE_VSA_HYD,PEOE_VSA_POL,PEOE_VSA-5,b_count,opr_brigid,a_nH,a_hyd,diameter,Q_VSA_POS,Q_VSA_HYD,chi1,b_rotN,SlogP_VSA3,mr,b_1rotN,chi0,a_nO,SlogP_VSA7,vdw_vol,vdw_area,Kier1,h_pKb,h_pavgQ,h_pstates,h_pstrain,VAdjMa,b_max1len,a_nC,b_double,SlogP_VSA1,lip_violation,PEOE_VSA+4,SMR_VSA2,PEOE_VSA_PPOS,b_ar,b_heavy,a_nN,a_aro,a_heavy,opr_nring,a_donacc,rings,lip_acc,a_acc,PEOE_VSA-3,radius,SMR_VSA4,ast_violation_ext,ast_violation,logPapp
5.053,-9.4422903,3.3264101,-0.38207537,5.7168927,5.7168927,-0.86051446,60.824585,0.092404567,-0.21605732,250.72737,0.79356652,-0.53453904,-0.37560141,0.13793103,1.5080601,2.7123687,-0.51717448,0.72058225,-9.3017673,16.828035,33.019711,-0.5347532,11.545495,0.15870529,-2.8847818,3.0029812,0.16880937,377.85818,0.061183397,1.3256936,449.74597,0.58835423,-1.1671613,15.111003,10.151166,18.416288,0.67152441,16.870022,20.327156,3.868335,3.5079336,40.197308,-0.39743021,56.605217,29.949347,170.4108,277.99899,3.2030313,-2.6923032,0.1383221,14.921803,9.8331203,0.10676431,20.299505,2.7498386,-2.4404593,34.900227,0.081421822,20,3.1243138,162.50203,0.3820006,0.61799943,0.14285715,17.94949,-3.3727686,33.625507,56.605217,3.2653215,0.14285715,5,81.401527,71.814384,0.73453039,0.26546961,115.49698,23.082645,13.507714,143.17329,115.49698,22.09762,133.30406,3.3727686,789.97797,0.41176471,90,0.69999999,133.30406,13011,90.053757,22.544523,183.85065,128.38562,534.55078,27.728804,181.60001,77.697189,49.992279,113,0.23050116,94,302,11.513602,30.526005,534.55078,193.19417,81.401527,118,44,55,39,17,727.745,727.745,27.854284,9,18.439579,22.386562,9,41.345997,6,269.36487,925.61615,727.745,47.478458,14,0,1,0,6.9772801,3,45,6,34.677017,3,0,115.66087,77.697189,22,63,7,21,58,5,12,6,13,6,0,10,4.7171016,6,4,-6.43
1.962,-6.5237899,0.78964001,-0.41803882,3.0080507,3.0077102,-0.83913893,31.616989,0.091910779,-0.22847043,171.68491,0.82245642,-0.53343505,-0.39830515,0.020408163,1.5660408,2.7117097,-0.53807992,0.72267193,-6.5759444,12.39738,31.524422,-0.5791406,12.428604,0.1688727,-2.8533218,3.0046024,0.18167551,290.86749,0.072320372,1.4342732,383.85388,0.57928383,-1.1669594,11.840277,8.9248762,13.945091,0.62258309,14.469353,17.104275,3.7728734,3.4166691,33.497757,-0.40546933,37.736813,27.429697,148.77388,232.7753,3.1073134,-2.6775165,0.10956182,15.533509,8.3722582,0.15892322,49.057533,2.7507303,-2.4278061,30.223806,0.081611291,16,31.633854,115.07654,0.37749639,0.62250358,0.11320755,10.781946,-3.3908887,28.022453,94.342026,3.1774304,0.11320755,3,81.401527,62.635521,0.67220408,0.32779592,117.69875,19.363039,11.254072,143.17329,104.13183,17.968361,71.895454,3.3908887,674.79901,0.5,81,1,66.652031,8418,97.42823,18.557465,163.08315,106.24648,421.23322,22.231321,177.25,77.697189,86.871437,95,0.26099879,79,254,11.01543,24.095284,414.50064,202.12852,81.401527,99,38,46,30,18,616.62915,616.62915,23.494112,6,55.318733,18.338238,6,35.078411,7,158.78867,764.09033,616.62915,40.190815,14,-0.003005979,1.0206683,0.001794758,6.7279205,3,36,6,37.801331,2,20.299505,76.453796,97.996689,12,53,6,12,49,4,12,5,13,7,13.566921,9,0,5,3,-7.89
2.425,-6.22475,0.74286997,-0.39859664,2.6633782,2.6630378,-0.83884484,15.808495,0.09509065,-0.22376485,277.92728,0.82055563,-0.53465813,-0.37630194,0.021739131,1.5451804,2.6942689,-0.51053888,0.60635304,-5.7078671,9.3322697,28.338846,-0.51618874,12.419037,0.1796716,-2.886791,2.9938297,0.15590008,164.91476,0.069058873,1.9585382,453.98825,0.46974793,-1.1669871,11.273616,10.321425,12.417923,0.41548741,15.052668,16.278255,3.7355042,3.4156601,33.497757,-0.33835414,18.868406,27.682663,148.33733,157.20685,3.112643,-2.7038627,0.028194824,13.327376,9.3347521,0.16033618,28.758026,2.7405477,-2.4521418,31.541624,0.084437564,18,28.509541,33.825527,0.25721222,0.74278778,0.14583333,16.417963,-3.2773983,27.721869,75.473625,3.1833451,0.14583333,4,81.401527,65.688347,0.65999222,0.34000778,123.38132,19.40744,12.084192,143.17329,109.81441,17.102631,205.19952,3.2773983,642.79797,0.5,86,1,199.95609,7151,115.43898,17.631907,163.08315,103.63365,410.11661,21.877951,186.03999,77.697189,68.431854,96,0.26638746,75,230,10.829488,23.015779,403.384,207.8111,81.401527,98,28,50,27,18,611.19513,611.19513,21.708525,7,36.879158,17.377476,7,34.128662,7,70.572739,721.94739,611.19513,40.429688,14,-0.003005473,1.0206653,0.001794455,6.5849624,3,33,6,34.677017,3,20.299505,103.28614,97.996689,6,48,6,6,46,2,13,3,13,7,13.566921,9,0,5,3,-8.52
1.585,-6.4864302,-0.18595999,-0.39000916,2.5917335,2.5913873,-0.81959885,31.616989,0.078074716,-0.22469662,198.88481,0.8282792,-0.53292602,-0.39996728,0.10204082,1.5781306,2.6911931,-0.53807992,0.71273488,-5.8993769,12.39691,37.993073,-0.56543112,13.612382,0.20273283,-2.8939016,2.9328907,0.18679208,215.39388,0.076145865,1.955323,378.9133,0.60029596,-1.1672801,11.422498,10.771618,13.527312,0.62281024,16.17024,16.425978,3.8004601,3.3591995,35.256725,-0.40080184,37.736813,31.561914,153.07866,257.70737,3.0400004,-2.6828885,0.13795526,13.19766,10.968156,0.16445625,8.458519,2.6823497,-2.431792,32.640781,0.080511905,20,50.770454,115.07654,0.40480521,0.59519476,0.15686275,15.192742,-3.4383497,28.487299,18.868406,3.1220689,0.15686275,4,81.401527,62.181934,0.63281095,0.36718908,142.63083,21.639183,14.743505,143.17329,129.0639,18.05938,171.8735,3.4383497,680.80298,0.47058824,81,0.8888889,166.63008,8596,158.83496,18.622774,169.55179,106.62206,416.29263,22.143381,215.06,77.697189,49.992279,97,0.25355992,77,242,11.016082,24.007343,402.8605,233.76015,81.401527,99,30,48,29,17,636.62067,636.62067,23.136847,8,18.439579,18.381586,8,36.249985,8,158.78867,763.53357,636.62067,43.404846,14,-0.003007656,1.0206783,0.001795761,6.6724253,3,35,6,31.552702,3,26.999058,116.88609,104.69624,12,51,6,12,49,2,16,3,14,8,13.566921,9,0,5,3,-7.43
1.696,-6.0483098,0.06464,-0.40608495,2.4019058,2.4015594,-0.8198384,31.616989,0.083422288,-0.2270685,169.47636,0.82346338,-0.531789,-0.40583938,0.043478262,1.5825058,2.6853828,-0.53807992,0.71157181,-5.7160411,12.39698,27.542452,-0.56022507,12.378518,0.19288501,-2.8812034,2.9306624,0.18120155,215.39388,0.074774936,1.8939289,354.64627,0.58965826,-1.1670846,10.631534,9.778759,12.746386,0.63221025,15.091839,15.441693,3.7494555,3.2946153,26.798204,-0.40441683,37.736813,29.713451,142.42552,244.14044,2.9762814,-2.6836598,0.13581116,12.742807,9.9644194,0.19755982,8.458519,2.6816609,-2.4348552,29.805708,0.086001031,19,25.385227,115.07654,0.40772521,0.59227479,0.14583333,15.192742,-3.2179329,26.592491,18.868406,3.0541182,0.14583333,4,81.401527,57.809109,0.60955518,0.39044484,129.0639,20.620119,13.683104,143.17329,115.49698,16.999201,138.54749,3.2179329,636.75,0.47058824,74,0.8888889,133.30406,7379,133.44974,17.533915,159.10117,99.632889,392.02563,20.695787,194.83,77.697189,68.431854,90,0.26638746,72,226,10.832287,22.55975,364.99353,233.79318,81.401527,92,30,44,27,17,598.78674,598.78674,21.870319,7,36.879158,17.340509,7,33.802391,7,158.78867,719.39813,598.78674,40.429688,14,-0.003008189,1.0206814,0.001796079,6.5849624,3,33,6,31.552702,3,40.59901,116.88609,118.2962,12,48,6,12,46,2,14,3,13,7,13.566921,9,0,5,3,-8.05
0.61299998,-6.08289,-0.82205999,-0.39000916,2.043817,2.0434704,-0.81983507,31.616989,0.078074761,-0.22544535,167.26782,0.83746028,-0.53292644,-0.40025687,0.10638298,1.6046103,2.6911736,-0.53807992,0.7127676,-5.4078465,12.396913,37.993073,-0.56578875,13.613392,0.21332747,-2.8891053,2.9264202,0.18680871,215.39388,0.076151974,1.9082209,347.2963,0.60328478,-1.1672153,10.511814,10.00829,12.616629,0.63603073,15.297917,15.515294,3.7929447,3.3071845,35.256725,-0.40189469,37.736813,31.553617,146.01955,257.70737,2.9834065,-2.6801164,0.13820785,13.194234,10.468316,0.1730506,8.458519,2.6764362,-2.4300008,30.748606,0.080511957,19,50.770454,115.07654,0.42596,0.57404,0.14285715,10.781946,-3.4383476,26.909948,18.868406,3.0684197,0.14285715,4,81.401527,57.809109,0.61362195,0.38637808,142.63083,20.750725,14.269508,143.17329,129.0639,17.142981,138.54749,3.4383476,652.74896,0.47058824,75,0.8888889,133.30406,7794,158.83496,17.714003,169.55179,100.43489,384.67566,20.566031,215.06,77.697189,49.992279,91,0.2619549,73,232,10.891458,22.429993,371.24353,233.76015,81.401527,93,30,44,27,17,605.00366,605.00366,22.226162,7,18.439579,17.462702,7,34.672634,8,158.78867,726.47864,605.00366,41.421074,14,-0.003007599,1.0206779,0.001795726,6.6147099,3,33,6,31.552702,3,26.999058,112.4753,104.69624,12,49,6,12,47,2,16,3,14,8,13.566921,9,0,5,3,-7.64
-0.296,-6.1187,-1.3274601,-0.39000916,1.3300828,1.3297356,-0.82433629,31.616989,0.074679933,-0.22815943,137.85938,0.84527618,-0.53286833,-0.40189835,0.0625,1.634763,2.6908946,-0.53807992,0.71176893,-5.2363515,13.41045,31.524422,-0.57261419,14.311496,0.21032608,-2.879143,2.9161479,0.18967351,234.26228,0.077351317,1.9065448,338.18735,0.58002335,-1.3705726,10.362932,9.8608456,12.522442,0.63730466,15.435455,15.601012,3.8006821,3.2815614,33.497757,-0.38988602,37.736813,35.112667,148.76344,275.44986,2.9470453,-2.6754508,0.13821095,13.368349,10.893591,0.180801,24.267014,2.6658676,-2.4264972,30.664505,0.076962627,20,25.385227,115.07654,0.44888061,0.55111939,0.16,10.781946,-3.5957134,27.078091,37.736813,3.0412157,0.16,4,94.968445,57.013901,0.60887295,0.39112708,160.37331,21.507786,15.257171,167.03551,129.0639,17.356039,105.22147,3.5957134,665.74799,0.41176471,74,0.69999999,99.978043,8296,166.34692,18.012192,186.94536,100.8681,362.61719,20.195787,237.92,90.646713,55.251064,91,0.25768197,73,236,10.954798,22.137098,373.62708,240.01013,94.968445,93,30,43,26,17,613.63721,613.63721,22.709326,8,18.439579,17.698866,8,35.379742,8,158.78867,736.33209,613.63721,42.4128,14,-0.003009346,1.0206883,0.001796771,6.643856,3,33,7,36.811485,3,20.299505,112.4753,110.94622,12,50,7,12,48,2,16,3,15,8,13.566921,10,32.897186,5,3,-8.17
0.039999999,-5.8803501,-1.4611599,-0.41803211,1.7383902,1.7380432,-0.81905723,31.616989,0.073426463,-0.23155928,167.26782,0.84618843,-0.53292596,-0.40961081,0.18367347,1.6109431,2.6911733,-0.53807992,0.70684385,-5.2491837,12.396808,44.46172,-0.56230438,14.831452,0.22747082,-2.8976953,2.9287632,0.18684888,215.39388,0.07823658,1.955323,355.75482,0.60814142,-1.167376,10.845147,10.771618,12.949963,0.58592379,16.17024,16.106827,3.8004601,3.3383811,37.015694,-0.40567726,37.736813,33.303097,153.0396,271.27429,3.0092876,-2.6805763,0.09781716,13.475921,10.968156,0.1776565,8.458519,2.6797256,-2.430424,32.640781,0.075735658,20,76.155678,115.07654,0.43263429,0.56736571,0.15686275,10.781946,-3.656014,27.934513,18.868406,3.1017046,0.15686275,4,81.401527,59.995522,0.59487271,0.40512732,156.19774,21.639183,14.743505,143.17329,142.63083,17.74366,138.54749,3.656014,682.77496,0.47058824,79,0.8888889,133.30406,8596,184.22018,18.348471,176.02045,104.33047,393.13419,21.143381,235.28999,77.697189,49.992279,95,0.25355992,77,242,11.016082,23.007343,373.00247,254.02661,81.401527,97,30,46,28,17,627.02911,627.02911,23.136847,8,18.439579,18.066841,8,36.249985,9,158.78867,752.08661,627.02911,43.404846,14,-0.003009554,1.0206895,0.001796895,6.6724253,3,34,6,31.552702,3,33.698608,112.4753,111.3958,12,51,6,12,49,2,18,3,15,9,13.566921,9,0,5,3,-7.8
0.237,-5.7743602,-1.11896,-0.38729054,2.303247,2.3029001,-0.83745319,31.616989,0.082276978,-0.22169784,167.26782,0.83865583,-0.5329268,-0.394678,0.2,1.5979526,2.691174,-0.53807992,0.70392781,-5.658638,12.397036,44.46172,-0.55363441,14.855969,0.20900281,-2.8941467,2.9305789,0.18463781,215.39388,0.076782413,1.9885991,389.65427,0.59788126,-1.167367,10.845147,11.00205,12.949963,0.54057634,16.377058,16.49032,3.7966616,3.3686574,57.315197,-0.39982051,70.633995,32.201374,156.59937,265.59171,3.0399439,-2.6810772,0.041607603,14.976532,10.964476,0.13902609,42.357979,2.6815395,-2.43067,33.589825,0.074021541,20,79.279991,115.07654,0.40533131,0.59466869,0.15384616,10.781946,-3.7398314,28.881725,18.868406,3.1325598,0.15384616,4,81.401527,63.501938,0.6519711,0.3480289,150.51517,21.777779,14.641428,143.17329,136.94824,18.20639,138.54749,3.7398314,696.802,0.47058824,82,0.8888889,166.20125,8967,166.20943,18.802887,176.02045,107.42406,427.03363,22.143381,226.5,77.697189,49.992279,98,0.24958064,80,248,11.076845,24.007343,427.20145,228.04454,81.401527,100,30,48,29,17,655.24597,655.24597,23.547529,8,18.439579,18.522192,8,37.120228,9,158.78867,773.16339,655.24597,44.39719,14,-0.003009456,1.0206889,0.001796836,6.7004399,3,35,6,34.677017,3,13.399102,94.464546,91.096291,12,52,6,12,50,2,17,3,15,9,13.566921,9,0,5,3,-7.68
0.43399999,-5.6683698,-0.77675998,-0.38729054,2.8603888,2.8600421,-0.83864945,31.616989,0.080485657,-0.2189756,167.26782,0.83152306,-0.53292698,-0.39365864,0.21568628,1.5854471,2.6911774,-0.52423638,0.70341367,-6.0646181,12.397267,44.46172,-0.54644907,14.882016,0.1920597,-2.8897073,2.9343066,0.17716606,215.39388,0.070391715,2.0230119,423.55374,0.59788096,-1.1667778,10.845147,11.233418,12.949963,0.53185147,16.586355,16.880665,3.7947075,3.4036314,64.014748,-0.3997196,103.53119,31.126049,160.13016,259.90912,3.0763896,-2.6825063,0.037871473,16.517414,10.716219,0.12348401,76.257439,2.6855333,-2.4314222,34.540695,0.071873926,20,82.404305,115.07654,0.38028273,0.61971724,0.1509434,10.781946,-3.8236713,29.828939,18.868406,3.1681774,0.1509434,4,81.401527,67.008347,0.68445629,0.31554371,144.8326,21.922937,14.222222,143.17329,131.26567,18.669121,138.54749,3.8236713,710.82898,0.47058824,85,0.8888889,199.09843,9342,148.19868,19.257305,176.02045,110.51765,460.93311,23.143381,217.71001,77.697189,49.992279,101,0.24573661,84,254,11.135668,25.007343,467.80048,215.66241,81.401527,103,30,50,30,17,683.46289,683.46289,23.97505,8,18.439579,18.980776,8,37.990471,9,158.78867,794.24017,683.46289,45.38982,14,-0.003009454,1.0206889,0.001796835,6.7279205,3,36,6,37.801331,3,6.6995511,76.453796,84.396736,12,53,6,12,51,2,16,3,15,9,13.566921,9,0,5,3,-8.15
