logP(o/w),logS,SlogP,GCUT_PEOE_1,h_logD,h_logP,GCUT_PEOE_0,PEOE_VSA+1,PEOE_RPC-,GCUT_SMR_1,PEOE_VSA+0,density,GCUT_SMR_0,GCUT_SLOGP_1,rsynth,a_ICM,BCUT_SLOGP_3,BCUT_SLOGP_1,BCUT_SMR_2,h_logS,h_log_pbo,SMR_VSA3,BCUT_PEOE_1,h_ema,PEOE_VSA_FPNEG,BCUT_SLOGP_0,BCUT_SMR_3,GCUT_SMR_2,SMR_VSA5,GCUT_PEOE_2,balabanJ,PEOE_VSA_POS,BCUT_PEOE_2,GCUT_SLOGP_0,chi1v_C,KierFlex,chi1_C,BCUT_SLOGP_2,KierA2,chi1v,VDistEq,GCUT_SMR_3,PEOE_VSA+3,BCUT_SMR_1,SlogP_VSA5,h_emd,a_IC,PEOE_VSA_NEG,GCUT_SLOGP_3,BCUT_PEOE_0,GCUT_SLOGP_2,h_emd_C,KierA3,PEOE_VSA_FPPOS,PEOE_VSA+2,BCUT_PEOE_3,BCUT_SMR_0,KierA1,PEOE_RPC+,opr_nrot,SMR_VSA1,PEOE_VSA-0,PEOE_VSA_FNEG,PEOE_VSA_FPOS,b_rotR,SlogP_VSA4,PEOE_PC-,chi0v,SlogP_VSA8,GCUT_PEOE_3,b_1rotR,opr_violation,vsa_acc,bpol,PEOE_VSA_FHYD,PEOE_VSA_FPOL,vsa_pol,Kier2,Kier3,SMR_VSA0,PEOE_VSA_PNEG,SMR,SlogP_VSA9,PEOE_PC+,Weight,petitjean,b_single,petitjeanSC,SMR_VSA7,weinerPath,SlogP_VSA0,h_mr,SlogP_VSA2,apol,vsa_hyd,chi0v_C,TPSA,vsa_other,SMR_VSA6,a_count,VAdjEq,weinerPol,zagreb,VDistMa,chi0_C,PEOE_VSA_HYD,PEOE_VSA_POL,PEOE_VSA-5,b_count,opr_brigid,a_nH,a_hyd,diameter,Q_VSA_POS,Q_VSA_HYD,chi1,b_rotN,SlogP_VSA3,mr,b_1rotN,chi0,a_nO,SlogP_VSA7,vdw_vol,vdw_area,Kier1,h_pKb,h_pavgQ,h_pstates,h_pstrain,VAdjMa,b_max1len,a_nC,b_double,SlogP_VSA1,lip_violation,PEOE_VSA+4,SMR_VSA2,PEOE_VSA_PPOS,b_ar,b_heavy,a_nN,a_aro,a_heavy,opr_nring,a_donacc,rings,lip_acc,a_acc,PEOE_VSA-3,radius,SMR_VSA4,ast_violation_ext,ast_violation,logPapp
4.1110001,-7.6012802,2.6921699,-0.38185328,5.3323307,5.3319907,-0.84206313,15.808495,0.088269666,-0.21605732,325.35275,0.79790026,-0.53565121,-0.34232894,0,1.4885569,2.7280087,-0.48645151,0.61580157,-7.7814198,9.3329163,32.320816,-0.51536518,12.496084,0.12954949,-2.8587956,3.0343101,0.15851116,221.51997,0.050025791,1.7685483,575.91223,0.49301279,-1.1651111,13.045307,11.304033,14.179578,0.45924678,16.351595,19.025116,3.7401924,3.5963774,40.197308,-0.33788794,84.662781,24.641073,166.71837,140.15913,3.3123169,-2.7269962,0.038064327,17.840263,9.3948851,0.10850481,116.85645,2.779654,-2.4710639,35.948158,0.07708399,18,37.882481,33.825527,0.19573347,0.80426651,0.14545454,16.417963,-3.5314114,32.26218,132.07884,3.3658078,0.14545454,3,81.401527,80.580421,0.76194572,0.23805431,106.3336,20.429419,11.774318,143.17329,92.766678,19.662319,205.19952,3.5314114,724.94397,0.44444445,103,0.80000001,265.75046,9397,61.406727,20.188477,167.06511,120.86158,532.04053,26.576622,159.67,77.697189,68.431854,112,0.24540348,89,268,11.196194,27.714449,545.60748,170.46387,81.401527,115,32,60,33,18,716.07135,716.07135,24.491886,8,36.879158,19.928228,8,38.438065,7,70.572739,832.76569,716.07135,44.711407,14,-0.003004849,1.0206616,0.001794082,6.7813597,3,39,6,44.049957,2,0,49.253891,77.697189,6,55,6,6,52,3,10,4,13,7,13.566921,10,0,4,2,-5.95
5.3340001,-8.6083202,3.57427,-0.36698803,6.8576026,6.8572626,-0.84130359,15.808495,0.088319816,-0.21319209,370.5697,0.78431785,-0.53590083,-0.31025335,0,1.4589664,2.7221699,-0.44446942,0.5404101,-8.5978794,9.3329468,32.320816,-0.4615207,12.500566,0.1197162,-2.8655388,3.010644,0.12841988,202.65158,0.040837944,2.1648073,634.72913,0.41856411,-1.1651068,13.608256,13.132648,14.742526,0.38037053,18.081635,19.719049,3.7641683,3.6287801,40.197308,-0.29537719,117.55997,24.881483,175.07597,140.15913,3.3504505,-2.7322106,0.018405816,18.081726,11.103734,0.10026889,130.45641,2.7566624,-2.475605,39.22007,0.077127792,21,37.882481,33.825527,0.18087657,0.81912345,0.17857143,20.82876,-3.5294061,34.425316,113.21043,3.3993995,0.17857143,3,81.401527,87.139664,0.78001493,0.2199851,106.3336,22.3925,13.7904,143.17329,92.766678,20.790119,271.85153,3.5294061,755.01398,0.3888889,110,0.63636363,365.29968,10372,61.406727,21.267082,167.06511,128.38234,590.85742,28.739758,159.67,77.697189,49.992279,120,0.23494832,92,272,11.308724,29.877586,604.42438,170.46387,81.401527,122,28,66,35,18,774.88824,774.88824,25.223938,10,18.439579,21.020418,10,40.6012,7,70.572739,877.815,774.88824,48.369259,14,-0.003004842,1.0206616,0.001794078,6.8073549,3,41,6,44.049957,2,0,53.664684,77.697189,6,56,6,6,54,2,10,3,13,7,13.566921,11,0,5,3,-5.83
5.5310001,-8.5023298,3.9164701,-0.35661671,7.3995724,7.3992486,-0.8406294,15.808495,0.086282447,-0.20625593,370.5697,0.77928954,-0.53598756,-0.30236042,0,1.4499449,2.720896,-0.43233445,0.53471178,-8.9969559,9.3331633,32.320816,-0.4562887,12.523401,0.10843425,-2.8609266,3.0120571,0.12701815,202.65158,0.039097201,2.2089617,668.62854,0.41321313,-1.1639822,13.608256,13.364986,14.742526,0.37385523,18.291813,20.109394,3.756861,3.666609,40.197308,-0.29110774,150.45715,23.866331,178.34322,134.47655,3.3908002,-2.7374866,0.015203857,19.580135,10.915775,0.096745975,164.35587,2.7577875,-2.4800308,40.185974,0.075348169,21,41.006798,33.825527,0.16744576,0.83255422,0.1754386,20.82876,-3.6126323,35.372528,113.21043,3.4370589,0.1754386,3,81.401527,90.646072,0.79481977,0.20518023,100.65102,22.558893,13.5,143.17329,87.084099,21.25285,271.85153,3.6126323,769.04095,0.3888889,113,0.63636363,398.19687,10735,43.395977,21.721497,167.06511,131.47592,624.7569,29.739758,150.88,77.697189,49.992279,123,0.23157986,96,278,11.36366,30.877586,638.32385,164.78128,81.401527,125,28,68,36,18,803.1051,803.1051,25.651457,10,18.439579,21.474892,10,41.471443,7,70.572739,898.89178,803.1051,49.362881,14,-0.002997434,1.0206177,0.001789648,6.83289,3,42,6,47.174271,2,0,35.653934,77.697189,6,57,6,6,55,2,9,3,13,7,13.566921,11,0,5,3,-5.82
5.3340001,-8.6083202,3.57427,-0.36698803,6.8576026,6.8572626,-0.84130359,15.808495,0.088319816,-0.21319209,370.5697,0.78431785,-0.53590083,-0.31025335,0,1.4589664,2.7221699,-0.44446942,0.5404101,-8.5978794,9.3329468,32.320816,-0.4615207,12.500566,0.1197162,-2.8655388,3.010644,0.12841988,202.65158,0.040837944,2.1648073,634.72913,0.41856411,-1.1651068,13.608256,13.132648,14.742526,0.38037053,18.081635,19.719049,3.7641683,3.6287801,40.197308,-0.29537719,117.55997,24.881483,175.07597,140.15913,3.3504505,-2.7322106,0.018405816,18.081726,11.103734,0.10026889,130.45641,2.7566624,-2.475605,39.22007,0.077127792,21,37.882481,33.825527,0.18087657,0.81912345,0.17857143,20.82876,-3.5294061,34.425316,113.21043,3.3993995,0.17857143,3,81.401527,87.139664,0.78001493,0.2199851,106.3336,22.3925,13.7904,143.17329,92.766678,20.790119,271.85153,3.5294061,755.01398,0.3888889,110,0.63636363,365.29968,10372,61.406727,21.267082,167.06511,128.38234,590.85742,28.739758,159.67,77.697189,49.992279,120,0.23494832,92,272,11.308724,29.877586,604.42438,170.46387,81.401527,122,28,66,35,18,774.88824,774.88824,25.223938,10,18.439579,21.020418,10,40.6012,7,70.572739,877.815,774.88824,48.369259,14,-0.003004842,1.0206616,0.001794078,6.8073549,3,41,6,44.049957,2,0,53.664684,77.697189,6,56,6,6,54,2,10,3,13,7,13.566921,11,0,5,3,-6.54
5.2529998,-9.73106,3.32337,-0.35240901,5.8568664,5.8568664,-0.86051941,29.207598,0.093986869,-0.21900006,420.20374,0.79447436,-0.53557438,-0.31308156,0.1509434,1.48365,2.7145095,-0.44016227,0.62448668,-8.2117949,10.69818,26.64856,-0.49718869,11.561097,0.16426767,-2.8823566,3.0038457,0.14818507,220.29475,0.046548493,1.6986922,587.60535,0.45510095,-1.1670736,14.191589,11.496729,15.57586,0.52115297,16.957298,19.407743,3.8380089,3.5277798,40.197308,-0.33118856,18.868406,28.140064,169.13611,115.49698,3.2396173,-2.7114723,0.062754408,13.18865,10.773957,0.11050623,20.299505,2.7507191,-2.4586308,35.933002,0.082816057,21,3.1243138,0,0.16426767,0.83573234,0.17857143,20.399931,-3.3159871,32.71381,113.21043,3.295233,0.17857143,4,81.401527,78.373627,0.7252261,0.2747739,115.49698,21.671528,13.816559,143.17329,115.49698,20.42112,266.60812,3.3159871,735.97101,0.3888889,101,0.63636363,266.60812,10325,90.053757,20.80818,183.85065,123.58637,509.90814,26.817108,181.60001,77.697189,49.992279,114,0.24170427,84,270,11.245952,28.162043,509.90814,193.19417,81.401527,117,32,61,34,18,703.10229,703.10229,25.013855,10,18.439579,20.561451,10,38.982033,6,92.933022,848.96753,703.10229,45.698978,14,0,1,0,6.8073549,3,40,6,34.677017,3,0,124.48247,77.697189,10,56,7,9,53,3,12,4,13,6,0,11,4.7171016,6,4,-5.48
4.2270002,-8.6180296,2.7834699,-0.36252132,4.8716249,4.8716249,-0.86051941,29.207598,0.091652416,-0.22233817,374.98679,0.80300122,-0.5354082,-0.34620064,0.15384616,1.5042698,2.7272365,-0.45862833,0.62632072,-7.7937336,10.698365,26.64856,-0.52458686,11.57921,0.16329224,-2.8739672,3.0334883,0.1604728,239.16316,0.052769635,1.4688106,562.68787,0.50615609,-1.1665715,13.628641,10.065168,15.012911,0.55117834,15.509207,19.104153,3.8186152,3.5333099,40.197308,-0.34646839,18.868406,26.89204,163.96541,109.81441,3.2418535,-2.7066576,0.068313897,14.433986,8.9577188,0.11553445,40.59901,2.7790322,-2.4543281,33.746971,0.080744229,18,6.2486277,0,0.16329224,0.83670777,0.14285715,15.989136,-3.4010725,31.497889,132.07884,3.2998104,0.14285715,3,81.401527,75.320801,0.72117329,0.27882668,109.81441,19.921875,11.5468,143.17329,109.81441,19.75605,199.95609,3.4010725,719.92798,0.44444445,97,0.80000001,199.95609,9729,72.042999,20.18399,183.85065,119.1592,484.99072,25.653971,172.81,77.697189,68.431854,109,0.24876592,85,272,11.187761,26.998907,484.99072,187.5116,81.401527,113,36,57,33,18,672.50232,672.50232,24.709326,8,36.879158,19.922482,8,37.68914,6,92.933022,824.995,672.50232,43.128826,14,0,1,0,6.8073549,3,39,6,37.801331,2,0,102.06092,77.697189,10,56,7,9,52,4,11,5,13,6,0,10,4.7171016,5,3,-6.72
5.2529998,-8.7907104,3.32337,-0.350382,5.1026716,5.1026716,-0.86051792,29.207598,0.093986779,-0.21266146,420.20374,0.79447436,-0.53604937,-0.31248283,0.1509434,1.48365,2.7144163,-0.42701882,0.60425609,-7.9267116,10.69818,26.64856,-0.47580582,11.561163,0.16426767,-2.8949008,3.0095899,0.1387351,220.29475,0.040244151,1.7213608,587.60535,0.44094226,-1.1672463,14.356114,11.496729,15.740384,0.50965887,16.957298,19.572268,3.8189566,3.5562184,40.197308,-0.31839165,18.868406,28.12281,169.13611,115.49698,3.2662423,-2.7199171,0.061783534,13.171695,9.5552988,0.11050623,20.299505,2.7568562,-2.4675124,35.933002,0.082815975,21,3.1243138,0,0.16426767,0.83573234,0.17857143,20.399931,-3.3159902,32.71381,113.21043,3.3242126,0.17857143,4,81.401527,78.373627,0.7252261,0.2747739,115.49698,21.671528,12.253747,143.17329,115.49698,20.42112,266.60812,3.3159902,735.97101,0.3888889,101,0.63636363,266.60812,10181,90.053757,20.80818,183.85065,123.58637,509.90814,26.817108,181.60001,77.697189,49.992279,114,0.24170427,90,270,11.246307,28.162043,509.90814,193.19417,81.401527,117,32,61,34,18,703.10229,703.10229,25.178381,10,18.439579,20.59166,10,38.982033,6,92.933022,848.96753,703.10229,45.698978,14,0,1,0,6.8073549,3,40,6,34.677017,3,0,124.48247,77.697189,10,56,7,9,53,3,12,4,13,6,0,11,4.7171016,6,4,-6.39
2.1630001,-7.5734601,1.13411,-0.39000916,0.60344565,3.6846051,-0.86051625,60.824585,0.083735868,-0.22340214,189.70193,0.81440961,-0.5286656,-0.39372486,0.20338982,1.557963,2.6896958,-0.53807992,0.7390939,-8.0831337,16.827934,39.488358,-0.56993294,14.824323,0.17758147,-2.8902628,2.9949009,0.18626277,415.595,0.076899432,1.314695,417.47855,0.62351364,-1.3632903,14.470704,10.858829,17.77599,0.67789757,17.887268,20.353306,3.9468095,3.486372,41.956276,-0.42692316,56.605217,32.662521,176.04982,309.30841,3.1690574,-2.6708901,0.14032654,15.470663,10.247971,0.11612307,40.59901,2.7418919,-2.4186029,35.817142,0.074379534,22,28.509541,162.50203,0.42558333,0.5744167,0.171875,9.1278973,-3.7218213,33.194042,94.342026,3.2433279,0.171875,5,81.401527,70.06118,0.70629543,0.29370454,146.8064,24.333937,13.995691,143.17329,129.0639,22.12694,33.326015,3.7218213,806.96497,0.44999999,90,0.81818181,33.326015,13808,148.33617,22.602154,190.31929,127.86082,502.28339,26.272774,227.85001,77.697189,68.431854,113,0.22728641,95,304,11.557405,29.069975,513.32629,213.46063,81.401527,118,44,54,38,20,726.78699,726.78699,28.498444,11,36.879158,22.406485,11,41.889965,7,269.36487,924.02271,726.78699,48.456055,3.9151244,0.99917817,1.0066818,4.2351608,7,5,44,6,34.677017,3,6.6995511,106.83928,84.396736,22,64,8,21,59,5,16,6,15,8,0,11,37.614288,5,3,-7.1
1.574,-6.4046102,0.30333999,-0.39000916,2.6778662,2.6775203,-0.83912122,31.616989,0.094276935,-0.22078753,169.47636,0.82515371,-0.53352064,-0.39636448,0.021276595,1.5808717,2.711822,-0.53807992,0.71442968,-6.0708456,12.397199,31.524422,-0.55312836,12.411865,0.18308391,-2.8630142,3.0012429,0.18308596,253.13069,0.072236463,1.5751328,361.34583,0.58070201,-1.1670475,11.009379,9.0628223,13.114194,0.67211181,14.423934,16.014017,3.8683147,3.3532224,33.497757,-0.39121345,37.736813,28.619946,143.85933,238.45787,3.0420074,-2.6808207,0.13821536,14.220887,9.0425968,0.16338128,28.758026,2.7482057,-2.4303303,29.530962,0.083715543,17,28.509541,115.07654,0.39755985,0.60244012,0.12,10.781946,-3.3057845,26.953918,56.605217,3.1146507,0.12,4,81.401527,59.129108,0.65353483,0.3464652,123.38132,19.565218,12.32609,143.17329,109.81441,17.255329,105.22147,3.3057845,648.76099,0.5,76,1,99.978043,7863,115.43898,17.818501,163.08315,101.39289,398.72519,21.110001,186.03999,77.697189,68.431854,91,0.26595098,74,238,10.876521,22.973963,391.99258,207.8111,81.401527,94,34,44,28,20,599.80371,599.80371,22.404795,6,36.879158,17.597973,6,34.086845,7,158.78867,732.48047,599.80371,39.7808,14,-0.003007533,1.0206776,0.001795686,6.643856,3,34,6,34.677017,3,20.299505,94.464546,97.996689,12,50,6,12,47,3,13,4,13,7,13.566921,10,0,5,3,-8.3
2.5999999,-7.5176401,0.84324002,-0.38457191,3.6619732,3.6616266,-0.81988519,31.616989,0.083351374,-0.22165909,214.6933,0.81488204,-0.53473151,-0.39343876,0.020833334,1.556167,2.699101,-0.53807992,0.7146216,-6.4883714,12.397014,31.524422,-0.55938637,12.393719,0.18321113,-2.8809988,2.9405878,0.18061323,234.26228,0.073184334,1.8902178,386.26328,0.59338468,-1.1670467,11.572328,10.542195,13.677142,0.64507174,15.966134,16.317608,3.8756859,3.3429854,33.497757,-0.40820563,37.736813,29.872196,149.39203,244.14044,3.0370796,-2.6974244,0.14229633,12.972976,11.274308,0.15545069,8.458519,2.690011,-2.4461389,31.69367,0.085927613,20,25.385227,115.07654,0.38727635,0.61272365,0.16,15.192742,-3.2206821,28.169842,37.736813,3.1057951,0.16,4,81.401527,62.181934,0.66133815,0.33866182,129.0639,21.507786,15.257171,143.17329,115.49698,17.920401,171.8735,3.2206821,664.80402,0.5,80,1,166.63008,8371,133.44974,18.44269,163.08315,105.82006,423.64261,22.273138,194.83,77.697189,49.992279,96,0.25768197,73,236,10.94424,24.137098,416.91003,213.49367,81.401527,98,30,48,29,20,630.40369,630.40369,22.709326,8,18.439579,18.242588,8,35.379742,7,158.78867,756.45306,630.40369,42.4128,14,-0.003007578,1.0206778,0.001795713,6.643856,3,35,6,31.552702,3,20.299505,116.88609,97.996689,12,50,6,12,48,2,14,3,13,7,13.566921,10,0,5,3,-7.62
2.165,-6.0866399,1.32994,-0.38185328,4.3262939,4.3259649,-0.84048456,31.616989,0.087654419,-0.21605732,169.47636,0.8048678,-0.5336175,-0.35583255,0.039999999,1.5428177,2.7135241,-0.52081102,0.70891851,-7.2786169,12.397861,31.524422,-0.53585601,12.481122,0.13553376,-2.8492038,3.0067141,0.17097443,253.13069,0.058869828,1.6674221,463.04422,0.57053804,-1.1649427,11.009379,9.7604771,13.114194,0.52001458,15.093097,17.178202,3.8482141,3.4590127,53.79726,-0.39001438,136.42838,25.490599,154.28177,221.41014,3.1548312,-2.6861107,0.051517136,18.706831,8.7991819,0.11351697,130.45641,2.7530768,-2.4330845,32.33424,0.076643661,17,37.882481,115.07654,0.32348415,0.67651582,0.11320755,10.781946,-3.5560873,29.795559,56.605217,3.2210364,0.11320755,3,81.401527,69.648354,0.75094926,0.24905074,106.3336,20.0704,11.75,143.17329,92.766678,18.64352,105.22147,3.5560873,690.84198,0.5,85,1,198.6696,8891,61.406727,19.181746,163.08315,110.67365,500.42355,24.110001,159.67,77.697189,68.431854,100,0.25318992,85,256,11.063437,25.973963,513.99048,170.46387,81.401527,103,34,50,31,20,684.45435,684.45435,23.670519,6,36.879158,18.967388,6,36.697578,7,158.78867,795.71075,684.45435,42.737629,14,-0.002999959,1.0206326,0.001791158,6.7279205,3,37,6,44.049957,2,0,40.432297,77.697189,12,53,6,12,50,3,10,4,13,7,13.566921,10,0,4,2,-6.46
2.165,-6.0866399,1.32994,-0.39000914,4.3082724,4.3079429,-0.84184098,31.616989,0.087688595,-0.21605732,169.47636,0.8048678,-0.53370064,-0.34672654,0.02,1.5428177,2.7192698,-0.51071674,0.71134168,-7.2703829,12.397855,31.524422,-0.53523934,12.480455,0.13553376,-2.8469477,3.0109313,0.16588113,253.13069,0.058726236,1.6751992,463.04422,0.57824659,-1.163982,11.009379,9.7604771,13.114194,0.52816862,15.093097,17.185051,3.8515487,3.4792159,33.497757,-0.38975132,136.42838,25.557938,154.28177,221.41014,3.1798375,-2.7034693,0.049313229,18.721096,8.6186905,0.14317492,130.45641,2.7569773,-2.4478536,32.33424,0.077148043,17,37.882481,115.07654,0.32348415,0.67651582,0.11320755,10.781946,-3.5553546,29.795559,56.605217,3.2416306,0.11320755,3,81.401527,69.648354,0.7212913,0.2787087,106.3336,20.0704,11.508981,143.17329,92.766678,18.64352,105.22147,3.5553546,690.84198,0.5,85,1,198.6696,8860,61.406727,19.181746,163.08315,110.67365,500.42355,24.110001,159.67,77.697189,68.431854,100,0.25318992,86,256,11.061907,25.973963,493.69098,190.76337,81.401527,103,34,50,31,20,684.45435,684.45435,23.687357,6,36.879158,18.971075,6,36.697578,7,158.78867,795.71075,684.45435,42.737629,14,-0.003000048,1.0206332,0.001791211,6.7279205,3,37,6,44.049957,2,20.299505,40.432297,97.996689,12,53,6,12,50,3,10,4,13,7,13.566921,10,0,4,2,-6.81
2.165,-6.0866399,1.32994,-0.38185328,4.3196082,4.3192677,-0.84133404,31.616989,0.087665185,-0.21605732,169.47636,0.8048678,-0.53360593,-0.3616733,0.039999999,1.5428177,2.7177858,-0.51304233,0.70298451,-7.27597,12.397855,31.524422,-0.53386986,12.480547,0.13553376,-2.8482184,3.0065665,0.16748607,253.13069,0.058957618,1.6674532,463.04422,0.54989934,-1.165127,11.009379,9.7604771,13.114194,0.48559135,15.093097,17.178202,3.8447411,3.4603581,53.79726,-0.38755578,136.42838,25.516056,154.28177,221.41014,3.157141,-2.6996627,0.0405058,18.678467,8.7991819,0.11351697,130.45641,2.7529666,-2.4454134,32.33424,0.077244937,17,37.882481,115.07654,0.32348415,0.67651582,0.11320755,10.781946,-3.5557616,29.795559,56.605217,3.2227094,0.11320755,3,81.401527,69.648354,0.75094926,0.24905074,106.3336,20.0704,11.75,143.17329,92.766678,18.64352,105.22147,3.5557616,690.84198,0.5,85,1,198.6696,8891,61.406727,19.181746,163.08315,110.67365,500.42355,24.110001,159.67,77.697189,68.431854,100,0.25318992,85,256,11.064069,25.973963,513.99048,170.46387,81.401527,103,34,50,31,20,684.45435,684.45435,23.670519,6,36.879158,18.967388,6,36.697578,7,158.78867,795.71075,684.45435,42.737629,14,-0.003004768,1.0206611,0.001794034,6.7279205,3,37,6,44.049957,2,0,40.432297,77.697189,12,53,6,12,50,3,10,4,13,7,13.566921,10,0,4,2,-7.15
3.388,-7.0936799,2.2120399,-0.3794587,5.8453546,5.8450146,-0.84025294,31.616989,0.087150626,-0.21416666,214.6933,0.79031342,-0.53502017,-0.34432951,0.03846154,1.5094818,2.711031,-0.46031672,0.66006881,-8.0926533,12.397886,31.524422,-0.52161741,12.48506,0.12480865,-2.8615007,2.9643967,0.15986992,234.26228,0.057705436,2.0513721,521.86108,0.52187091,-1.1651586,11.572328,11.465651,13.677142,0.47287655,16.797926,17.872135,3.8400223,3.4990916,53.79726,-0.36385629,169.32556,25.754671,163.02403,221.41014,3.205241,-2.7231448,0.039804414,18.921255,10.509558,0.1045341,144.05637,2.7115452,-2.4671347,35.493301,0.077288523,20,37.882481,115.07654,0.29788604,0.70211393,0.14814815,15.192742,-3.5537565,31.958696,37.736813,3.2633328,0.14814815,3,81.401527,76.207588,0.77065724,0.22934274,106.3336,22.0741,13.863739,143.17329,92.766678,19.77132,171.8735,3.5537565,720.91199,0.5,92,1,298.21881,9775,61.406727,20.260351,163.08315,118.1944,559.24048,26.273138,159.67,77.697189,49.992279,108,0.24202083,88,260,11.186072,28.137098,572.80737,170.46387,81.401527,110,30,56,33,20,743.27124,743.27124,24.402571,8,18.439579,20.065578,8,38.860714,7,158.78867,840.76007,743.27124,46.382717,14,-0.003004556,1.0206599,0.001793907,6.7548876,3,39,6,44.049957,2,0,44.843094,77.697189,12,54,6,12,52,2,10,3,13,7,13.566921,10,0,4,2,-6.03
1.9680001,-6.1926298,0.98773998,-0.38185328,3.7784765,3.7781363,-0.84019268,31.616989,0.089746021,-0.21605732,169.47636,0.81126183,-0.53352147,-0.36546952,0.040816326,1.5549978,2.711853,-0.53807992,0.70615369,-6.8771453,12.397637,31.524422,-0.54574722,12.457888,0.15002078,-2.8553493,3.0019407,0.17828852,253.13069,0.061957203,1.6332526,429.14474,0.56032103,-1.1662509,11.009379,9.5271931,13.114194,0.51147407,14.868489,16.787857,3.8506594,3.4148536,53.79726,-0.38945487,103.53119,26.527813,150.83479,227.09271,3.1061006,-2.6817038,0.050895862,17.186184,8.9271774,0.11839797,96.556946,2.7487385,-2.430629,31.397438,0.079093173,17,34.758167,115.07654,0.34605265,0.65394735,0.11538462,10.781946,-3.4726803,28.848345,56.605217,3.176626,0.11538462,3,81.401527,66.141937,0.73158127,0.26841876,112.01617,19.897167,12,143.17329,98.449257,18.18079,105.22147,3.4726803,676.815,0.5,82,1,165.77242,8555,79.41748,18.727329,163.08315,107.58006,466.52411,23.110001,168.46001,77.697189,68.431854,97,0.25729144,81,250,11.003574,24.973963,480.09103,176.14644,81.401527,100,34,48,30,20,656.23749,656.23749,23.242998,6,36.879158,18.510111,6,35.827335,7,158.78867,774.63397,656.23749,41.75148,14,-0.003004778,1.0206612,0.00179404,6.7004399,3,36,6,40.925644,2,0,58.443047,77.697189,12,52,6,12,49,3,11,4,13,7,13.566921,10,0,5,3,-7.47
3.382,-7.42484,2.0139401,-0.38185328,5.091188,5.090848,-0.83997089,31.616989,0.089745998,-0.21605732,216.90184,0.80035031,-0.5335291,-0.36143091,0.03846154,1.5198462,2.7120428,-0.51417506,0.7008304,-7.798697,12.397633,31.524422,-0.5405674,12.456367,0.13990967,-2.8587101,3.0028267,0.16949302,271.99908,0.06051895,1.6855333,476.57022,0.55630398,-1.1662526,12.403226,10.767294,14.50804,0.51095474,16.364449,18.181704,3.8586519,3.4834006,53.79726,-0.38915694,103.53119,26.595812,161.1037,227.09271,3.1851196,-2.7016711,0.050895836,17.253929,10.076221,0.11041819,96.556946,2.7494881,-2.4469278,34.214371,0.079093158,19,34.758167,115.07654,0.32272938,0.67727059,0.14545454,15.192742,-3.472681,31.132803,75.473625,3.2470167,0.14545454,3,81.401527,72.70118,0.74967211,0.25032786,112.01617,21.504469,13.292101,143.17329,98.449257,19.558889,138.54749,3.472681,718.896,0.5,91,1,199.09843,9857,79.41748,20.090487,163.08315,116.86082,513.94958,25.394459,168.46001,77.697189,68.431854,106,0.24540348,85,264,11.184048,27.258419,527.51648,176.14644,81.401527,109,34,54,33,20,703.66296,703.66296,24.636847,8,36.879158,19.89221,8,38.11179,7,158.78867,830.21643,703.66296,44.711407,14,-0.003004888,1.0206618,0.001794105,6.7813597,3,39,6,40.925644,2,0,62.853844,77.697189,12,55,6,12,52,3,11,4,13,7,13.566921,10,0,5,3,-7
5.2579999,-8.9842596,3.4286399,-0.38185328,6.630156,6.6298161,-0.83933777,31.616989,0.089693435,-0.21605732,293.73578,0.78788817,-0.53504461,-0.34231907,0,1.4788226,2.7133369,-0.49114877,0.69823867,-8.9596786,12.397657,35.50639,-0.52219504,12.469925,0.12837352,-2.8697319,3.004209,0.1604785,290.86749,0.058827173,1.7730147,539.8042,0.55583495,-1.1662787,14.309545,12.275797,16.404322,0.51089907,18.091703,20.029993,3.8430953,3.5869923,40.197308,-0.38902336,103.53119,26.822935,174.50107,227.09271,3.2999105,-2.7234766,0.05088548,17.49169,11.067813,0.10131373,96.556946,2.750622,-2.4674942,37.997784,0.079016812,21,34.758167,115.07654,0.29611894,0.70388103,0.16949153,19.603539,-3.4747162,34.287502,94.342026,3.3529174,0.16949153,3,81.401527,81.446831,0.77031279,0.22968724,112.01617,23.280592,14.288832,143.17329,98.449257,21.39649,205.19952,3.4747162,775.00397,0.44999999,103,0.81818181,265.75046,11626,79.41748,21.908031,167.06511,129.23517,577.18359,28.54916,168.46001,77.697189,49.992279,118,0.23130681,93,284,11.409931,30.41312,590.75049,176.14644,81.401527,121,34,62,37,20,766.89691,766.89691,26.458214,10,18.439579,21.717131,10,41.266491,7,158.78867,904.32629,766.89691,48.664177,14,-0.003004872,1.0206617,0.001794096,6.8826432,3,43,6,40.925644,2,0,67.264641,77.697189,12,59,6,12,56,3,11,4,13,7,13.566921,11,0,6,4,-6.39
