logP(o/w),logS,SlogP,GCUT_PEOE_1,PEOE_VSA+1,GCUT_PEOE_0,h_logD,h_logP,GCUT_SMR_1,PEOE_RPC-,PEOE_VSA+0,density,GCUT_SLOGP_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,a_ICM,h_log_pbo,GCUT_SMR_2,h_logS,PEOE_VSA_FPNEG,h_ema,rsynth,BCUT_SMR_3,balabanJ,BCUT_SLOGP_0,BCUT_PEOE_1,SMR_VSA3,BCUT_SLOGP_3,PEOE_VSA_POS,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,GCUT_SMR_3,KierFlex,PEOE_VSA+2,a_IC,chi1v,h_emd_C,BCUT_PEOE_3,GCUT_SLOGP_2,h_emd,PEOE_RPC+,KierA2,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,KierA3,KierA1,BCUT_PEOE_0,SMR_VSA1,PEOE_VSA_FPOS,GCUT_SLOGP_3,PEOE_VSA_FPPOS,SlogP_VSA9,VDistEq,vsa_pol,SlogP_VSA5,chi0v,SlogP_VSA4,PEOE_VSA_FNEG,PEOE_VSA_FHYD,SlogP_VSA8,bpol,b_rotR,weinerPath,opr_nrot,SMR,PEOE_VSA-0,Kier3,petitjean,PEOE_PC-,petitjeanSC,SMR_VSA7,GCUT_PEOE_3,lip_violation,b_1rotR,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,b_single,weinerPol,PEOE_VSA_FPOL,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,PEOE_VSA_PNEG,vsa_hyd,PEOE_VSA_HYD,zagreb,chi0,opr_violation,SlogP_VSA2,a_nH,TPSA,chi0v_C,mr,VAdjEq,b_count,SMR_VSA6,SlogP_VSA0,vdw_vol,diameter,h_pKb,a_count,PEOE_VSA_POL,PEOE_VSA+4,vsa_other,Q_VSA_HYD,SlogP_VSA3,b_1rotN,vdw_area,Q_VSA_POS,b_rotN,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,h_pavgQ,VAdjMa,opr_brigid,h_pstates,b_heavy,PEOE_VSA_PPOS,rings,a_nN,a_heavy,SMR_VSA2,h_pstrain,lip_acc,a_donacc,a_nC,a_acc,SMR_VSA4,opr_nring,ast_violation_ext,PEOE_VSA-3,radius,ast_violation,logPapp
5.2529998,-9.73106,3.32337,-0.35240901,29.207598,-0.86051941,5.8568664,5.8568664,-0.21900006,0.093986869,420.20374,0.79447436,-0.31308156,0.45510095,-0.44016227,0.62448668,1.48365,10.69818,0.14818507,-8.2117949,0.16426767,11.561097,0.1509434,3.0038457,1.6986922,-2.8823566,-0.49718869,26.64856,2.7145095,587.60535,-0.33118856,14.191589,15.57586,0.046548493,3.5277798,11.496729,20.299505,169.13611,19.407743,13.18865,2.7507191,0.062754408,28.140064,0.082816057,16.957298,115.49698,220.29475,-2.4586308,0.52115297,40.197308,10.773957,35.933002,-2.7114723,3.1243138,0.83573234,3.2396173,0.11050623,266.60812,3.8380089,115.49698,18.868406,32.71381,20.399931,0.16426767,0.7252261,113.21043,78.373627,0.17857143,10325.0,21.0,20.42112,0.0,13.816559,0.3888889,-3.3159871,0.63636363,266.60812,3.295233,3.0,0.17857143,21.671528,81.401527,735.97101,3.3159871,25.013855,101.0,84.0,0.2747739,143.17329,123.58637,28.162043,20.80818,11.245952,115.49698,509.90814,509.90814,270.0,38.982033,4.0,183.85065,61.0,181.60001,26.817108,20.561451,0.24170427,117.0,49.992279,90.053757,848.96753,18.0,14.0,114.0,193.19417,0.0,77.697189,703.10229,18.439579,10.0,703.10229,703.10229,10.0,81.401527,45.698978,92.933022,3.0,10.0,9.0,6.0,34.0,6.0,0.0,6.8073549,32.0,1.0,56.0,77.697189,4.0,7.0,53.0,124.48247,0.0,13.0,12.0,40.0,6.0,4.7171016,3.0,6.0,0.0,11.0,4.0,-5.78
5.2529998,-8.7907104,3.32337,-0.350382,29.207598,-0.86051792,5.1026716,5.1026716,-0.21266146,0.093986779,420.20374,0.79447436,-0.31248283,0.44094226,-0.42701882,0.60425609,1.48365,10.69818,0.1387351,-7.9267116,0.16426767,11.561163,0.1509434,3.0095899,1.7213608,-2.8949008,-0.47580582,26.64856,2.7144163,587.60535,-0.31839165,14.356114,15.740384,0.040244151,3.5562184,11.496729,20.299505,169.13611,19.572268,13.171695,2.7568562,0.061783534,28.12281,0.082815975,16.957298,115.49698,220.29475,-2.4675124,0.50965887,40.197308,9.5552988,35.933002,-2.7199171,3.1243138,0.83573234,3.2662423,0.11050623,266.60812,3.8189566,115.49698,18.868406,32.71381,20.399931,0.16426767,0.7252261,113.21043,78.373627,0.17857143,10181.0,21.0,20.42112,0.0,12.253747,0.3888889,-3.3159902,0.63636363,266.60812,3.3242126,3.0,0.17857143,21.671528,81.401527,735.97101,3.3159902,25.178381,101.0,90.0,0.2747739,143.17329,123.58637,28.162043,20.80818,11.246307,115.49698,509.90814,509.90814,270.0,38.982033,4.0,183.85065,61.0,181.60001,26.817108,20.59166,0.24170427,117.0,49.992279,90.053757,848.96753,18.0,14.0,114.0,193.19417,0.0,77.697189,703.10229,18.439579,10.0,703.10229,703.10229,10.0,81.401527,45.698978,92.933022,3.0,10.0,9.0,6.0,34.0,6.0,0.0,6.8073549,32.0,1.0,56.0,77.697189,4.0,7.0,53.0,124.48247,0.0,13.0,12.0,40.0,6.0,4.7171016,3.0,6.0,0.0,11.0,4.0,-6.39
2.1630001,-7.5734601,1.13411,-0.39000916,60.824585,-0.86051625,0.60344565,3.6846051,-0.22340214,0.083735868,189.70193,0.81440961,-0.39372486,0.62351364,-0.53807992,0.7390939,1.557963,16.827934,0.18626277,-8.0831337,0.17758147,14.824323,0.20338982,2.9949009,1.314695,-2.8902628,-0.56993294,39.488358,2.6896958,417.47855,-0.42692316,14.470704,17.77599,0.076899432,3.486372,10.858829,40.59901,176.04982,20.353306,15.470663,2.7418919,0.14032654,32.662521,0.074379534,17.887268,309.30841,415.595,-2.4186029,0.67789757,41.956276,10.247971,35.817142,-2.6708901,28.509541,0.5744167,3.1690574,0.11612307,33.326015,3.9468095,146.8064,56.605217,33.194042,9.1278973,0.42558333,0.70629543,94.342026,70.06118,0.171875,13808.0,22.0,22.12694,162.50203,13.995691,0.44999999,-3.7218213,0.81818181,33.326015,3.2433279,3.0,0.171875,24.333937,81.401527,806.96497,3.7218213,28.498444,90.0,95.0,0.29370454,143.17329,127.86082,29.069975,22.602154,11.557405,129.0639,502.28339,513.32629,304.0,41.889965,5.0,190.31929,54.0,227.85001,26.272774,22.406485,0.22728641,118.0,68.431854,148.33617,924.02271,20.0,3.9151244,113.0,213.46063,6.6995511,77.697189,726.78699,36.879158,11.0,726.78699,726.78699,11.0,81.401527,48.456055,269.36487,5.0,22.0,21.0,6.0,38.0,7.0,0.99917817,7.0,44.0,1.0066818,64.0,84.396736,6.0,8.0,59.0,106.83928,4.2351608,15.0,16.0,44.0,8.0,37.614288,5.0,5.0,0.0,11.0,3.0,-7.1
2.1630001,-7.5734601,1.13411,-0.39000916,60.824585,-0.86051625,0.60344565,3.6846051,-0.22340214,0.083735868,189.70193,0.81440961,-0.39372486,0.62351364,-0.53807992,0.7390939,1.557963,16.827934,0.18626277,-8.0831337,0.17758147,14.824323,0.20338982,2.9949009,1.314695,-2.8902628,-0.56993294,39.488358,2.6896958,417.47855,-0.42692316,14.470704,17.77599,0.076899432,3.486372,10.858829,40.59901,176.04982,20.353306,15.470663,2.7418919,0.14032654,32.662521,0.074379534,17.887268,309.30841,415.595,-2.4186029,0.67789757,41.956276,10.247971,35.817142,-2.6708901,28.509541,0.5744167,3.1690574,0.11612307,33.326015,3.9468095,146.8064,56.605217,33.194042,9.1278973,0.42558333,0.70629543,94.342026,70.06118,0.171875,13808.0,22.0,22.12694,162.50203,13.995691,0.44999999,-3.7218213,0.81818181,33.326015,3.2433279,3.0,0.171875,24.333937,81.401527,806.96497,3.7218213,28.498444,90.0,95.0,0.29370454,143.17329,127.86082,29.069975,22.602154,11.557405,129.0639,502.28339,513.32629,304.0,41.889965,5.0,190.31929,54.0,227.85001,26.272774,22.406485,0.22728641,118.0,68.431854,148.33617,924.02271,20.0,3.9151244,113.0,213.46063,6.6995511,77.697189,726.78699,36.879158,11.0,726.78699,726.78699,11.0,81.401527,48.456055,269.36487,5.0,22.0,21.0,6.0,38.0,7.0,0.99917817,7.0,44.0,1.0066818,64.0,84.396736,6.0,8.0,59.0,106.83928,4.2351608,15.0,16.0,44.0,8.0,37.614288,5.0,5.0,0.0,11.0,3.0,-7.05
1.574,-6.4046102,0.30333999,-0.39000916,31.616989,-0.83912122,2.6778662,2.6775203,-0.22078753,0.094276935,169.47636,0.82515371,-0.39636448,0.58070201,-0.53807992,0.71442968,1.5808717,12.397199,0.18308596,-6.0708456,0.18308391,12.411865,0.021276595,3.0012429,1.5751328,-2.8630142,-0.55312836,31.524422,2.711822,361.34583,-0.39121345,11.009379,13.114194,0.072236463,3.3532224,9.0628223,28.758026,143.85933,16.014017,14.220887,2.7482057,0.13821536,28.619946,0.083715543,14.423934,238.45787,253.13069,-2.4303303,0.67211181,33.497757,9.0425968,29.530962,-2.6808207,28.509541,0.60244012,3.0420074,0.16338128,105.22147,3.8683147,123.38132,37.736813,26.953918,10.781946,0.39755985,0.65353483,56.605217,59.129108,0.12,7863.0,17.0,17.255329,115.07654,12.32609,0.5,-3.3057845,1.0,99.978043,3.1146507,3.0,0.12,19.565218,81.401527,648.76099,3.3057845,22.404795,76.0,74.0,0.3464652,143.17329,101.39289,22.973963,17.818501,10.876521,109.81441,398.72519,391.99258,238.0,34.086845,4.0,163.08315,44.0,186.03999,21.110001,17.597973,0.26595098,94.0,68.431854,115.43898,732.48047,20.0,14.0,91.0,207.8111,20.299505,77.697189,599.80371,36.879158,6.0,599.80371,599.80371,6.0,81.401527,39.7808,158.78867,3.0,12.0,12.0,6.0,28.0,7.0,-0.003007533,6.643856,34.0,1.0206776,50.0,97.996689,4.0,6.0,47.0,94.464546,0.001795686,13.0,13.0,34.0,7.0,0.0,3.0,5.0,13.566921,10.0,3.0,-8.3
1.574,-6.4046102,0.30333999,-0.39000916,31.616989,-0.83912122,2.6778662,2.6775203,-0.22078753,0.094276935,169.47636,0.82515371,-0.39636448,0.58070201,-0.53807992,0.71442968,1.5808717,12.397199,0.18308596,-6.0708456,0.18308391,12.411865,0.021276595,3.0012429,1.5751328,-2.8630142,-0.55312836,31.524422,2.711822,361.34583,-0.39121345,11.009379,13.114194,0.072236463,3.3532224,9.0628223,28.758026,143.85933,16.014017,14.220887,2.7482057,0.13821536,28.619946,0.083715543,14.423934,238.45787,253.13069,-2.4303303,0.67211181,33.497757,9.0425968,29.530962,-2.6808207,28.509541,0.60244012,3.0420074,0.16338128,105.22147,3.8683147,123.38132,37.736813,26.953918,10.781946,0.39755985,0.65353483,56.605217,59.129108,0.12,7863.0,17.0,17.255329,115.07654,12.32609,0.5,-3.3057845,1.0,99.978043,3.1146507,3.0,0.12,19.565218,81.401527,648.76099,3.3057845,22.404795,76.0,74.0,0.3464652,143.17329,101.39289,22.973963,17.818501,10.876521,109.81441,398.72519,391.99258,238.0,34.086845,4.0,163.08315,44.0,186.03999,21.110001,17.597973,0.26595098,94.0,68.431854,115.43898,732.48047,20.0,14.0,91.0,207.8111,20.299505,77.697189,599.80371,36.879158,6.0,599.80371,599.80371,6.0,81.401527,39.7808,158.78867,3.0,12.0,12.0,6.0,28.0,7.0,-0.003007533,6.643856,34.0,1.0206776,50.0,97.996689,4.0,6.0,47.0,94.464546,0.001795686,13.0,13.0,34.0,7.0,0.0,3.0,5.0,13.566921,10.0,3.0,-7.18
2.5999999,-7.5176401,0.84324002,-0.38457191,31.616989,-0.81988519,3.6619732,3.6616266,-0.22165909,0.083351374,214.6933,0.81488204,-0.39343876,0.59338468,-0.53807992,0.7146216,1.556167,12.397014,0.18061323,-6.4883714,0.18321113,12.393719,0.020833334,2.9405878,1.8902178,-2.8809988,-0.55938637,31.524422,2.699101,386.26328,-0.40820563,11.572328,13.677142,0.073184334,3.3429854,10.542195,8.458519,149.39203,16.317608,12.972976,2.690011,0.14229633,29.872196,0.085927613,15.966134,244.14044,234.26228,-2.4461389,0.64507174,33.497757,11.274308,31.69367,-2.6974244,25.385227,0.61272365,3.0370796,0.15545069,171.8735,3.8756859,129.0639,37.736813,28.169842,15.192742,0.38727635,0.66133815,37.736813,62.181934,0.16,8371.0,20.0,17.920401,115.07654,15.257171,0.5,-3.2206821,1.0,166.63008,3.1057951,3.0,0.16,21.507786,81.401527,664.80402,3.2206821,22.709326,80.0,73.0,0.33866182,143.17329,105.82006,24.137098,18.44269,10.94424,115.49698,423.64261,416.91003,236.0,35.379742,4.0,163.08315,48.0,194.83,22.273138,18.242588,0.25768197,98.0,49.992279,133.44974,756.45306,20.0,14.0,96.0,213.49367,20.299505,77.697189,630.40369,18.439579,8.0,630.40369,630.40369,8.0,81.401527,42.4128,158.78867,3.0,12.0,12.0,6.0,29.0,7.0,-0.003007578,6.643856,30.0,1.0206778,50.0,97.996689,3.0,6.0,48.0,116.88609,0.001795713,13.0,14.0,35.0,7.0,0.0,2.0,5.0,13.566921,10.0,3.0,-7.62
1.574,-6.4046102,0.30333999,-0.39000916,31.616989,-0.83912122,2.6778662,2.6775203,-0.22078753,0.094276935,169.47636,0.82515371,-0.39636448,0.58070201,-0.53807992,0.71442968,1.5808717,12.397199,0.18308596,-6.0708456,0.18308391,12.411865,0.021276595,3.0012429,1.5751328,-2.8630142,-0.55312836,31.524422,2.711822,361.34583,-0.39121345,11.009379,13.114194,0.072236463,3.3532224,9.0628223,28.758026,143.85933,16.014017,14.220887,2.7482057,0.13821536,28.619946,0.083715543,14.423934,238.45787,253.13069,-2.4303303,0.67211181,33.497757,9.0425968,29.530962,-2.6808207,28.509541,0.60244012,3.0420074,0.16338128,105.22147,3.8683147,123.38132,37.736813,26.953918,10.781946,0.39755985,0.65353483,56.605217,59.129108,0.12,7863.0,17.0,17.255329,115.07654,12.32609,0.5,-3.3057845,1.0,99.978043,3.1146507,3.0,0.12,19.565218,81.401527,648.76099,3.3057845,22.404795,76.0,74.0,0.3464652,143.17329,101.39289,22.973963,17.818501,10.876521,109.81441,398.72519,391.99258,238.0,34.086845,4.0,163.08315,44.0,186.03999,21.110001,17.597973,0.26595098,94.0,68.431854,115.43898,732.48047,20.0,14.0,91.0,207.8111,20.299505,77.697189,599.80371,36.879158,6.0,599.80371,599.80371,6.0,81.401527,39.7808,158.78867,3.0,12.0,12.0,6.0,28.0,7.0,-0.003007533,6.643856,34.0,1.0206776,50.0,97.996689,4.0,6.0,47.0,94.464546,0.001795686,13.0,13.0,34.0,7.0,0.0,3.0,5.0,13.566921,10.0,3.0,-7.92
1.574,-6.4046102,0.30333999,-0.39000916,31.616989,-0.83912122,2.6778662,2.6775203,-0.22078753,0.094276935,169.47636,0.82515371,-0.39636448,0.58070201,-0.53807992,0.71442968,1.5808717,12.397199,0.18308596,-6.0708456,0.18308391,12.411865,0.021276595,3.0012429,1.5751328,-2.8630142,-0.55312836,31.524422,2.711822,361.34583,-0.39121345,11.009379,13.114194,0.072236463,3.3532224,9.0628223,28.758026,143.85933,16.014017,14.220887,2.7482057,0.13821536,28.619946,0.083715543,14.423934,238.45787,253.13069,-2.4303303,0.67211181,33.497757,9.0425968,29.530962,-2.6808207,28.509541,0.60244012,3.0420074,0.16338128,105.22147,3.8683147,123.38132,37.736813,26.953918,10.781946,0.39755985,0.65353483,56.605217,59.129108,0.12,7863.0,17.0,17.255329,115.07654,12.32609,0.5,-3.3057845,1.0,99.978043,3.1146507,3.0,0.12,19.565218,81.401527,648.76099,3.3057845,22.404795,76.0,74.0,0.3464652,143.17329,101.39289,22.973963,17.818501,10.876521,109.81441,398.72519,391.99258,238.0,34.086845,4.0,163.08315,44.0,186.03999,21.110001,17.597973,0.26595098,94.0,68.431854,115.43898,732.48047,20.0,14.0,91.0,207.8111,20.299505,77.697189,599.80371,36.879158,6.0,599.80371,599.80371,6.0,81.401527,39.7808,158.78867,3.0,12.0,12.0,6.0,28.0,7.0,-0.003007533,6.643856,34.0,1.0206776,50.0,97.996689,4.0,6.0,47.0,94.464546,0.001795686,13.0,13.0,34.0,7.0,0.0,3.0,5.0,13.566921,10.0,3.0,-8.05
1.574,-6.4046102,0.30333999,-0.39000916,31.616989,-0.83912122,2.6778662,2.6775203,-0.22078753,0.094276935,169.47636,0.82515371,-0.39636448,0.58070201,-0.53807992,0.71442968,1.5808717,12.397199,0.18308596,-6.0708456,0.18308391,12.411865,0.021276595,3.0012429,1.5751328,-2.8630142,-0.55312836,31.524422,2.711822,361.34583,-0.39121345,11.009379,13.114194,0.072236463,3.3532224,9.0628223,28.758026,143.85933,16.014017,14.220887,2.7482057,0.13821536,28.619946,0.083715543,14.423934,238.45787,253.13069,-2.4303303,0.67211181,33.497757,9.0425968,29.530962,-2.6808207,28.509541,0.60244012,3.0420074,0.16338128,105.22147,3.8683147,123.38132,37.736813,26.953918,10.781946,0.39755985,0.65353483,56.605217,59.129108,0.12,7863.0,17.0,17.255329,115.07654,12.32609,0.5,-3.3057845,1.0,99.978043,3.1146507,3.0,0.12,19.565218,81.401527,648.76099,3.3057845,22.404795,76.0,74.0,0.3464652,143.17329,101.39289,22.973963,17.818501,10.876521,109.81441,398.72519,391.99258,238.0,34.086845,4.0,163.08315,44.0,186.03999,21.110001,17.597973,0.26595098,94.0,68.431854,115.43898,732.48047,20.0,14.0,91.0,207.8111,20.299505,77.697189,599.80371,36.879158,6.0,599.80371,599.80371,6.0,81.401527,39.7808,158.78867,3.0,12.0,12.0,6.0,28.0,7.0,-0.003007533,6.643856,34.0,1.0206776,50.0,97.996689,4.0,6.0,47.0,94.464546,0.001795686,13.0,13.0,34.0,7.0,0.0,3.0,5.0,13.566921,10.0,3.0,-7.57
2.165,-6.0866399,1.32994,-0.38185328,31.616989,-0.84048456,4.3262939,4.3259649,-0.21605732,0.087654419,169.47636,0.8048678,-0.35583255,0.57053804,-0.52081102,0.70891851,1.5428177,12.397861,0.17097443,-7.2786169,0.13553376,12.481122,0.039999999,3.0067141,1.6674221,-2.8492038,-0.53585601,31.524422,2.7135241,463.04422,-0.39001438,11.009379,13.114194,0.058869828,3.4590127,9.7604771,130.45641,154.28177,17.178202,18.706831,2.7530768,0.051517136,25.490599,0.076643661,15.093097,221.41014,253.13069,-2.4330845,0.52001458,53.79726,8.7991819,32.33424,-2.6861107,37.882481,0.67651582,3.1548312,0.11351697,105.22147,3.8482141,106.3336,136.42838,29.795559,10.781946,0.32348415,0.75094926,56.605217,69.648354,0.11320755,8891.0,17.0,18.64352,115.07654,11.75,0.5,-3.5560873,1.0,198.6696,3.2210364,2.0,0.11320755,20.0704,81.401527,690.84198,3.5560873,23.670519,85.0,85.0,0.24905074,143.17329,110.67365,25.973963,19.181746,11.063437,92.766678,500.42355,513.99048,256.0,36.697578,3.0,163.08315,50.0,159.67,24.110001,18.967388,0.25318992,103.0,68.431854,61.406727,795.71075,20.0,14.0,100.0,170.46387,0.0,77.697189,684.45435,36.879158,6.0,684.45435,684.45435,6.0,81.401527,42.737629,158.78867,3.0,12.0,12.0,6.0,31.0,7.0,-0.002999959,6.7279205,34.0,1.0206326,53.0,77.697189,4.0,6.0,50.0,40.432297,0.001791158,13.0,10.0,37.0,7.0,0.0,3.0,4.0,13.566921,10.0,2.0,-6.46
2.165,-6.0866399,1.32994,-0.39000914,31.616989,-0.84184098,4.3082724,4.3079429,-0.21605732,0.087688595,169.47636,0.8048678,-0.34672654,0.57824659,-0.51071674,0.71134168,1.5428177,12.397855,0.16588113,-7.2703829,0.13553376,12.480455,0.02,3.0109313,1.6751992,-2.8469477,-0.53523934,31.524422,2.7192698,463.04422,-0.38975132,11.009379,13.114194,0.058726236,3.4792159,9.7604771,130.45641,154.28177,17.185051,18.721096,2.7569773,0.049313229,25.557938,0.077148043,15.093097,221.41014,253.13069,-2.4478536,0.52816862,33.497757,8.6186905,32.33424,-2.7034693,37.882481,0.67651582,3.1798375,0.14317492,105.22147,3.8515487,106.3336,136.42838,29.795559,10.781946,0.32348415,0.7212913,56.605217,69.648354,0.11320755,8860.0,17.0,18.64352,115.07654,11.508981,0.5,-3.5553546,1.0,198.6696,3.2416306,2.0,0.11320755,20.0704,81.401527,690.84198,3.5553546,23.687357,85.0,86.0,0.2787087,143.17329,110.67365,25.973963,19.181746,11.061907,92.766678,500.42355,493.69098,256.0,36.697578,3.0,163.08315,50.0,159.67,24.110001,18.971075,0.25318992,103.0,68.431854,61.406727,795.71075,20.0,14.0,100.0,190.76337,20.299505,77.697189,684.45435,36.879158,6.0,684.45435,684.45435,6.0,81.401527,42.737629,158.78867,3.0,12.0,12.0,6.0,31.0,7.0,-0.003000048,6.7279205,34.0,1.0206332,53.0,97.996689,4.0,6.0,50.0,40.432297,0.001791211,13.0,10.0,37.0,7.0,0.0,3.0,4.0,13.566921,10.0,2.0,-6.81
2.165,-6.0866399,1.32994,-0.38185328,31.616989,-0.84133404,4.3196082,4.3192677,-0.21605732,0.087665185,169.47636,0.8048678,-0.3616733,0.54989934,-0.51304233,0.70298451,1.5428177,12.397855,0.16748607,-7.27597,0.13553376,12.480547,0.039999999,3.0065665,1.6674532,-2.8482184,-0.53386986,31.524422,2.7177858,463.04422,-0.38755578,11.009379,13.114194,0.058957618,3.4603581,9.7604771,130.45641,154.28177,17.178202,18.678467,2.7529666,0.0405058,25.516056,0.077244937,15.093097,221.41014,253.13069,-2.4454134,0.48559135,53.79726,8.7991819,32.33424,-2.6996627,37.882481,0.67651582,3.157141,0.11351697,105.22147,3.8447411,106.3336,136.42838,29.795559,10.781946,0.32348415,0.75094926,56.605217,69.648354,0.11320755,8891.0,17.0,18.64352,115.07654,11.75,0.5,-3.5557616,1.0,198.6696,3.2227094,2.0,0.11320755,20.0704,81.401527,690.84198,3.5557616,23.670519,85.0,85.0,0.24905074,143.17329,110.67365,25.973963,19.181746,11.064069,92.766678,500.42355,513.99048,256.0,36.697578,3.0,163.08315,50.0,159.67,24.110001,18.967388,0.25318992,103.0,68.431854,61.406727,795.71075,20.0,14.0,100.0,170.46387,0.0,77.697189,684.45435,36.879158,6.0,684.45435,684.45435,6.0,81.401527,42.737629,158.78867,3.0,12.0,12.0,6.0,31.0,7.0,-0.003004768,6.7279205,34.0,1.0206611,53.0,77.697189,4.0,6.0,50.0,40.432297,0.001794034,13.0,10.0,37.0,7.0,0.0,3.0,4.0,13.566921,10.0,2.0,-7.15
3.388,-7.0936799,2.2120399,-0.3794587,31.616989,-0.84025294,5.8453546,5.8450146,-0.21416666,0.087150626,214.6933,0.79031342,-0.34432951,0.52187091,-0.46031672,0.66006881,1.5094818,12.397886,0.15986992,-8.0926533,0.12480865,12.48506,0.03846154,2.9643967,2.0513721,-2.8615007,-0.52161741,31.524422,2.711031,521.86108,-0.36385629,11.572328,13.677142,0.057705436,3.4990916,11.465651,144.05637,163.02403,17.872135,18.921255,2.7115452,0.039804414,25.754671,0.077288523,16.797926,221.41014,234.26228,-2.4671347,0.47287655,53.79726,10.509558,35.493301,-2.7231448,37.882481,0.70211393,3.205241,0.1045341,171.8735,3.8400223,106.3336,169.32556,31.958696,15.192742,0.29788604,0.77065724,37.736813,76.207588,0.14814815,9775.0,20.0,19.77132,115.07654,13.863739,0.5,-3.5537565,1.0,298.21881,3.2633328,2.0,0.14814815,22.0741,81.401527,720.91199,3.5537565,24.402571,92.0,88.0,0.22934274,143.17329,118.1944,28.137098,20.260351,11.186072,92.766678,559.24048,572.80737,260.0,38.860714,3.0,163.08315,56.0,159.67,26.273138,20.065578,0.24202083,110.0,49.992279,61.406727,840.76007,20.0,14.0,108.0,170.46387,0.0,77.697189,743.27124,18.439579,8.0,743.27124,743.27124,8.0,81.401527,46.382717,158.78867,3.0,12.0,12.0,6.0,33.0,7.0,-0.003004556,6.7548876,30.0,1.0206599,54.0,77.697189,3.0,6.0,52.0,44.843094,0.001793907,13.0,10.0,39.0,7.0,0.0,2.0,4.0,13.566921,10.0,2.0,-6.03
1.9680001,-6.1926298,0.98773998,-0.38185328,31.616989,-0.84019268,3.7784765,3.7781363,-0.21605732,0.089746021,169.47636,0.81126183,-0.36546952,0.56032103,-0.53807992,0.70615369,1.5549978,12.397637,0.17828852,-6.8771453,0.15002078,12.457888,0.040816326,3.0019407,1.6332526,-2.8553493,-0.54574722,31.524422,2.711853,429.14474,-0.38945487,11.009379,13.114194,0.061957203,3.4148536,9.5271931,96.556946,150.83479,16.787857,17.186184,2.7487385,0.050895862,26.527813,0.079093173,14.868489,227.09271,253.13069,-2.430629,0.51147407,53.79726,8.9271774,31.397438,-2.6817038,34.758167,0.65394735,3.1061006,0.11839797,105.22147,3.8506594,112.01617,103.53119,28.848345,10.781946,0.34605265,0.73158127,56.605217,66.141937,0.11538462,8555.0,17.0,18.18079,115.07654,12.0,0.5,-3.4726803,1.0,165.77242,3.176626,2.0,0.11538462,19.897167,81.401527,676.815,3.4726803,23.242998,82.0,81.0,0.26841876,143.17329,107.58006,24.973963,18.727329,11.003574,98.449257,466.52411,480.09103,250.0,35.827335,3.0,163.08315,48.0,168.46001,23.110001,18.510111,0.25729144,100.0,68.431854,79.41748,774.63397,20.0,14.0,97.0,176.14644,0.0,77.697189,656.23749,36.879158,6.0,656.23749,656.23749,6.0,81.401527,41.75148,158.78867,3.0,12.0,12.0,6.0,30.0,7.0,-0.003004778,6.7004399,34.0,1.0206612,52.0,77.697189,4.0,6.0,49.0,58.443047,0.00179404,13.0,11.0,36.0,7.0,0.0,3.0,5.0,13.566921,10.0,3.0,-7.47
1.9680001,-6.1926298,0.98773998,-0.38185328,31.616989,-0.84019268,3.7784765,3.7781363,-0.21605732,0.089746021,169.47636,0.81126183,-0.36546952,0.56032103,-0.53807992,0.70615369,1.5549978,12.397637,0.17828852,-6.8771453,0.15002078,12.457888,0.040816326,3.0019407,1.6332526,-2.8553493,-0.54574722,31.524422,2.711853,429.14474,-0.38945487,11.009379,13.114194,0.061957203,3.4148536,9.5271931,96.556946,150.83479,16.787857,17.186184,2.7487385,0.050895862,26.527813,0.079093173,14.868489,227.09271,253.13069,-2.430629,0.51147407,53.79726,8.9271774,31.397438,-2.6817038,34.758167,0.65394735,3.1061006,0.11839797,105.22147,3.8506594,112.01617,103.53119,28.848345,10.781946,0.34605265,0.73158127,56.605217,66.141937,0.11538462,8555.0,17.0,18.18079,115.07654,12.0,0.5,-3.4726803,1.0,165.77242,3.176626,2.0,0.11538462,19.897167,81.401527,676.815,3.4726803,23.242998,82.0,81.0,0.26841876,143.17329,107.58006,24.973963,18.727329,11.003574,98.449257,466.52411,480.09103,250.0,35.827335,3.0,163.08315,48.0,168.46001,23.110001,18.510111,0.25729144,100.0,68.431854,79.41748,774.63397,20.0,14.0,97.0,176.14644,0.0,77.697189,656.23749,36.879158,6.0,656.23749,656.23749,6.0,81.401527,41.75148,158.78867,3.0,12.0,12.0,6.0,30.0,7.0,-0.003004778,6.7004399,34.0,1.0206612,52.0,77.697189,4.0,6.0,49.0,58.443047,0.00179404,13.0,11.0,36.0,7.0,0.0,3.0,5.0,13.566921,10.0,3.0,-6.84
