logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,h_log_pbo,GCUT_SMR_2,h_logS,h_ema,rsynth,balabanJ,BCUT_PEOE_1,BCUT_SLOGP_3,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,chi1v,PEOE_RPC+,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,BCUT_PEOE_0,PEOE_VSA_FPOS,VDistEq,SlogP_VSA4,PEOE_VSA_FNEG,weinerPath,SMR,PEOE_VSA-0,petitjean,PEOE_PC-,petitjeanSC,lip_violation,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,weinerPol,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,zagreb,chi0,opr_violation,SlogP_VSA2,mr,VAdjEq,SMR_VSA6,vdw_vol,diameter,vsa_other,SlogP_VSA3,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,VAdjMa,opr_brigid,h_pstates,b_heavy,rings,a_nN,a_heavy,SlogP_VSA1,lip_acc,a_nC,a_acc,opr_nring,ast_violation_ext,PEOE_VSA-3,ast_violation,logPapp
4.1059999,-8.4009304,15.808495,-0.20785853,0.094570227,0.44569445,-0.42961597,0.57974237,11.363148,0.13299243,-8.6936617,12.961225,0.16666667,1.6996161,-0.46999213,2.7200603,-0.31031415,13.140901,14.951056,0.055048905,19.579096,0.074417204,212.55551,274.44952,-2.4498546,0.47891331,125.11412,-2.7047722,0.71901852,3.8829579,7.5963712,0.28098151,10901.0,20.71134,117.28508,0.5,-3.6908636,1.0,2.0,23.555555,83.905281,748.966,3.6908636,25.87385,90.0,154.17319,124.38158,28.932146,21.030188,11.296659,270.0,39.362869,3.0,170.10106,20.970766,0.23812568,144.67685,873.40149,20.0,77.697189,113.12415,81.401527,46.686981,128.64822,4.0,11.0,10.0,6.0,35.0,7.0,6.83289,33.0,1.0,57.0,4.0,6.0,54.0,44.049957,13.0,41.0,7.0,3.0,5.0,0.0,3.0,-5.34
5.2470002,-8.4115496,15.808495,-0.21428539,0.092337437,0.57344687,-0.46422252,0.70880586,12.210686,0.1608627,-9.2766476,11.608279,0.25454545,1.700259,-0.52396005,2.7200727,-0.3886919,14.500437,16.709475,0.059165876,20.241709,0.081364132,255.26871,365.11591,-2.4504867,0.54163575,67.397217,-2.7062716,0.66980654,3.8780591,10.781946,0.33019343,11503.0,21.249439,162.50203,0.44444445,-3.3757353,0.80000001,2.0,24.931953,81.401527,759.005,3.3757353,26.425161,88.0,143.17329,128.43317,30.183224,21.702831,11.35511,272.0,39.906837,3.0,159.10117,21.671066,0.23466173,123.7506,899.79504,18.0,77.697189,92.197891,81.401527,47.675388,176.43184,4.0,12.0,12.0,6.0,37.0,6.0,6.8579812,34.0,1.0,58.0,4.0,6.0,55.0,44.049957,12.0,43.0,6.0,3.0,5.0,0.0,3.0,-6.04
4.5009999,-8.2251301,24.267014,-0.21341829,0.089457974,0.57061088,-0.50611049,0.70716935,12.397508,0.16715835,-8.8353138,12.520987,0.25454545,1.700259,-0.53698009,2.7200599,-0.3881335,13.646883,15.801227,0.060123444,19.880955,0.074837789,176.52144,327.37909,-2.4497538,0.53437644,89.455688,-2.7045832,0.77142924,3.8780591,7.5963712,0.22857076,11503.0,20.966841,81.251015,0.44444445,-3.6701212,0.80000001,2.0,24.931953,83.905281,760.97699,3.6701212,26.425161,88.0,143.17329,126.14158,29.476116,21.453627,11.35511,272.0,39.906837,3.0,159.10117,21.391462,0.23466173,144.67685,891.92902,18.0,77.697189,113.12415,81.401527,47.675388,176.43184,4.0,12.0,12.0,6.0,36.0,7.0,6.8579812,34.0,1.0,58.0,4.0,6.0,55.0,44.049957,13.0,42.0,7.0,3.0,5.0,0.0,3.0,-6.05
6.027,-9.8177099,15.808495,-0.21063173,0.093201861,0.47840106,-0.43396035,0.6126948,11.363303,0.14703311,-9.7038031,11.608728,0.18181819,1.7066545,-0.49853915,2.7201889,-0.33314967,14.848007,16.658163,0.056925971,20.589279,0.08212582,210.05176,331.05475,-2.4521239,0.48907617,67.397217,-2.7090213,0.72829527,3.8938594,7.5963712,0.27170473,11463.0,21.47624,117.28508,0.5,-3.3444264,1.0,2.0,24.304758,81.401527,761.021,3.3444264,26.37385,91.0,143.17329,129.76675,30.346359,21.758883,11.351677,274.0,40.069973,4.0,159.10117,21.70879,0.23466173,123.7506,899.79504,20.0,77.697189,92.197891,81.401527,47.675388,128.64822,5.0,11.0,10.0,6.0,37.0,6.0,6.8579812,33.0,1.0,58.0,4.0,6.0,55.0,44.049957,12.0,43.0,6.0,3.0,5.0,0.0,3.0,-7.2
3.2219999,-6.7416,36.108002,-0.20780684,0.082900122,0.44562909,-0.44588292,0.66594076,11.545056,0.16085018,-8.5263672,13.69426,0.25454545,1.7012134,-0.47779772,2.7200727,-0.31021005,13.167104,14.709476,0.054580811,20.071987,0.073048338,183.43874,311.3287,-2.4504659,0.39980987,101.29668,-2.7061386,0.76420707,3.8781645,10.781946,0.23579291,11502.0,20.95414,81.251015,0.44444445,-3.7600276,0.80000001,2.0,24.304758,90.822563,762.99701,3.7600276,26.319008,87.0,143.17329,127.11317,29.061903,21.538378,11.354952,274.0,40.069973,3.0,159.10117,21.374594,0.23466173,123.7506,889.2829,18.0,77.697189,92.197891,81.401527,47.675388,122.64464,4.0,11.0,11.0,6.0,35.0,6.0,6.8579812,33.0,1.0102075,58.0,4.0,8.0,55.0,62.489536,14.0,41.0,7.0,3.0,5.0,9.4210396,3.0,-5.43
2.8729999,-6.88129,31.616989,-0.21337306,0.081221491,0.51107764,-0.44324872,0.64551711,10.159401,0.15766123,-8.0367155,13.621296,0.07272727,1.7071359,-0.51744658,2.7200735,-0.35593733,13.589753,14.892979,0.057523511,20.391212,0.069775678,187.58461,295.76837,-2.4509227,0.46874851,67.397217,-2.7072406,0.75788075,3.8634899,7.5963712,0.24211922,11453.0,20.81624,81.251015,0.44444445,-3.9363828,0.80000001,2.0,24.304758,94.968445,765.99701,3.9363828,26.335846,88.0,167.03551,127.48196,28.769009,21.370321,11.356537,274.0,40.069973,3.0,182.96339,21.219173,0.23466173,165.88853,884.77271,18.0,90.646713,129.07704,94.968445,47.675388,88.215919,4.0,6.0,6.0,7.0,34.0,7.0,6.8579812,33.0,1.0,58.0,4.0,7.0,55.0,52.433056,14.0,41.0,7.0,3.0,4.0,0.0,2.0,-6.24
5.9759998,-10.02619,15.808495,-0.21445322,0.09317001,0.58011848,-0.46248209,0.71641868,14.428122,0.16313423,-10.269754,11.599482,0.21052632,1.49716,-0.53041029,2.7200775,-0.39283717,14.905137,17.675802,0.060011264,20.64641,0.082097761,289.09424,381.10504,-2.4491043,0.54471296,67.397217,-2.7037203,0.62817723,3.8899021,10.781946,0.37182277,12439.0,22.07214,196.32756,0.5,-3.3455696,1.0,2.0,24.007936,81.401527,781.01099,3.3455696,27.391489,95.0,143.17329,130.61958,31.337923,22.399847,11.459111,290.0,41.061539,4.0,159.10117,22.354424,0.23094407,105.31101,928.85565,20.0,77.697189,73.758316,81.401527,48.0387,216.86414,4.0,17.0,16.0,6.0,39.0,6.0,6.9307375,39.0,1.0,61.0,5.0,6.0,57.0,44.049957,12.0,45.0,6.0,4.0,5.0,0.0,3.0,-6.74
6.3330002,-10.43266,15.808495,-0.21704765,0.093201838,0.52993095,-0.4511863,0.66465604,11.363294,0.16260801,-10.085208,11.608084,0.21052632,1.4970127,-0.53036183,2.8738601,-0.37044141,15.865645,17.675802,0.058022834,21.606918,0.082125798,210.05176,368.79156,-2.5599132,0.5044322,67.397217,-2.8154275,0.72983885,3.8899021,12.007167,0.27016115,12439.0,22.18124,117.28508,0.5,-3.3444273,1.0,3.0,24.007936,81.401527,787.05896,3.3444273,27.391489,95.0,143.17329,134.62033,31.337923,22.497822,11.459111,290.0,41.061539,4.0,159.10117,22.42712,0.23094407,123.7506,928.85565,20.0,77.697189,92.197891,81.401527,48.0387,128.64822,4.0,11.0,10.0,6.0,39.0,6.0,6.9307375,39.0,1.0,61.0,5.0,6.0,57.0,44.049957,12.0,45.0,6.0,4.0,5.0,0.0,3.0,-7.24
4.9250002,-9.0296402,15.808495,-0.21348852,0.095661461,0.51103824,-0.4358086,0.64556724,11.363267,0.1610823,-9.1979227,13.022653,0.070175439,1.4970127,-0.52713263,2.7350082,-0.35595763,14.865645,16.675802,0.056970414,21.184269,0.074269578,212.55551,312.18634,-2.5150962,0.4992089,67.397217,-2.7636905,0.72633535,3.8899021,12.007167,0.27366465,12439.0,21.87804,117.28508,0.5,-3.6982002,1.0,2.0,24.007936,83.905281,789.03101,3.6982002,27.391489,95.0,154.17319,132.32875,30.630817,22.22353,11.459111,290.0,41.061539,3.0,170.10106,22.152828,0.23094407,165.6031,920.98956,20.0,77.697189,134.05042,81.401527,48.0387,128.64822,4.0,11.0,10.0,6.0,38.0,7.0,6.9307375,39.0,1.0,61.0,5.0,6.0,57.0,44.049957,13.0,44.0,7.0,4.0,5.0,0.0,3.0,-5.37
6.0640001,-10.08766,31.616989,-0.2143852,0.092401512,0.57967526,-0.46120459,0.71658552,14.428216,0.16313531,-10.451914,11.605934,0.22413793,1.4883727,-0.53039765,2.7200637,-0.39304516,15.405137,18.175802,0.059630536,21.14641,0.081420593,291.30276,381.53387,-2.44979,0.54218203,67.397217,-2.7050011,0.63280267,3.919445,10.781946,0.36719733,13163.0,22.53834,198.53609,0.5,-3.3733945,1.0,2.0,24.740761,81.401527,795.03796,3.3733945,27.891489,96.0,143.17329,133.71317,32.045029,22.854244,11.50903,294.0,41.768646,4.0,159.10117,22.82209,0.2277095,123.7506,947.38312,20.0,77.697189,92.197891,81.401527,49.022373,216.86414,4.0,17.0,16.0,6.0,40.0,6.0,6.9541965,39.0,1.0,62.0,5.0,6.0,58.0,44.049957,12.0,46.0,6.0,4.0,5.0,0.0,3.0,-5.43
6.506,-10.28943,15.808495,-0.21437438,0.092337437,0.57985115,-0.46102089,0.71660841,14.428244,0.16313344,-10.760192,11.607857,0.23728813,1.4774845,-0.53039604,2.720073,-0.39306915,15.905137,18.675802,0.059585113,21.64641,0.081364132,291.30276,400.40225,-2.4504848,0.54210174,67.397217,-2.7062678,0.63997692,3.9592903,10.781946,0.36002311,13945.0,23.00004,198.53609,0.5,-3.3757353,1.0,3.0,25.478907,81.401527,809.065,3.3757353,28.391489,97.0,143.17329,136.80675,32.752136,23.308634,11.556424,298.0,42.47575,4.0,159.10117,23.289503,0.22457284,123.7506,965.91058,20.0,77.697189,92.197891,81.401527,50.00655,216.86414,4.0,17.0,16.0,6.0,41.0,6.0,6.9772801,39.0,1.0,63.0,5.0,6.0,59.0,44.049957,12.0,47.0,6.0,4.0,5.0,0.0,3.0,-7.44
5.7600002,-10.10301,24.267014,-0.21355507,0.089457974,0.58118749,-0.50610816,0.72536689,14.615067,0.16715918,-10.318878,12.520557,0.23728813,1.4774845,-0.53691792,2.7200601,-0.39953625,15.051584,17.767553,0.060983434,21.285656,0.074837789,212.55551,362.66547,-2.4497521,0.53440726,89.455688,-2.7045803,0.73703963,3.9592903,7.5963712,0.26296037,13945.0,22.71744,117.28508,0.5,-3.6701212,1.0,2.0,25.478907,83.905281,811.03699,3.6701212,28.391489,97.0,143.17329,134.51517,32.045029,23.059431,11.556424,298.0,42.47575,4.0,159.10117,23.011106,0.22457284,144.67685,958.04449,20.0,77.697189,113.12415,81.401527,50.00655,216.86414,4.0,17.0,16.0,6.0,40.0,7.0,6.9772801,39.0,1.0,63.0,5.0,6.0,59.0,44.049957,13.0,46.0,7.0,4.0,5.0,0.0,3.0,-7.29
4.4809999,-8.6194801,36.108002,-0.20787033,0.082900122,0.44567481,-0.44267949,0.66730148,13.762615,0.16313176,-10.009912,13.693836,0.23728813,1.4782513,-0.48102653,2.7200727,-0.31029731,14.571804,16.675802,0.055019904,21.476688,0.073048338,219.47279,346.61505,-2.450464,0.47891113,101.29668,-2.706135,0.7303772,3.9593825,10.781946,0.26962277,13944.0,22.704741,117.28508,0.5,-3.7600276,1.0,2.0,24.896551,90.822563,813.05701,3.7600276,28.285336,96.0,143.17329,135.48676,31.630817,23.144182,11.556288,300.0,42.638889,3.0,159.10117,22.997128,0.22457284,123.7506,955.39838,20.0,77.697189,92.197891,81.401527,50.00655,163.07693,4.0,16.0,15.0,6.0,39.0,6.0,6.9772801,38.0,1.0102075,63.0,5.0,8.0,59.0,62.489536,14.0,45.0,7.0,4.0,5.0,9.4210396,3.0,-5.53
4.132,-8.7591696,31.616989,-0.21350896,0.081221491,0.51112998,-0.43844372,0.64565045,12.37696,0.16108242,-9.5202637,13.620872,0.06779661,1.4828911,-0.52713299,2.7200737,-0.35600278,14.994453,16.859304,0.058841441,21.795914,0.069775678,223.61868,331.05475,-2.4509203,0.49924126,67.397217,-2.7072363,0.7241984,3.947597,7.5963712,0.27580163,13891.0,22.566839,117.28508,0.5,-3.9363828,1.0,2.0,24.896551,94.968445,816.05701,3.9363828,28.302172,97.0,167.03551,135.85555,31.337923,22.976126,11.55751,300.0,42.638889,3.0,182.96339,22.842119,0.22457284,165.88853,950.88818,20.0,90.646713,129.07704,94.968445,50.00655,128.64822,4.0,11.0,10.0,7.0,38.0,7.0,6.9772801,38.0,1.0,63.0,5.0,7.0,59.0,52.433056,14.0,45.0,7.0,4.0,5.0,0.0,3.0,-5.76
1.67,-5.2226601,0.0,-0.17518747,0.095303342,0.27325371,-0.31811923,0.36762312,6.0806603,0.056933489,-5.7681332,12.971004,0.22222222,2.5450504,-0.35399616,2.7205372,-0.15541895,9.9969072,10.284929,-0.008269591,16.435102,0.074991368,95.270432,113.21043,-2.4501965,0.26831073,125.11412,-2.7056262,0.85750723,3.631424,8.8215923,0.14249276,6615.0,16.968241,0.0,0.33333334,-3.662472,0.5,2.0,20.497858,83.905281,636.83496,3.662472,21.207724,73.0,154.17319,105.8744,23.413485,17.420248,10.776859,218.0,33.844208,3.0,170.10106,17.246317,0.26666638,144.67685,722.64301,15.0,77.697189,113.12415,81.401527,41.172024,0.0,4.0,0.0,0.0,6.0,26.0,7.0,6.523562,22.0,1.0,46.0,2.0,6.0,45.0,44.049957,13.0,32.0,7.0,1.0,4.0,0.0,2.0,-6.08
3.5910001,-6.6394401,0.0,-0.20476151,0.093999848,0.3805497,-0.41426861,0.497821,6.0808158,0.11255021,-6.7786708,11.618336,0.23913044,2.5432813,-0.43051544,2.7206597,-0.27038366,11.704014,11.992036,0.038264591,17.445286,0.082825966,92.766678,169.81564,-2.4524078,0.34096611,67.397217,-2.7096546,0.86461604,3.6828856,8.8215923,0.13538396,7076.0,17.733141,0.0,0.375,-3.3160348,0.60000002,2.0,21.269531,81.401527,648.89001,3.3160348,21.707724,74.0,143.17329,111.25958,24.827698,18.148943,10.838069,222.0,34.551311,3.0,159.10117,17.987888,0.26221824,123.7506,749.03656,16.0,77.697189,92.197891,81.401527,42.168404,0.0,5.0,0.0,0.0,6.0,28.0,6.0,6.5545888,22.0,1.0,47.0,2.0,6.0,46.0,44.049957,12.0,34.0,6.0,1.0,4.0,0.0,2.0,-4.9
3.54,-6.8479199,0.0,-0.21074347,0.093967445,0.47818217,-0.43499815,0.60509527,9.1456347,0.14542821,-7.3441577,11.609068,0.27083334,2.0096765,-0.49369246,2.7205541,-0.33338392,11.761144,13.009674,0.056794629,17.502417,0.082797423,171.80914,219.86594,-2.4494553,0.43411386,67.397217,-2.7046075,0.75086719,3.7110052,12.007167,0.24913278,7877.0,18.329041,79.042473,0.375,-3.317178,0.60000002,2.0,20.888889,81.401527,668.88,3.317178,22.725361,78.0,143.17329,112.11241,25.819262,18.789907,10.961367,238.0,35.542877,3.0,159.10117,18.643072,0.25768197,105.31101,778.09711,16.0,77.697189,73.758316,81.401527,42.4128,88.215919,4.0,6.0,6.0,6.0,30.0,6.0,6.643856,28.0,1.0,50.0,3.0,6.0,48.0,44.049957,12.0,36.0,6.0,2.0,4.0,0.0,2.0,-4.98
3.8970001,-7.2543898,0.0,-0.21028829,0.093999818,0.40220898,-0.43028924,0.51566893,6.0808063,0.11786887,-7.1600118,11.617688,0.27083334,2.0094075,-0.44008005,2.8738699,-0.28230166,12.721652,13.009674,0.048040994,18.462925,0.082825944,92.766678,207.55246,-2.5598454,0.35708925,67.397217,-2.8153539,0.86548316,3.7110052,13.232388,0.13451682,7877.0,18.438141,0.0,0.375,-3.3160357,0.60000002,2.0,20.888889,81.401527,674.92798,3.3160357,22.725361,78.0,143.17329,116.11317,25.819262,18.887882,10.961367,238.0,35.542877,3.0,159.10117,18.709146,0.25768197,123.7506,778.09711,16.0,77.697189,92.197891,81.401527,42.4128,0.0,4.0,0.0,0.0,6.0,30.0,6.0,6.643856,28.0,1.0,50.0,3.0,6.0,48.0,44.049957,12.0,36.0,6.0,2.0,4.0,0.0,2.0,-4.96
2.4890001,-5.8513699,0.0,-0.20764275,0.09640155,0.39137968,-0.42257446,0.50674593,6.08078,0.11520946,-6.2726588,13.032284,0.10416666,2.0094075,-0.43530679,2.7350397,-0.27634341,11.721652,12.009674,0.043153271,18.040274,0.074841447,95.270432,150.94725,-2.5149446,0.34902766,67.397217,-2.7634981,0.86169118,3.7110052,13.232388,0.13830881,7877.0,18.134939,0.0,0.375,-3.6698086,0.60000002,2.0,20.888889,83.905281,676.89996,3.6698086,22.725361,78.0,154.17319,113.82158,25.112156,18.61359,10.961367,238.0,35.542877,3.0,170.10106,18.431984,0.25768197,165.6031,770.23108,16.0,77.697189,134.05042,81.401527,42.4128,0.0,4.0,0.0,0.0,6.0,29.0,7.0,6.643856,28.0,1.0,50.0,3.0,6.0,48.0,44.049957,13.0,35.0,7.0,2.0,4.0,0.0,2.0,-6.26
3.0840001,-6.4548702,0.0,-0.17331515,0.095303312,0.27325046,-0.31745824,0.36759159,6.0806556,0.056922249,-6.690063,12.96946,0.20833333,2.6251748,-0.35381356,2.7206376,-0.15539628,11.390754,11.678777,-0.008273156,17.828949,0.074991345,95.270432,132.07884,-2.4539309,0.26831058,125.11412,-2.7106547,0.86694521,3.6668398,13.232388,0.13305481,7771.0,18.34634,0.0,0.375,-3.6624732,0.60000002,2.0,22.1546,83.905281,678.91602,3.6624732,22.60157,77.0,154.17319,115.15517,25.697941,18.783403,10.968543,232.0,36.128662,3.0,170.10106,18.624176,0.25379547,144.67685,778.2254,16.0,77.697189,113.12415,81.401527,44.161598,0.0,4.0,0.0,0.0,6.0,29.0,7.0,6.6147099,22.0,1.0,49.0,2.0,6.0,48.0,44.049957,13.0,35.0,7.0,1.0,4.0,0.0,2.0,-5.01
3.628,-6.90939,15.808495,-0.21065806,0.093185797,0.47809637,-0.43371522,0.6049273,9.1457291,0.14521591,-7.5266399,11.615534,0.2857143,1.9871774,-0.49269289,2.7205403,-0.33330169,12.261144,13.509674,0.056786381,18.002417,0.082108684,174.01768,220.29475,-2.4501331,0.43407631,67.397217,-2.7058475,0.75331944,3.7845445,12.007167,0.24668059,8473.0,18.79524,81.251015,0.41176471,-3.3450029,0.69999999,2.0,21.639183,81.401527,682.90698,3.3450029,23.225361,79.0,143.17329,115.20599,26.526369,19.244305,11.015659,242.0,36.249985,3.0,159.10117,19.110907,0.25355992,123.7506,796.62463,17.0,77.697189,92.197891,81.401527,43.404846,88.215919,4.0,6.0,6.0,6.0,31.0,6.0,6.6724253,28.0,1.0,51.0,3.0,6.0,49.0,44.049957,12.0,37.0,6.0,2.0,4.0,0.0,2.0,-6.54
5.0050001,-7.8716502,0.0,-0.20186594,0.093999818,0.38054481,-0.41325471,0.49777365,6.080811,0.1125333,-7.7004347,11.616808,0.22448979,2.6286063,-0.43024379,2.7209282,-0.27034962,13.09786,13.385883,0.038259231,18.839132,0.082825936,92.766678,188.68405,-2.4584532,0.34096587,67.397217,-2.7171905,0.87337977,3.7035201,13.232388,0.1266202,8261.0,19.11124,0.0,0.375,-3.316036,0.60000002,2.0,22.930796,81.401527,690.97101,3.316036,23.10157,78.0,143.17329,120.54034,27.112156,19.512098,11.027087,236.0,36.83577,3.0,159.10117,19.362347,0.24980378,123.7506,804.61896,16.0,77.697189,92.197891,81.401527,45.158401,0.0,5.0,0.0,0.0,6.0,31.0,6.0,6.643856,22.0,1.0,50.0,2.0,6.0,49.0,44.049957,12.0,37.0,6.0,1.0,5.0,0.0,3.0,-5.54
4.0700002,-7.1111598,0.0,-0.21063131,0.093120627,0.47808993,-0.43348861,0.60491729,9.1457567,0.14518751,-7.8350148,11.617461,0.30000001,1.9624294,-0.49262068,2.7205496,-0.33329704,12.761144,14.009674,0.056774754,18.502417,0.082051262,174.01768,239.16316,-2.4508152,0.43407542,67.397217,-2.7070601,0.75872624,3.8612602,12.007167,0.24127376,9118.0,19.256941,81.251015,0.44444445,-3.3473437,0.80000001,2.0,22.395555,81.401527,696.93396,3.3473437,23.725361,80.0,143.17329,118.29958,27.233475,19.698694,11.067304,246.0,36.957088,3.0,159.10117,19.578474,0.24958064,123.7506,815.1521,18.0,77.697189,92.197891,81.401527,44.39719,88.215919,4.0,6.0,6.0,6.0,32.0,6.0,6.7004399,28.0,1.0,52.0,3.0,6.0,50.0,44.049957,12.0,38.0,6.0,2.0,4.0,0.0,2.0,-4.96
3.3239999,-6.9247398,8.458519,-0.2112153,0.090155408,0.45217708,-0.4632923,0.60856009,9.3325806,0.13615791,-7.3932433,12.530292,0.30000001,1.9624294,-0.47717729,2.7205367,-0.31114414,11.907591,13.101426,0.055336993,18.141663,0.075418502,95.270432,201.42636,-2.4500957,0.48471805,89.455688,-2.7054415,0.86776096,3.8612602,8.8215923,0.13223904,9118.0,18.97434,0.0,0.44444445,-3.6417296,0.80000001,2.0,22.395555,83.905281,698.90601,3.6417296,23.725361,80.0,143.17329,116.008,26.526369,19.449492,11.067304,246.0,36.957088,3.0,159.10117,19.297354,0.24958064,144.67685,807.28601,18.0,77.697189,113.12415,81.401527,44.39719,88.215919,4.0,6.0,6.0,6.0,31.0,7.0,6.7004399,28.0,1.0,52.0,3.0,6.0,50.0,44.049957,13.0,37.0,7.0,2.0,4.0,0.0,2.0,-5.05
2.0450001,-5.4412098,20.299505,-0.19712692,0.083530858,0.39377043,-0.43285298,0.51579481,8.4801283,0.1179798,-7.084734,13.703451,0.30000001,1.9636203,-0.44051769,2.7205493,-0.26166338,11.427811,12.009674,-0.003962637,18.332695,0.07360144,102.18771,185.37596,-2.4507949,0.35708961,101.29668,-2.7069337,0.85926938,3.8613849,12.007167,0.14073062,9117.0,18.961639,0.0,0.44444445,-3.731636,0.80000001,2.0,21.777779,90.822563,700.92596,3.731636,23.619207,79.0,143.17329,116.97958,26.112156,19.534241,11.067109,248.0,37.120228,3.0,159.10117,19.276295,0.24958064,123.7506,804.63989,18.0,77.697189,92.197891,81.401527,44.39719,34.428715,4.0,5.0,5.0,6.0,30.0,6.0,6.7004399,27.0,1.0102092,52.0,3.0,8.0,50.0,62.489536,14.0,36.0,7.0,2.0,4.0,9.4210396,2.0,-6.43
1.696,-5.5809002,15.808495,-0.20772731,0.08181157,0.39139581,-0.42356166,0.50680792,7.0944724,0.11526497,-6.5950141,13.63048,0.1,1.9712744,-0.43551525,2.7205503,-0.27638984,11.85046,12.193178,0.043154828,18.651918,0.070280038,106.3336,169.81564,-2.4512405,0.3490282,67.397217,-2.7079749,0.8529107,3.8423662,8.8215923,0.14708927,9073.0,18.82374,0.0,0.41176471,-3.9079912,0.69999999,2.0,21.777779,94.968445,703.92596,3.9079912,23.636044,80.0,167.03551,117.34837,25.819262,19.366186,11.069136,248.0,37.120228,3.0,182.96339,19.120224,0.24958064,165.88853,800.1297,17.0,90.646713,129.07704,94.968445,44.39719,0.0,4.0,0.0,0.0,7.0,29.0,7.0,6.7004399,27.0,1.0,52.0,3.0,7.0,50.0,52.433056,14.0,36.0,7.0,2.0,4.0,0.0,2.0,-7.62
4.954,-8.0801296,0.0,-0.2053328,0.093967415,0.47744223,-0.42207691,0.60350591,9.1456299,0.1441431,-8.2660837,11.607552,0.25490198,2.0780663,-0.49021754,2.7206717,-0.33229861,13.154991,14.403522,0.053418484,18.896263,0.082797393,171.80914,238.73434,-2.452286,0.43403682,67.397217,-2.7087488,0.76689756,3.722806,16.417963,0.23310243,9111.0,19.70714,79.042473,0.375,-3.3171792,0.60000002,2.0,22.527679,81.401527,710.961,3.3171792,24.119207,82.0,143.17329,121.39317,28.10372,20.153063,11.143973,252.0,37.827335,3.0,159.10117,20.018993,0.24573661,105.31101,833.67957,16.0,77.697189,73.758316,81.401527,45.38982,88.215919,4.0,6.0,6.0,6.0,33.0,6.0,6.7279205,28.0,1.0,53.0,3.0,6.0,51.0,44.049957,12.0,39.0,6.0,2.0,5.0,0.0,3.0,-5.44
3.2049999,-6.7248201,15.808495,-0.20775633,0.094570205,0.4454231,-0.42436275,0.56419307,9.1455841,0.1317272,-7.4508758,12.961291,0.19607843,2.0665939,-0.46597359,2.7205365,-0.31008148,12.092042,13.340572,0.054467738,18.530237,0.074417189,176.52144,220.29475,-2.450285,0.39958504,125.11412,-2.7058141,0.76024234,3.7449079,12.007167,0.23975764,9171.0,19.41544,81.251015,0.44444445,-3.6908646,0.80000001,2.0,23.157793,83.905281,712.93298,3.6908646,24.263365,82.0,154.17319,119.10158,27.233475,19.878769,11.142301,250.0,37.664196,3.0,170.10106,19.781424,0.24573661,144.67685,825.81348,18.0,77.697189,113.12415,81.401527,45.38982,88.215919,4.0,6.0,6.0,6.0,32.0,7.0,6.7279205,28.0,1.0,53.0,3.0,6.0,51.0,44.049957,13.0,38.0,7.0,2.0,4.0,0.0,2.0,-5.06
5.3109999,-8.4865999,0.0,-0.20490211,0.093999788,0.40166497,-0.41734713,0.51377606,6.0808015,0.1153142,-8.0817919,11.616161,0.25490198,2.0778131,-0.43315405,2.8739629,-0.28074476,14.115499,14.403522,0.047520302,19.856771,0.082825914,92.766678,226.42087,-2.5606611,0.35705984,67.397217,-2.8163137,0.87413859,3.722806,17.643185,0.12586139,9111.0,19.81624,0.0,0.375,-3.3160367,0.60000002,2.0,22.527679,81.401527,717.00897,3.3160367,24.119207,82.0,143.17329,125.39392,28.10372,20.25104,11.143973,252.0,37.827335,3.0,159.10117,20.082888,0.24573661,123.7506,833.67957,16.0,77.697189,92.197891,81.401527,45.38982,0.0,4.0,0.0,0.0,6.0,33.0,6.0,6.7279205,28.0,1.0,53.0,3.0,6.0,51.0,44.049957,12.0,39.0,6.0,2.0,5.0,0.0,3.0,-6.2
3.9030001,-7.08358,0.0,-0.20350605,0.09640152,0.39110526,-0.4153007,0.50577575,6.0807753,0.113923,-7.1944671,13.030754,0.098039217,2.0778131,-0.43169254,2.7371376,-0.27554789,13.115499,13.403522,0.042950079,19.434122,0.074841425,95.270432,169.81564,-2.5173922,0.34901285,67.397217,-2.766778,0.87060034,3.722806,17.643185,0.12939966,9111.0,19.513041,0.0,0.375,-3.6698098,0.60000002,2.0,22.527679,83.905281,718.98096,3.6698098,24.119207,82.0,154.17319,123.10234,27.396612,19.976748,11.143973,252.0,37.827335,3.0,170.10106,19.808201,0.24573661,165.6031,825.81348,16.0,77.697189,134.05042,81.401527,45.38982,0.0,4.0,0.0,0.0,6.0,32.0,7.0,6.7279205,28.0,1.0,53.0,3.0,6.0,51.0,44.049957,13.0,38.0,7.0,2.0,4.0,0.0,2.0,-5.07
