logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,h_log_pbo,GCUT_SMR_2,h_logS,h_ema,rsynth,balabanJ,BCUT_PEOE_1,BCUT_SLOGP_3,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,chi1v,PEOE_RPC+,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,BCUT_PEOE_0,PEOE_VSA_FPOS,VDistEq,SlogP_VSA4,PEOE_VSA_FNEG,weinerPath,SMR,PEOE_VSA-0,petitjean,PEOE_PC-,petitjeanSC,lip_violation,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,weinerPol,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,zagreb,chi0,opr_violation,SlogP_VSA2,mr,VAdjEq,SMR_VSA6,vdw_vol,diameter,vsa_other,SlogP_VSA3,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,VAdjMa,opr_brigid,h_pstates,b_heavy,rings,a_nN,a_heavy,SlogP_VSA1,lip_acc,a_nC,a_acc,opr_nring,ast_violation_ext,PEOE_VSA-3,ast_violation,logPapp
2.737,-6.9941001,4.5197463,-0.20777979,0.093238376,0.44607106,-0.42381904,0.5654912,9.3695087,0.13625641,-7.4289021,13.217268,0.12244898,2.0038559,-0.47606245,2.720206,-0.27641824,10.608879,11.763222,0.043255255,17.614021,0.073368728,156.46938,202.22275,-2.4495955,0.40008608,125.11412,-2.7041838,0.77872217,3.7765975,7.5963712,0.22127783,8427.0,18.53384,31.616989,0.35294119,-3.7435853,0.54545456,2.0,21.639183,83.905281,705.297,3.7435853,23.263365,80.0,154.17319,111.33403,24.819262,18.950304,11.016622,242.0,36.249985,3.0,170.10106,18.92972,0.25355992,126.23727,789.13782,17.0,77.697189,94.68457,81.401527,43.404846,70.572739,4.0,6.0,6.0,6.0,30.0,7.0,6.6724253,28.0,1.0,51.0,3.0,6.0,49.0,44.049957,13.0,35.0,7.0,2.0,4.0,0.0,2.0,-5.25
4.658,-8.4108801,4.5197463,-0.21055444,0.091755398,0.47899956,-0.43306455,0.60608077,9.3696642,0.15176103,-8.4394369,11.864602,0.14,2.0039716,-0.50640458,2.7203338,-0.28242287,12.315986,13.470329,0.048242357,18.624205,0.080850787,153.96561,258.82797,-2.4517844,0.43501821,67.397217,-2.7082875,0.78726113,3.8090384,7.5963712,0.21273887,8951.0,19.29874,31.616989,0.35294119,-3.3971481,0.54545456,2.0,22.395555,81.401527,717.35199,3.3971481,23.763365,81.0,143.17329,116.7192,26.233475,19.678999,11.074124,246.0,36.957088,3.0,159.10117,19.673239,0.24958064,105.31101,815.53137,17.0,77.697189,73.758316,81.401527,44.39719,70.572739,5.0,6.0,6.0,6.0,32.0,6.0,6.7004399,28.0,1.0,52.0,3.0,6.0,50.0,44.049957,12.0,37.0,6.0,2.0,5.0,0.0,3.0,-5.27
4.6069999,-8.61936,4.5197463,-0.21444173,0.09172453,0.55860156,-0.46510357,0.72624034,12.434483,0.17548427,-9.0049267,11.855335,0.17307693,1.682024,-0.54221195,2.7202232,-0.3676748,12.373116,14.487967,0.059354935,18.681335,0.080823585,233.00809,308.87823,-2.4488726,0.54762745,67.397217,-2.7031779,0.67999882,3.8282547,10.781946,0.32000118,9866.0,19.89464,110.65946,0.35294119,-3.3982913,0.54545456,2.0,22.0741,81.401527,737.34198,3.3982913,24.781004,85.0,143.17329,117.57203,27.225039,20.319963,11.188786,262.0,37.948654,3.0,159.10117,20.31951,0.24540348,86.871437,844.59198,17.0,77.697189,55.318733,81.401527,44.711407,158.78867,4.0,12.0,12.0,6.0,34.0,6.0,6.7813597,34.0,1.0,55.0,4.0,6.0,52.0,44.049957,12.0,39.0,6.0,3.0,5.0,0.0,3.0,-5.48
4.9640002,-9.0258303,4.5197463,-0.21415976,0.091755375,0.52438271,-0.45360589,0.66573596,9.3696547,0.16620976,-8.8207788,11.863955,0.17307693,1.6818434,-0.54210871,2.8738699,-0.31107983,13.333624,14.487967,0.054603275,19.641842,0.080850765,153.96561,296.56479,-2.559839,0.48548892,67.397217,-2.8153405,0.78855163,3.8282547,12.007167,0.21144836,9866.0,20.00374,31.616989,0.35294119,-3.3971491,0.54545456,2.0,22.0741,81.401527,743.38995,3.3971491,24.781004,85.0,143.17329,121.57278,27.225039,20.417938,11.188786,262.0,37.948654,3.0,159.10117,20.393894,0.24540348,105.31101,844.59198,17.0,77.697189,73.758316,81.401527,44.711407,70.572739,4.0,6.0,6.0,6.0,34.0,6.0,6.7813597,34.0,1.0,55.0,4.0,6.0,52.0,44.049957,12.0,39.0,6.0,3.0,5.0,0.0,3.0,-6.01
3.556,-7.6228099,4.5197463,-0.2134409,0.094316877,0.51186287,-0.43945274,0.64661509,9.369628,0.16567659,-7.9334254,13.27855,0.01923077,1.6818434,-0.53672433,2.7350373,-0.28829625,12.333624,13.487967,0.053223107,19.219193,0.073225223,156.46938,239.95956,-2.5149117,0.4699364,67.397217,-2.7634068,0.78487533,3.8282547,12.007167,0.21512465,9866.0,19.700541,31.616989,0.35294119,-3.7509222,0.54545456,2.0,22.0741,83.905281,745.362,3.7509222,24.781004,85.0,154.17319,119.2812,26.517933,20.143646,11.188786,262.0,37.948654,3.0,170.10106,20.115875,0.24540348,147.16353,836.72589,17.0,77.697189,115.61083,81.401527,44.711407,70.572739,4.0,6.0,6.0,6.0,33.0,7.0,6.7813597,34.0,1.0,55.0,4.0,6.0,52.0,44.049957,13.0,38.0,7.0,3.0,5.0,0.0,3.0,-5.39
4.151,-8.2263098,4.5197463,-0.20368895,0.093238346,0.44526747,-0.41615567,0.56323957,9.369504,0.1336821,-8.3508472,13.215725,0.11538462,2.0689585,-0.46906945,2.720299,-0.2756255,12.002726,13.157069,0.043232564,19.007868,0.073368706,156.46938,221.09116,-2.4526021,0.40001911,125.11412,-2.7081392,0.7926302,3.7835388,12.007167,0.20736979,9720.0,19.91194,31.616989,0.35294119,-3.7435865,0.54545456,2.0,23.283419,83.905281,747.37799,3.7435865,24.657213,84.0,154.17319,120.61478,27.10372,20.313459,11.196103,256.0,38.534439,3.0,170.10106,20.310749,0.24202083,126.23727,844.72028,17.0,77.697189,94.68457,81.401527,46.382717,70.572739,4.0,6.0,6.0,6.0,33.0,7.0,6.7548876,28.0,1.0,54.0,3.0,6.0,52.0,44.049957,13.0,38.0,7.0,2.0,5.0,0.0,3.0,-5.34
4.6950002,-8.68083,20.328241,-0.21436951,0.090979598,0.55932522,-0.46390182,0.7243048,12.434577,0.17548649,-9.1874065,11.861801,0.18867925,1.6660932,-0.5421859,2.7202094,-0.3677358,12.873116,14.987967,0.059210651,19.181335,0.080167189,235.21663,309.30707,-2.4495332,0.54497176,67.397217,-2.7044022,0.68382996,3.8827219,10.781946,0.31617004,10537.0,20.36084,112.868,0.3888889,-3.4261162,0.63636363,2.0,22.811941,81.401527,751.36896,3.4261162,25.281004,86.0,143.17329,120.66561,27.932146,20.774361,11.240277,266.0,38.655762,3.0,159.10117,20.788637,0.24170427,105.31101,863.11945,18.0,77.697189,73.758316,81.401527,45.698978,158.78867,4.0,12.0,12.0,6.0,35.0,6.0,6.8073549,34.0,1.0,56.0,4.0,6.0,53.0,44.049957,12.0,40.0,6.0,3.0,5.0,0.0,3.0,-5.65
6.072,-9.6430902,4.5197463,-0.20513859,0.091755368,0.47819367,-0.418845,0.60438347,9.3696594,0.15046819,-9.3612165,11.863076,0.13207547,2.0721929,-0.50282151,2.720598,-0.28087097,13.709832,14.864176,0.048191737,20.018051,0.080850758,153.96561,277.69638,-2.4571548,0.43492794,67.397217,-2.7150922,0.80034441,3.8100286,12.007167,0.19965561,10273.0,20.67684,31.616989,0.35294119,-3.3971493,0.54545456,3.0,24.0448,81.401527,759.43298,3.3971493,25.157213,85.0,143.17329,125.99996,28.517933,21.042154,11.250922,260.0,39.241547,4.0,159.10117,21.050636,0.23842676,105.31101,871.11383,17.0,77.697189,73.758316,81.401527,47.375866,70.572739,5.0,6.0,6.0,6.0,35.0,6.0,6.7813597,28.0,1.0,55.0,3.0,6.0,53.0,44.049957,12.0,40.0,6.0,2.0,5.0,0.0,3.0,-7.39
5.1370001,-8.8825998,4.5197463,-0.21435401,0.090917476,0.55953133,-0.46371672,0.7239238,12.434605,0.17548184,-9.4957809,11.863728,0.2037037,1.6482099,-0.54218268,2.7202187,-0.36774322,13.373116,15.487967,0.059188575,19.681335,0.08011245,235.21663,328.17548,-2.450202,0.54488623,67.397217,-2.705617,0.69040853,3.9454176,10.781946,0.30959147,11261.0,20.82254,112.868,0.42105263,-3.428457,0.72727275,2.0,23.555555,81.401527,765.396,3.428457,25.781004,87.0,143.17329,123.7592,28.639254,21.22875,11.289298,270.0,39.362869,3.0,159.10117,21.257441,0.23812568,105.31101,881.64691,19.0,77.697189,73.758316,81.401527,46.686981,158.78867,4.0,12.0,12.0,6.0,36.0,6.0,6.83289,34.0,1.0,57.0,4.0,6.0,54.0,44.049957,12.0,41.0,6.0,3.0,5.0,0.0,3.0,-6.0
4.3909998,-8.6961803,12.978266,-0.21351403,0.088191099,0.54945505,-0.50618392,0.7469303,12.621428,0.16862383,-9.0540123,12.776558,0.2037037,1.6482099,-0.55295187,2.7202055,-0.35670331,12.519563,14.579719,0.060248278,19.320581,0.073777512,156.46938,290.43866,-2.4494967,0.53456169,89.455688,-2.7040002,0.79383707,3.9454176,7.5963712,0.20616291,11261.0,20.53994,31.616989,0.42105263,-3.7228429,0.72727275,2.0,23.555555,83.905281,767.36798,3.7228429,25.781004,87.0,143.17329,121.46761,27.932146,20.979548,11.289298,270.0,39.362869,3.0,159.10117,20.975294,0.23812568,126.23727,873.78082,19.0,77.697189,94.68457,81.401527,46.686981,158.78867,4.0,12.0,12.0,6.0,35.0,7.0,6.83289,34.0,1.0,57.0,4.0,6.0,54.0,44.049957,13.0,40.0,7.0,3.0,5.0,0.0,3.0,-6.3
3.112,-7.2126498,24.819252,-0.2077949,0.081753783,0.44605199,-0.44535145,0.66801524,11.768976,0.17015488,-8.7454996,13.949718,0.2037037,1.6490916,-0.48424804,2.7202184,-0.27641085,12.039783,13.487967,0.043255039,19.511614,0.072037809,163.38666,274.38828,-2.450182,0.40021077,101.29668,-2.7054892,0.78632259,3.9455156,10.781946,0.21367742,11260.0,20.527241,31.616989,0.42105263,-3.8127494,0.72727275,2.0,22.962986,90.822563,769.388,3.8127494,25.67485,86.0,143.17329,122.4392,27.517933,21.064297,11.289133,272.0,39.526005,3.0,159.10117,20.958773,0.23812568,105.31101,871.1347,19.0,77.697189,73.758316,81.401527,46.686981,105.00145,4.0,11.0,11.0,6.0,34.0,6.0,6.83289,33.0,1.0102092,57.0,4.0,8.0,54.0,62.489536,14.0,39.0,7.0,3.0,5.0,9.4210396,3.0,-5.56
2.763,-7.3523402,20.328241,-0.21347037,0.080148034,0.51194966,-0.4424518,0.64669627,10.383321,0.16727512,-8.2557812,13.876746,0.018518519,1.6547699,-0.53679729,2.7202194,-0.28843567,12.462432,13.671471,0.053229753,19.830837,0.068853073,167.53253,258.82797,-2.4506221,0.46995106,67.397217,-2.7065532,0.77997863,3.9293435,7.5963712,0.22002138,11212.0,20.389339,31.616989,0.3888889,-3.9891045,0.63636363,2.0,22.962986,94.968445,772.388,3.9891045,25.691687,87.0,167.03551,122.80799,27.225039,20.896242,11.290783,272.0,39.526005,3.0,182.96339,20.80405,0.23812568,147.44896,866.62451,18.0,90.646713,110.63747,94.968445,46.686981,70.572739,4.0,6.0,6.0,7.0,33.0,7.0,6.83289,33.0,1.0,57.0,4.0,7.0,54.0,52.433056,14.0,39.0,7.0,3.0,4.0,0.0,2.0,-6.44
6.0209999,-9.8515701,4.5197463,-0.20984447,0.0917245,0.55397338,-0.45250112,0.71167278,12.434478,0.17271063,-9.9268684,11.85382,0.16363636,1.7396655,-0.54205489,2.7203331,-0.36714864,13.766962,15.881814,0.055470534,20.075182,0.080823563,233.00809,327.74664,-2.4510396,0.54381305,67.397217,-2.7062349,0.69956654,3.8237853,15.192742,0.30043343,11237.0,21.272739,110.65946,0.35294119,-3.3982925,0.54545456,3.0,23.700937,81.401527,779.42297,3.3982925,26.17485,89.0,143.17329,126.85278,29.509497,21.683119,11.359673,276.0,40.233112,4.0,159.10117,21.699144,0.23466173,86.871437,900.17438,17.0,77.697189,55.318733,81.401527,47.675388,158.78867,4.0,12.0,12.0,6.0,37.0,6.0,6.8579812,34.0,1.0,58.0,4.0,6.0,55.0,44.049957,12.0,42.0,6.0,3.0,5.0,0.0,3.0,-6.63
4.2719998,-8.4962597,20.328241,-0.21333686,0.092536554,0.54943579,-0.44358322,0.70723212,12.434432,0.16726649,-9.1116886,13.207558,0.10909091,1.7355506,-0.53682041,2.7202053,-0.35645682,12.704014,14.818865,0.05757045,19.709156,0.072819114,237.72038,309.30707,-2.4496655,0.51588553,125.11412,-2.7043238,0.69317228,3.8294306,10.781946,0.30682772,11277.0,20.981039,112.868,0.3888889,-3.7719779,0.63636363,2.0,24.304758,83.905281,781.39496,3.7719779,26.319008,89.0,154.17319,124.5612,28.639254,21.408825,11.360021,274.0,40.069973,3.0,170.10106,21.460594,0.23466173,126.23727,892.30829,18.0,77.697189,94.68457,81.401527,47.675388,158.78867,4.0,12.0,12.0,6.0,36.0,7.0,6.8579812,34.0,1.0,58.0,4.0,6.0,55.0,44.049957,13.0,41.0,7.0,3.0,5.0,0.0,3.0,-5.94
6.3779998,-10.25804,4.5197463,-0.20981474,0.091755345,0.52374506,-0.44049484,0.66222548,9.3696499,0.1661963,-9.7425747,11.862431,0.16363636,1.7394937,-0.54194874,2.8739629,-0.30934936,14.72747,15.881814,0.05253033,21.03569,0.080850743,153.96561,315.43317,-2.5606508,0.48370337,67.397217,-2.8162937,0.80148149,3.8237853,16.417963,0.19851851,11237.0,21.38184,31.616989,0.35294119,-3.39715,0.54545456,3.0,23.700937,81.401527,785.47101,3.39715,26.17485,89.0,143.17329,130.85355,29.509497,21.781096,11.359673,276.0,40.233112,4.0,159.10117,21.770584,0.23466173,105.31101,900.17438,17.0,77.697189,73.758316,81.401527,47.675388,70.572739,4.0,6.0,6.0,6.0,37.0,6.0,6.8579812,34.0,1.0,58.0,4.0,6.0,55.0,44.049957,12.0,42.0,6.0,3.0,5.0,0.0,3.0,-7.1
4.9699998,-8.8550196,4.5197463,-0.20669444,0.094316848,0.51101047,-0.42003781,0.64542383,9.3696232,0.16566184,-8.8552494,13.277022,0.018181818,1.7394937,-0.53654462,2.7371328,-0.28597766,13.72747,14.881814,0.052340947,20.613039,0.0732252,156.46938,258.82797,-2.5173314,0.46981981,67.397217,-2.7666242,0.79804367,3.8237853,16.417963,0.20195635,11237.0,21.07864,31.616989,0.35294119,-3.7509232,0.54545456,2.0,23.700937,83.905281,787.44299,3.7509232,26.17485,89.0,154.17319,128.56197,28.802389,21.506804,11.359673,276.0,40.233112,3.0,170.10106,21.495146,0.23466173,147.16353,892.30829,17.0,77.697189,115.61083,81.401527,47.675388,70.572739,4.0,6.0,6.0,6.0,36.0,7.0,6.8579812,34.0,1.0,58.0,4.0,6.0,55.0,44.049957,13.0,41.0,7.0,3.0,5.0,0.0,3.0,-5.22
6.1929998,-9.9130402,20.328241,-0.21422301,0.090994887,0.55639458,-0.46427879,0.72119147,12.434587,0.17545751,-10.121844,11.855056,0.125,1.7400299,-0.54219431,2.7203321,-0.36701322,14.41112,16.525972,0.058386516,20.719339,0.080183573,235.21663,365.91229,-2.4519212,0.54320556,67.397217,-2.7085679,0.70277721,3.8479035,10.781946,0.29722276,11864.0,21.745939,112.868,0.3888889,-3.4255407,0.63636363,3.0,25.059376,81.401527,793.45001,3.4255407,26.819008,90.0,143.17329,129.94638,30.053467,22.13752,11.412768,278.0,40.777081,4.0,159.10117,22.201136,0.23130681,105.31101,918.70184,18.0,77.697189,73.758316,81.401527,48.664177,158.78867,5.0,12.0,12.0,6.0,38.0,6.0,6.8826432,34.0,1.0,59.0,4.0,6.0,56.0,44.049957,12.0,43.0,6.0,3.0,5.0,0.0,3.0,-8.04
6.1090002,-9.9130402,20.328241,-0.20982328,0.090979569,0.55378598,-0.45014378,0.71117884,12.434572,0.17271015,-10.109236,11.860278,0.17857143,1.7257797,-0.54202896,2.7203054,-0.36735687,14.266962,16.381813,0.055281132,20.575182,0.080167159,235.21663,328.17548,-2.4524667,0.5413444,67.397217,-2.7085595,0.70277721,3.8727674,15.192742,0.29722276,11946.0,21.738939,112.868,0.3888889,-3.4261174,0.63636363,3.0,24.444445,81.401527,793.45001,3.4261174,26.67485,90.0,143.17329,129.94638,30.216602,22.137518,11.408988,280.0,40.940216,4.0,159.10117,22.16736,0.23130681,105.31101,918.70184,18.0,77.697189,73.758316,81.401527,48.664177,158.78867,4.0,12.0,12.0,6.0,38.0,6.0,6.8826432,34.0,1.0,59.0,4.0,6.0,56.0,44.049957,12.0,43.0,6.0,3.0,5.0,0.0,3.0,-5.36
6.5510001,-10.11481,4.5197463,-0.20982237,0.090917453,0.55375624,-0.44985515,0.71140283,12.4346,0.17270641,-10.417576,11.862203,0.19298245,1.7097065,-0.54202574,2.7203238,-0.36738381,14.766962,16.881813,0.055261955,21.075182,0.080112427,235.21663,347.04388,-2.4539368,0.54126704,67.397217,-2.710803,0.7085982,3.9315438,15.192742,0.29140177,12711.0,22.20064,112.868,0.42105263,-3.4284582,0.72727275,3.0,25.193336,81.401527,807.47699,3.4284582,27.17485,91.0,143.17329,133.03996,30.92371,22.591908,11.455861,284.0,41.647324,4.0,159.10117,22.635307,0.22805569,105.31101,937.22931,19.0,77.697189,73.758316,81.401527,49.653332,158.78867,4.0,12.0,12.0,6.0,39.0,6.0,6.9068904,34.0,1.0,60.0,4.0,6.0,57.0,44.049957,12.0,44.0,6.0,3.0,5.0,0.0,3.0,-7.97
5.8049998,-9.9283895,12.978266,-0.21007022,0.088191077,0.54935771,-0.50614142,0.71159744,12.621424,0.1686177,-9.9760008,12.775023,0.19298245,1.7097065,-0.55284482,2.7202983,-0.3561708,13.913409,15.973565,0.053609964,20.714428,0.073777489,156.46938,309.30707,-2.4523869,0.53420985,89.455688,-2.7077935,0.80596203,3.9315438,12.007167,0.19403797,12711.0,21.918039,31.616989,0.42105263,-3.7228441,0.72727275,2.0,25.193336,83.905281,809.44897,3.7228441,27.17485,91.0,143.17329,130.74837,30.216602,22.342703,11.455861,284.0,41.647324,4.0,159.10117,22.355808,0.22805569,126.23727,929.36322,19.0,77.697189,94.68457,81.401527,49.653332,158.78867,4.0,12.0,12.0,6.0,38.0,7.0,6.9068904,34.0,1.0,60.0,4.0,6.0,57.0,44.049957,13.0,43.0,7.0,3.0,5.0,0.0,3.0,-7.56
4.526,-8.4448605,24.819252,-0.20371848,0.081753761,0.4452444,-0.43148145,0.66661924,11.768971,0.17014658,-9.6672945,13.948192,0.19298245,1.7105852,-0.48418733,2.7203233,-0.2756176,13.433629,14.881814,0.043227453,20.90546,0.072037786,163.38666,293.25668,-2.4538937,0.40017286,101.29668,-2.7105753,0.79880154,3.9316275,15.192742,0.20119846,12710.0,21.90534,31.616989,0.42105263,-3.8127503,0.72727275,2.0,24.589926,90.822563,811.46899,3.8127503,27.068697,90.0,143.17329,131.71996,29.802389,22.427454,11.455715,286.0,41.810463,4.0,159.10117,22.339893,0.22805569,105.31101,926.71716,19.0,77.697189,73.758316,81.401527,49.653332,105.00145,4.0,11.0,11.0,6.0,37.0,6.0,6.9068904,33.0,1.010209,60.0,4.0,8.0,57.0,62.489536,14.0,42.0,7.0,3.0,5.0,9.4210396,3.0,-5.52
6.1420002,-10.12152,20.328241,-0.21605732,0.090964526,0.58116305,-0.50625503,0.75558299,15.499406,0.1918463,-10.687778,11.845808,0.15517241,1.5201805,-0.55295038,2.7202225,-0.39041704,14.46825,17.54361,0.060335387,20.77647,0.080156818,314.25909,415.96259,-2.4489236,0.66139501,67.397217,-2.7032847,0.60510224,3.8534377,13.967521,0.39489776,12887.0,22.341841,191.91048,0.3888889,-3.4266839,0.63636363,3.0,24.740761,81.401527,813.44,3.4266839,27.836647,94.0,143.17329,130.79919,31.045031,22.778484,11.516699,294.0,41.768646,4.0,159.10117,22.843071,0.2277095,86.871437,947.76245,18.0,77.697189,55.318733,81.401527,49.022373,247.00458,4.0,18.0,18.0,6.0,40.0,6.0,6.9541965,40.0,1.0,62.0,5.0,6.0,58.0,44.049957,12.0,45.0,6.0,4.0,5.0,0.0,3.0,-8.11
4.177,-8.5845499,20.328241,-0.2067042,0.080148011,0.51114643,-0.42164636,0.64555615,10.383316,0.16726297,-9.1776104,13.875223,0.01754386,1.7161604,-0.53661519,2.7203252,-0.28612515,13.856279,15.065317,0.053158138,21.224684,0.06885305,167.53253,277.69638,-2.454834,0.46983764,67.397217,-2.7123826,0.79287899,3.9160769,12.007167,0.20712103,12659.0,21.767441,31.616989,0.3888889,-3.9891057,0.63636363,2.0,24.589926,94.968445,814.46899,3.9891057,27.085535,91.0,167.03551,132.08875,29.509497,22.259398,11.457216,286.0,41.810463,3.0,182.96339,22.184685,0.22805569,147.44896,922.20697,18.0,90.646713,110.63747,94.968445,49.653332,70.572739,4.0,6.0,6.0,7.0,36.0,7.0,6.9068904,33.0,1.0,60.0,4.0,7.0,57.0,52.433056,14.0,42.0,7.0,3.0,5.0,0.0,3.0,-5.68
6.4990001,-10.52799,20.328241,-0.21605732,0.090994865,0.56385905,-0.48357451,0.71412933,12.434578,0.16728106,-10.503246,11.85441,0.15517241,1.5200447,-0.55293483,2.8738599,-0.38783601,15.428759,17.54361,0.059105992,21.736979,0.080183551,235.21663,403.64911,-2.5599105,0.59805173,67.397217,-2.8154211,0.70442694,3.8534377,15.192742,0.29557306,12887.0,22.450939,112.868,0.3888889,-3.4255414,0.63636363,3.0,24.740761,81.401527,819.48798,3.4255414,27.836647,94.0,143.17329,134.79996,31.045031,22.876459,11.516699,294.0,41.768646,4.0,159.10117,22.920092,0.2277095,105.31101,947.76245,18.0,77.697189,73.758316,81.401527,49.022373,158.78867,4.0,12.0,12.0,6.0,40.0,6.0,6.9541965,40.0,1.0,62.0,5.0,6.0,58.0,44.049957,12.0,45.0,6.0,4.0,5.0,0.0,3.0,-8.61
5.0910001,-9.1249704,20.328241,-0.21515201,0.093608312,0.56001216,-0.48189881,0.71455145,12.434551,0.16674313,-9.6159592,13.26898,0.017241379,1.5200447,-0.54754341,2.7350068,-0.37738031,14.428759,16.54361,0.058321789,21.314327,0.072677754,237.72038,347.04388,-2.5150821,0.57011604,67.397217,-2.7636483,0.70097834,3.8534377,15.192742,0.29902166,12887.0,22.147739,112.868,0.3888889,-3.7793145,0.63636363,2.0,24.740761,83.905281,821.45996,3.7793145,27.836647,94.0,154.17319,132.50838,30.337923,22.602167,11.516699,294.0,41.768646,3.0,170.10106,22.644419,0.2277095,147.16353,939.89636,18.0,77.697189,115.61083,81.401527,49.022373,158.78867,4.0,12.0,12.0,6.0,39.0,7.0,6.9541965,40.0,1.0,62.0,5.0,6.0,58.0,44.049957,13.0,44.0,7.0,4.0,5.0,0.0,3.0,-6.0
6.23,-10.18299,36.136734,-0.21605732,0.090231836,0.58010209,-0.50622815,0.75054806,15.4995,0.191845,-10.869949,11.852261,0.16949153,1.5099474,-0.55294919,2.7202086,-0.38992372,14.96825,18.04361,0.060124181,21.27647,0.079511188,316.46765,416.39139,-2.4496017,0.66079652,67.397217,-2.7045498,0.61007285,3.8928797,13.967521,0.38992712,13639.0,22.808041,194.11902,0.3888889,-3.4545088,0.63636363,3.0,25.478907,81.401527,827.46698,3.4545088,28.336647,95.0,143.17329,133.89279,31.752136,23.232882,11.564451,298.0,42.47575,4.0,159.10117,23.311859,0.22457284,105.31101,966.28992,18.0,77.697189,73.758316,81.401527,50.00655,247.00458,4.0,18.0,18.0,6.0,41.0,6.0,6.9772801,40.0,1.0,63.0,5.0,6.0,59.0,44.049957,12.0,46.0,6.0,4.0,5.0,0.0,3.0,-6.12
5.5310001,-10.37414,20.328241,-0.21347436,0.092536554,0.54944509,-0.43880886,0.72540855,14.651991,0.1672684,-10.595251,13.207127,0.10169491,1.5010828,-0.53676295,2.7202053,-0.35652614,14.108714,16.785191,0.058944643,21.113857,0.072819114,273.75446,344.59344,-2.4496641,0.51657188,125.11412,-2.7043211,0.66236597,3.9324439,10.781946,0.337634,13731.0,22.73164,148.90207,0.44999999,-3.7719779,0.81818181,2.0,24.896551,83.905281,831.45496,3.7719779,28.285336,98.0,154.17319,132.93478,31.208166,23.014629,11.558576,300.0,42.638889,4.0,170.10106,23.081102,0.22457284,126.23727,958.42383,20.0,77.697189,94.68457,81.401527,50.00655,199.22096,4.0,17.0,16.0,6.0,40.0,7.0,6.9772801,39.0,1.0,63.0,5.0,6.0,59.0,44.049957,13.0,45.0,7.0,4.0,5.0,0.0,3.0,-7.82
6.6719999,-10.38476,20.328241,-0.21605732,0.090170734,0.57986456,-0.50622004,0.74958092,15.499528,0.19184221,-11.178231,11.854183,0.18333334,1.4977347,-0.55294901,2.7202179,-0.38984922,15.46825,18.54361,0.060104828,21.77647,0.079457343,316.46765,435.2598,-2.4502897,0.6608423,67.397217,-2.7058074,0.61752278,3.9437833,13.967521,0.38247722,14450.0,23.269739,194.11902,0.42105263,-3.4568496,0.72727275,3.0,26.222221,81.401527,841.49396,3.4568496,28.836647,96.0,143.17329,136.98637,32.459244,23.687271,11.609831,302.0,43.182858,4.0,159.10117,23.78035,0.22152956,105.31101,984.81738,19.0,77.697189,73.758316,81.401527,50.991211,247.00458,4.0,18.0,18.0,6.0,42.0,6.0,7.0,40.0,1.0,64.0,5.0,6.0,60.0,44.049957,12.0,47.0,6.0,4.0,5.0,0.0,3.0,-8.47
5.9260001,-10.19834,28.78676,-0.21517436,0.087523594,0.58549243,-0.52592599,0.7632736,15.686351,0.18410669,-10.736901,12.766889,0.18333334,1.4977347,-0.58533853,2.7202048,-0.40785968,14.614697,17.635361,0.060715474,21.415716,0.073221765,237.72038,397.52301,-2.4495642,0.64003873,89.455688,-2.704134,0.71241564,3.9437833,10.781946,0.28758439,14450.0,22.987141,112.868,0.42105263,-3.7512355,0.72727275,3.0,26.222221,83.905281,843.466,3.7512355,28.836647,96.0,143.17329,134.69479,31.752136,23.438068,11.609831,302.0,43.182858,4.0,159.10117,23.5005,0.22152956,126.23727,976.95129,19.0,77.697189,94.68457,81.401527,50.991211,247.00458,4.0,18.0,18.0,6.0,41.0,7.0,7.0,40.0,1.0,64.0,5.0,6.0,60.0,44.049957,13.0,46.0,7.0,4.0,5.0,0.0,3.0,-8.36
4.6469998,-8.7148104,40.627747,-0.21336263,0.081149481,0.54943395,-0.45115584,0.71104884,14.833899,0.17592046,-10.427951,13.940164,0.18333334,1.4984649,-0.53681731,2.7202177,-0.35645148,14.134917,16.54361,0.057530817,21.606749,0.071507923,244.63766,381.4726,-2.4502692,0.51573348,101.29668,-2.7056751,0.70606774,3.9438546,13.967521,0.29393226,14449.0,22.97444,112.868,0.42105263,-3.8411417,0.72727275,2.0,25.629648,90.822563,845.48596,3.8411417,28.730494,95.0,143.17329,135.66637,31.337923,23.522818,11.609699,304.0,43.345997,4.0,159.10117,23.487972,0.22152956,105.31101,974.30518,19.0,77.697189,73.758316,81.401527,50.991211,193.21738,4.0,17.0,17.0,6.0,40.0,6.0,7.0,39.0,1.0102075,64.0,5.0,8.0,60.0,62.489536,14.0,45.0,7.0,4.0,5.0,9.4210396,3.0,-6.11
