logP(o/w),logS,SlogP,GCUT_PEOE_1,PEOE_VSA+1,GCUT_PEOE_0,h_logD,h_logP,GCUT_SMR_1,PEOE_RPC-,PEOE_VSA+0,density,GCUT_SLOGP_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,a_ICM,h_log_pbo,GCUT_SMR_2,h_logS,PEOE_VSA_FPNEG,h_ema,rsynth,BCUT_SMR_3,balabanJ,BCUT_SLOGP_0,BCUT_PEOE_1,SMR_VSA3,BCUT_SLOGP_3,PEOE_VSA_POS,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,GCUT_SMR_3,KierFlex,PEOE_VSA+2,a_IC,chi1v,h_emd_C,BCUT_PEOE_3,GCUT_SLOGP_2,h_emd,PEOE_RPC+,KierA2,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,KierA3,KierA1,BCUT_PEOE_0,SMR_VSA1,PEOE_VSA_FPOS,GCUT_SLOGP_3,PEOE_VSA_FPPOS,SlogP_VSA9,VDistEq,vsa_pol,SlogP_VSA5,chi0v,SlogP_VSA4,PEOE_VSA_FNEG,PEOE_VSA_FHYD,SlogP_VSA8,bpol,b_rotR,weinerPath,opr_nrot,SMR,PEOE_VSA-0,Kier3,petitjean,PEOE_PC-,petitjeanSC,SMR_VSA7,GCUT_PEOE_3,lip_violation,b_1rotR,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,b_single,weinerPol,PEOE_VSA_FPOL,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,PEOE_VSA_PNEG,vsa_hyd,PEOE_VSA_HYD,zagreb,chi0,opr_violation,SlogP_VSA2,a_nH,TPSA,chi0v_C,mr,VAdjEq,b_count,SMR_VSA6,vdw_vol,diameter,h_pKb,a_count,PEOE_VSA_POL,PEOE_VSA+4,vsa_other,Q_VSA_HYD,SlogP_VSA3,b_1rotN,vdw_area,Q_VSA_POS,b_rotN,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,h_pavgQ,VAdjMa,opr_brigid,h_pstates,b_heavy,PEOE_VSA_PPOS,rings,a_nN,a_heavy,SlogP_VSA1,h_pstrain,lip_acc,a_donacc,a_nC,a_acc,SMR_VSA4,opr_nring,ast_violation_ext,PEOE_VSA-3,radius,ast_violation,logPapp
5.8920002,-10.08766,4.72964,-0.37309346,15.808495,-0.84117544,7.7027826,7.7027826,-0.21437773,0.092337459,246.31029,0.77322674,-0.33082047,0.57985497,-0.46104938,0.71660882,1.4546942,14.42825,0.16313666,-10.521221,0.11693565,11.608288,0.22413793,3.0039055,1.4647896,-2.8492229,-0.5304116,22.299025,2.7197335,502.01117,-0.39306924,15.405137,18.175802,0.05958816,3.5390038,13.680173,94.797981,174.56329,21.14641,19.601242,2.7499235,0.065393895,24.606623,0.081364147,19.972343,291.30276,381.53387,-2.4503741,0.54226393,67.397217,11.476627,39.727436,-2.7060049,12.497255,0.63280267,3.2552903,0.09794002,133.30406,3.9598272,92.766678,70.633995,34.952793,10.781946,0.36719733,0.78512436,132.07884,82.76683,0.19354838,13385.0,23.0,22.53834,198.53609,14.254545,0.5,-3.3757346,1.0,166.20125,3.3005314,2.0,0.19354838,24.740761,81.401527,795.03796,3.3757346,27.891489,101.0,96.0,0.21487567,143.17329,133.71317,32.045029,22.85425,11.504299,92.766678,622.8501,622.8501,294.0,41.768646,4.0,159.10117,62.0,139.44,29.714449,22.82209,0.2277095,124.0,123.7506,947.38312,20.0,14.0,120.0,170.46387,0.0,77.697189,793.31396,92.197891,12.0,793.31396,793.31396,12.0,81.401527,49.022373,216.86414,4.0,17.0,16.0,6.0,40.0,6.0,0.0,6.9541965,39.0,1.0,62.0,77.697189,5.0,6.0,58.0,44.049957,0.0,12.0,8.0,46.0,6.0,5.1459289,4.0,5.0,0.0,10.0,3.0,-7.08
5.1459999,-9.9012403,4.1758699,-0.38259751,24.267014,-0.84113663,7.1834855,7.1834855,-0.21356019,0.089457996,293.73578,0.78394532,-0.34005287,0.58119559,-0.50613743,0.7253679,1.4868119,14.615073,0.16716798,-10.079907,0.12021367,12.520988,0.22413793,3.0038407,1.4647896,-2.8517709,-0.53696448,24.356878,2.7197204,579.95367,-0.39953652,14.551584,17.267553,0.06098346,3.5180869,13.680173,94.797981,175.4438,20.785656,20.462893,2.7499053,0.070488527,25.472977,0.074837811,19.972343,212.55551,343.79706,-2.4496455,0.53440744,89.455688,11.476627,39.727436,-2.704324,23.497143,0.73179424,3.227854,0.098039478,138.54749,3.9598272,95.270432,51.765594,34.653934,7.5963712,0.26820576,0.78174686,113.21043,82.496422,0.19354838,13385.0,23.0,22.255739,117.28508,14.254545,0.5,-3.6701205,1.0,166.20125,3.2803755,2.0,0.19354838,24.740761,83.905281,797.01001,3.6701205,27.891489,99.0,96.0,0.21825315,143.17329,131.42159,31.337923,22.605045,11.504299,95.270432,619.54156,619.54156,294.0,41.768646,3.0,159.10117,60.0,148.67,29.007343,22.542871,0.2277095,122.0,144.67685,939.51703,20.0,14.0,118.0,172.96762,0.0,77.697189,792.50916,113.12415,12.0,792.50916,792.50916,12.0,81.401527,49.022373,216.86414,4.0,17.0,16.0,6.0,39.0,7.0,0.0,6.9541965,39.0,1.0,62.0,77.697189,5.0,6.0,58.0,44.049957,0.0,13.0,9.0,45.0,7.0,5.1459289,4.0,5.0,0.0,10.0,3.0,-6.32
3.8670001,-8.4177103,3.82234,-0.36147732,36.108002,-0.85429984,6.563591,6.5641618,-0.20788133,0.082900144,248.51883,0.78616381,-0.3314724,0.44571176,-0.44269839,0.66739315,1.4995161,13.762622,0.16313496,-9.7709408,0.11622115,13.694267,0.22413793,3.003906,1.4655688,-2.8492138,-0.48102653,22.299025,2.7197332,578.7182,-0.31032315,14.071804,16.175802,0.055029783,3.5367558,13.439782,115.09749,179.94194,20.976688,20.714394,2.7499256,0.042401902,25.719738,0.073048353,19.566423,219.47279,327.74664,-2.4503536,0.47895136,101.29668,11.303453,39.839031,-2.7058721,30.936834,0.72503722,3.2504528,0.097341597,166.20125,3.9599237,102.18771,70.633995,35.11517,10.781946,0.27496275,0.78643727,132.07884,84.746834,0.19354838,13384.0,23.0,22.24304,117.28508,13.998864,0.5,-3.7600267,1.0,199.09843,3.2994144,2.0,0.19354838,24.168739,90.822563,799.02997,3.7600267,27.785336,102.0,95.0,0.21356276,143.17329,132.39317,30.92371,22.689796,11.504158,92.766678,618.30609,627.72711,296.0,41.931782,3.0,159.10117,62.0,157.25999,28.982399,22.528725,0.2277095,124.0,123.7506,936.87091,20.0,9.874649,120.0,170.46387,0.0,77.697189,798.19098,92.197891,12.0,798.19098,798.19098,12.0,81.401527,49.022373,163.07693,4.0,16.0,15.0,6.0,38.0,6.0,0.001332821,6.9541965,38.0,1.0102075,62.0,77.697189,5.0,8.0,58.0,62.489536,0.000795111,14.0,9.0,44.0,7.0,5.1459289,4.0,5.0,9.4210396,10.0,3.0,-5.47
3.5179999,-8.5573997,3.10937,-0.37124068,31.616989,-0.85751021,5.8513031,5.8513031,-0.21351406,0.081221513,246.31029,0.79210329,-0.33973494,0.51124036,-0.43847206,0.64578784,1.49666,12.376966,0.16108243,-9.2812929,0.13375516,13.621304,0.05172414,3.004015,1.4702725,-2.851105,-0.52713305,19.113449,2.7197342,571.36823,-0.35607588,14.494453,16.359304,0.058846418,3.5484908,13.840294,135.39699,181.09586,21.295914,21.92911,2.7499869,0.050152063,26.935356,0.069775693,19.85857,223.61868,312.18634,-2.4508083,0.49924144,67.397217,11.270422,40.422699,-2.7069738,15.62157,0.718714,3.2581999,0.11402291,133.30406,3.948384,106.3336,51.765594,35.042824,7.5963712,0.281286,0.75222194,169.81564,86.798042,0.19354838,13332.0,23.0,22.105141,117.28508,13.75,0.5,-3.9363821,1.0,166.20125,3.3123856,2.0,0.19354838,24.168739,94.968445,802.02997,3.9363821,27.802172,107.0,96.0,0.24777807,167.03551,132.76196,30.630817,22.52174,11.505404,106.3336,598.00659,598.00659,296.0,41.931782,3.0,182.96339,63.0,159.75,28.949018,22.373871,0.2277095,125.0,165.88853,932.36072,20.0,14.0,121.0,196.98032,12.949531,90.646713,794.98688,129.07704,12.0,794.98688,794.98688,12.0,94.968445,49.022373,128.64822,4.0,11.0,10.0,7.0,37.0,7.0,0.0,6.9541965,38.0,1.0,62.0,90.646713,5.0,7.0,58.0,52.433056,0.0,14.0,9.0,44.0,7.0,5.1459289,4.0,5.0,0.0,10.0,3.0,-5.85
1.312,-5.0208902,0.75739998,-0.36203891,0.0,-0.84089601,3.1944015,3.1944015,-0.17524028,0.095303364,259.91025,0.8072198,-0.33575726,0.27325419,-0.31815517,0.36762601,1.5177172,6.0806656,0.056935668,-5.5273643,0.14594346,12.971368,0.20454545,3.0048881,2.5218918,-2.8480899,-0.35420734,15.927875,2.7200611,557.51953,-0.15542176,9.6410646,9.9290876,-0.008268626,3.4330659,14.385297,94.797981,148.7363,16.07926,18.066587,2.7507918,-0.007747146,23.041199,0.074991383,17.893267,95.270432,132.07884,-2.4497802,0.26831076,125.11412,10.684562,35.37381,-2.7046196,12.497255,0.85405654,3.1352086,0.11902326,166.63008,3.6144836,95.270432,68.281059,27.725733,4.4107962,0.14594346,0.73503327,132.07884,75.93718,0.22222222,6242.0,21.0,16.51354,0.0,12.198347,0.33333334,-3.6624713,0.5,234.91113,3.2052314,2.0,0.22222222,20.384842,83.905281,622.80798,3.6624713,20.851881,93.0,72.0,0.26496673,154.17319,102.78082,22.543242,16.965862,10.711123,95.270432,479.82236,479.82236,212.0,32.973961,3.0,170.10106,54.0,148.67,22.07914,16.811289,0.27128488,99.0,144.67685,704.11554,15.0,14.0,98.0,172.96762,0.0,77.697189,652.78998,113.12415,10.0,652.78998,652.78998,10.0,81.401527,40.175804,0.0,4.0,0.0,0.0,6.0,25.0,7.0,0.0,6.4918532,22.0,1.0,45.0,77.697189,2.0,6.0,44.0,44.049957,0.0,13.0,9.0,31.0,7.0,0.0,1.0,4.0,0.0,10.0,2.0,-6.56
3.233,-6.4376702,2.3011999,-0.35693911,0.0,-0.84094131,4.7391076,4.7391076,-0.20481905,0.09399987,336.74417,0.78903741,-0.32665008,0.38055041,-0.41432157,0.49782532,1.4705058,6.080821,0.11255348,-6.5379019,0.13858116,11.6187,0.22222222,3.0049751,2.519542,-2.8459742,-0.43052918,15.927875,2.7201903,576.63654,-0.27038741,11.348171,11.636194,0.038266037,3.4595382,15.055805,94.797981,151.4621,17.089445,16.839136,2.7508276,0.00687934,21.809727,0.082825989,18.634747,92.766678,188.68405,-2.4519825,0.34096611,67.397217,11.209219,36.357414,-2.7087286,12.497255,0.86141884,3.1730564,0.11606933,199.95609,3.6688409,92.766678,32.897186,28.731697,4.4107962,0.13858116,0.74534953,188.68405,78.394005,0.23913044,6689.0,22.0,17.27844,0.0,12.757397,0.375,-3.3160341,0.60000002,232.85327,3.2317085,2.0,0.23913044,21.164412,81.401527,634.86298,3.3160341,21.351881,98.0,73.0,0.2546505,143.17329,108.16599,23.957455,17.694557,10.773507,92.766678,498.93939,498.93939,216.0,33.681068,3.0,159.10117,58.0,139.44,23.493353,17.554094,0.26666638,104.0,123.7506,730.50909,16.0,14.0,103.0,170.46387,0.0,77.697189,669.40326,92.197891,11.0,669.40326,669.40326,11.0,81.401527,41.172024,0.0,5.0,0.0,0.0,6.0,27.0,6.0,0.0,6.523562,22.0,1.0,46.0,77.697189,2.0,6.0,45.0,44.049957,0.0,12.0,8.0,33.0,6.0,0.0,1.0,4.0,0.0,10.0,2.0,-5.05
3.1819999,-6.6461501,2.5776,-0.37314203,0.0,-0.84089416,4.843071,4.843071,-0.21077107,0.093967475,262.11877,0.79047519,-0.32239133,0.4786391,-0.43513581,0.60567898,1.4967424,9.1456394,0.14543602,-7.1033888,0.13767272,11.609434,0.25531915,3.0048254,1.992744,-2.839963,-0.49371284,19.113449,2.7200782,502.01117,-0.33367211,11.405302,12.653832,0.056857239,3.4520311,12.916645,94.797981,151.17097,17.146574,17.526539,2.750731,0.030878734,22.500605,0.082797438,17.405302,171.80914,238.73434,-2.4490497,0.43428716,67.397217,10.31032,34.879162,-2.7036021,12.497255,0.7450223,3.1657777,0.11530846,185.06966,3.6997094,92.766678,32.897186,28.997128,7.5963712,0.2549777,0.74701881,132.07884,74.021179,0.18367347,7465.0,20.0,17.87434,79.042473,12.32609,0.375,-3.3171773,0.60000002,199.52727,3.2195473,2.0,0.18367347,20.750725,81.401527,654.85297,3.3171773,22.369518,91.0,77.0,0.25298119,143.17329,109.01882,24.949018,18.335522,10.899312,92.766678,503.35645,503.35645,232.0,34.672634,3.0,159.10117,54.0,139.44,23.758783,18.208727,0.2619549,103.0,105.31101,759.56964,16.0,14.0,101.0,170.46387,0.0,77.697189,673.82031,73.758316,9.0,673.82031,673.82031,9.0,81.401527,41.421074,88.215919,4.0,6.0,6.0,6.0,29.0,6.0,0.0,6.6147099,28.0,1.0,49.0,77.697189,3.0,6.0,47.0,44.049957,0.0,12.0,8.0,35.0,6.0,0.0,2.0,4.0,0.0,10.0,2.0,-5.12
3.539,-7.0526199,2.6912999,-0.36257085,0.0,-0.84092879,4.975163,4.975163,-0.21032111,0.093999848,341.16125,0.79047519,-0.33216879,0.40221033,-0.43041262,0.51568174,1.4614867,6.080812,0.11788341,-6.9192433,0.13767272,11.618053,0.25531915,3.0155041,1.9924631,-2.8517237,-0.44011712,15.927875,2.8738699,581.05365,-0.28230947,12.365809,12.653832,0.048158258,3.510242,14.379147,94.797981,156.37907,18.107082,16.951488,2.7593899,0.012684397,21.922319,0.082825966,18.375542,92.766678,226.42087,-2.5598426,0.35708925,67.397217,10.89455,36.778229,-2.8153481,12.497255,0.86232728,3.2356343,0.11530846,166.63008,3.6997094,92.766678,32.897186,29.723261,8.8215923,0.13767272,0.74701881,226.42087,80.580421,0.18367347,7465.0,22.0,17.98344,0.0,12.32609,0.375,-3.3160348,0.60000002,199.52727,3.2829292,2.0,0.18367347,20.750725,81.401527,660.901,3.3160348,22.369518,103.0,77.0,0.25298119,143.17329,113.01958,24.949018,18.433498,10.899312,92.766678,503.35645,503.35645,232.0,34.672634,3.0,159.10117,60.0,139.44,24.484917,18.275623,0.2619549,109.0,123.7506,759.56964,16.0,14.0,107.0,170.46387,0.0,77.697189,673.82031,92.197891,9.0,673.82031,673.82031,9.0,81.401527,41.421074,0.0,4.0,0.0,0.0,6.0,29.0,6.0,0.0,6.6147099,28.0,1.0,49.0,77.697189,3.0,6.0,47.0,44.049957,0.0,12.0,8.0,35.0,6.0,0.0,2.0,4.0,0.0,10.0,2.0,-4.93
2.131,-5.6496,1.5376,-0.36008614,0.0,-0.8409344,3.3826911,3.3826911,-0.20768648,0.096401572,293.73578,0.80405229,-0.33256048,0.3913807,-0.42266646,0.50675452,1.4961703,6.0807853,0.11521837,-6.0318899,0.14155756,13.032649,0.08510638,3.0056999,1.9924631,-2.8540778,-0.43533221,15.927875,2.7350354,577.74512,-0.27634919,11.365809,11.653832,0.043212742,3.4941757,14.379147,138.91493,157.09789,17.684433,18.356237,2.751564,0.009781841,23.327753,0.074841462,18.375542,95.270432,169.81564,-2.5149279,0.34902769,67.397217,10.89455,36.778229,-2.7634511,12.497255,0.85844243,3.2056675,0.11544634,166.63008,3.6997094,95.270432,32.897186,29.424402,8.8215923,0.14155756,0.7429961,169.81564,80.310005,0.18367347,7465.0,22.0,17.680241,0.0,12.32609,0.375,-3.6698079,0.60000002,199.52727,3.2674508,2.0,0.18367347,20.750725,83.905281,662.87299,3.6698079,22.369518,101.0,77.0,0.2570039,154.17319,110.728,24.241911,18.159204,10.899312,95.270432,500.04791,500.04791,232.0,34.672634,3.0,170.10106,58.0,148.67,23.777811,17.997572,0.2619549,107.0,165.6031,751.70355,16.0,14.0,105.0,172.96762,0.0,77.697189,673.01556,134.05042,9.0,673.01556,673.01556,9.0,81.401527,41.421074,0.0,4.0,0.0,0.0,6.0,28.0,7.0,0.0,6.6147099,28.0,1.0,49.0,77.697189,3.0,6.0,47.0,44.049957,0.0,13.0,9.0,34.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-6.69
2.7260001,-6.2530999,1.7836,-0.35453206,0.0,-0.84089756,4.5073304,4.5073304,-0.17338195,0.095303334,307.33572,0.79559118,-0.32109067,0.27325094,-0.31747121,0.36759433,1.484005,6.0806608,0.05692482,-6.4492931,0.13605875,12.969824,0.19148937,3.0054686,2.5996521,-2.8531723,-0.35402322,15.927875,2.7201502,604.94501,-0.15539899,11.034912,11.322934,-0.008272252,3.4947541,15.92083,94.797981,158.78853,17.473108,18.128551,2.7512789,-0.007747237,23.108427,0.07499136,19.523741,95.270432,150.94725,-2.4530289,0.26831058,125.11412,11.997124,38.326618,-2.7089632,12.497255,0.86394125,3.2038493,0.11096182,199.95609,3.6558919,95.270432,68.281059,30.010189,8.8215923,0.13605875,0.75297946,150.94725,82.496422,0.25,7369.0,23.0,17.89164,0.0,13.573541,0.375,-3.6624722,0.60000002,268.23715,3.2679296,2.0,0.25,22.047337,83.905281,664.88898,3.6624722,22.245728,102.0,76.0,0.24702057,154.17319,112.06158,24.827698,18.32902,10.906356,95.270432,527.24786,527.24786,226.0,35.258419,3.0,170.10106,60.0,148.67,24.363596,18.190008,0.2579309,108.0,144.67685,759.69794,16.0,14.0,107.0,172.96762,0.0,77.697189,700.21545,113.12415,12.0,700.21545,700.21545,12.0,81.401527,43.164932,0.0,4.0,0.0,0.0,6.0,28.0,7.0,0.0,6.5849624,22.0,1.0,48.0,77.697189,2.0,6.0,47.0,44.049957,0.0,13.0,9.0,34.0,7.0,0.0,1.0,4.0,0.0,10.0,2.0,-5.16
3.27,-6.7076201,2.3536699,-0.36472961,15.808495,-0.84091747,5.0331092,5.0331092,-0.21068603,0.09318582,259.91025,0.78708935,-0.33356276,0.47855169,-0.4338488,0.60550958,1.4855481,9.1457338,0.14522307,-7.285871,0.13451682,11.615899,0.27083334,3.0049,1.9695514,-2.8462651,-0.49271005,19.113449,2.7200642,515.61115,-0.3335894,11.905302,13.153832,0.056845922,3.4625504,13.525812,94.797981,154.49701,17.646574,17.833357,2.7507787,0.030878549,22.804998,0.082108706,18.110914,174.01768,239.16316,-2.4497175,0.43424904,67.397217,10.813179,35.847942,-2.7048407,12.497255,0.74766469,3.1704168,0.11266523,166.63008,3.7750254,92.766678,51.765594,29.704235,7.5963712,0.25233528,0.75281793,132.07884,76.207588,0.2,8044.0,21.0,18.34054,81.251015,12.874527,0.41176471,-3.3450022,0.69999999,199.52727,3.2311099,2.0,0.2,21.507786,81.401527,668.88,3.3450022,22.869518,94.0,78.0,0.24718204,143.17329,112.11241,25.656126,18.789921,10.954582,92.766678,519.16498,519.16498,236.0,35.379742,3.0,159.10117,56.0,139.44,24.465891,18.676847,0.25768197,106.0,123.7506,778.09711,17.0,14.0,104.0,170.46387,0.0,77.697189,689.62885,92.197891,10.0,689.62885,689.62885,10.0,81.401527,42.4128,88.215919,4.0,6.0,6.0,6.0,30.0,6.0,0.0,6.643856,28.0,1.0,50.0,77.697189,3.0,6.0,48.0,44.049957,0.0,12.0,8.0,36.0,6.0,0.0,2.0,4.0,0.0,10.0,2.0,-6.94
4.6469998,-7.6698799,3.3274,-0.35484189,0.0,-0.84094018,6.0518007,6.0518007,-0.20194399,0.09399984,384.16968,0.77908486,-0.30992565,0.38054553,-0.41327232,0.49777782,1.4400616,6.0808163,0.11253716,-7.4596653,0.12941261,11.617172,0.20833333,3.0056024,2.6028242,-2.8507547,-0.43025029,15.927875,2.7204511,624.06207,-0.27035323,12.742019,13.030041,0.038260587,3.5228572,16.60277,94.797981,161.2869,18.483292,16.901909,2.7513363,0.006879202,21.8778,0.082825959,20.271931,92.766678,207.55246,-2.4576015,0.34096587,67.397217,12.551643,39.312141,-2.7158451,12.497255,0.87058741,3.243912,0.10839017,233.2821,3.694041,92.766678,32.897186,31.016153,8.8215923,0.12941261,0.7621972,207.55246,84.953247,0.26530612,7845.0,24.0,18.65654,0.0,14.161214,0.375,-3.316035,0.60000002,266.17929,3.2960234,2.0,0.26530612,22.831038,81.401527,676.94397,3.316035,22.745728,107.0,77.0,0.23780277,143.17329,117.44675,26.241911,19.057714,10.966059,92.766678,546.36487,546.36487,230.0,35.965527,3.0,159.10117,64.0,139.44,25.777811,18.929266,0.25379547,113.0,123.7506,786.09149,16.0,14.0,112.0,170.46387,0.0,77.697189,716.82874,92.197891,13.0,716.82874,716.82874,13.0,81.401527,44.161598,0.0,5.0,0.0,0.0,6.0,30.0,6.0,0.0,6.6147099,22.0,1.0,49.0,77.697189,2.0,6.0,48.0,44.049957,0.0,12.0,8.0,36.0,6.0,0.0,1.0,5.0,0.0,10.0,3.0,-5.23
3.7119999,-6.90939,2.7437699,-0.36408439,0.0,-0.84093636,5.264185,5.264185,-0.21065965,0.093120649,291.52725,0.78386104,-0.32720035,0.47854507,-0.43362114,0.60549939,1.4748107,9.1457624,0.14519471,-7.5942459,0.13150238,11.617826,0.2857143,3.0049424,1.9441668,-2.8461003,-0.49263752,19.113449,2.7200737,531.41962,-0.3335847,12.405302,13.653832,0.056833703,3.4712255,14.143895,94.797981,157.80475,18.146574,17.993135,2.7508066,0.030878499,22.964052,0.082051285,18.823746,174.01768,258.03159,-2.4503925,0.43424812,67.397217,11.313272,36.817902,-2.706064,12.497255,0.75331944,3.1830084,0.11014046,166.63008,3.8529997,92.766678,51.765594,30.411343,7.5963712,0.24668059,0.75835717,150.94725,78.394005,0.21568628,8671.0,22.0,18.80224,81.251015,13.418945,0.44444445,-3.347343,0.80000001,199.52727,3.2406781,2.0,0.21568628,22.270952,81.401527,682.90698,3.347343,23.369518,97.0,79.0,0.24164282,143.17329,115.20599,26.363232,19.24431,11.007165,92.766678,534.97345,534.97345,240.0,36.086845,3.0,159.10117,58.0,139.44,25.172998,19.144682,0.25355992,109.0,123.7506,796.62463,18.0,14.0,107.0,170.46387,0.0,77.697189,705.43732,92.197891,11.0,705.43732,705.43732,11.0,81.401527,43.404846,88.215919,4.0,6.0,6.0,6.0,31.0,6.0,0.0,6.6724253,28.0,1.0,51.0,77.697189,3.0,6.0,49.0,44.049957,0.0,12.0,8.0,37.0,6.0,0.0,2.0,4.0,0.0,10.0,2.0,-4.96
2.9660001,-6.72297,2.1900001,-0.37215713,8.458519,-0.84089482,4.7441921,4.7441921,-0.21122055,0.09015543,338.95273,0.79673433,-0.33886304,0.45240465,-0.46353745,0.60884857,1.5095747,9.3325853,0.13621932,-7.1524739,0.13520584,12.530657,0.2857143,3.0048854,1.9441668,-2.8483384,-0.47732958,21.171303,2.7200606,609.36212,-0.31129271,11.551748,12.745584,0.055483799,3.451602,14.143895,94.797981,158.50534,17.78582,18.857138,2.7507906,0.042506538,23.832798,0.075418517,18.823746,95.270432,220.29475,-2.4496808,0.48489591,89.455688,11.313272,36.817902,-2.7044342,23.497143,0.86479414,3.1571968,0.11026625,171.8735,3.8529997,95.270432,32.897186,30.112484,4.4107962,0.13520584,0.75452793,132.07884,78.123589,0.21568628,8671.0,22.0,18.51964,0.0,13.418945,0.44444445,-3.6417289,0.80000001,199.52727,3.221911,2.0,0.21568628,22.270952,83.905281,684.87897,3.6417289,23.369518,95.0,79.0,0.24547209,143.17329,112.91441,25.656126,18.995106,11.007165,95.270432,531.66492,531.66492,240.0,36.086845,3.0,159.10117,56.0,148.67,24.465891,18.862658,0.25355992,107.0,144.67685,788.75854,18.0,14.0,105.0,172.96762,0.0,77.697189,704.63251,113.12415,11.0,704.63251,704.63251,11.0,81.401527,43.404846,88.215919,4.0,6.0,6.0,6.0,30.0,7.0,0.0,6.6724253,28.0,1.0,51.0,77.697189,3.0,6.0,49.0,44.049957,0.0,13.0,9.0,36.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-5.22
1.687,-5.23944,1.83647,-0.35753909,20.299505,-0.85429996,4.1249914,4.1255622,-0.19716395,0.083530873,293.73578,0.79942125,-0.3277055,0.39377066,-0.43300316,0.51580769,1.5190597,8.4801331,0.11799506,-6.8439651,0.13059947,13.703816,0.2857143,3.0049429,1.9453819,-2.8460925,-0.4405559,19.113449,2.7200735,608.12665,-0.26166588,11.071968,11.653832,-0.003961547,3.469074,13.834048,115.09749,162.53938,17.976852,19.106279,2.7508085,-0.007747013,24.07716,0.073601454,18.351143,102.18771,204.24437,-2.4503722,0.35708964,101.29668,11.095296,36.938751,-2.7059355,30.936834,0.85613734,3.1782627,0.10938422,199.52727,3.8531489,102.18771,51.765594,30.573719,7.5963712,0.14386266,0.76001632,150.94725,80.374008,0.21568628,8670.0,22.0,18.506941,0.0,13.115703,0.44444445,-3.7316351,0.80000001,232.42445,3.2396464,2.0,0.21568628,21.639183,90.822563,686.89899,3.7316351,23.263365,98.0,78.0,0.23998369,143.17329,113.88599,25.241911,19.079857,11.006962,92.766678,530.42944,539.85046,242.0,36.249985,3.0,159.10117,58.0,157.25999,24.440947,18.84127,0.25355992,109.0,123.7506,786.11243,18.0,9.874567,107.0,170.46387,0.0,77.697189,710.31433,92.197891,11.0,710.31433,710.31433,11.0,81.401527,43.404846,34.428715,4.0,5.0,5.0,6.0,29.0,6.0,0.001333071,6.6724253,27.0,1.0102092,51.0,77.697189,3.0,8.0,49.0,62.489536,0.00079526,14.0,9.0,35.0,7.0,0.0,2.0,4.0,9.4210396,10.0,2.0,-6.86
1.3380001,-5.3791299,1.1235,-0.36573839,15.808495,-0.85751164,3.4125998,3.4125998,-0.20776933,0.081811585,291.52725,0.80658287,-0.33863786,0.39139682,-0.42366323,0.50681651,1.5150374,7.0944777,0.11527423,-6.3542457,0.15037768,13.630845,0.081632651,3.0050368,1.9531775,-2.8477833,-0.43554121,15.927875,2.7200744,600.77667,-0.27639562,11.494618,11.837336,0.04321469,3.4804471,14.317417,135.39699,163.62404,18.296078,20.321379,2.7508619,0.009781897,25.293171,0.07028006,18.67252,106.3336,188.68405,-2.4508152,0.3490282,67.397217,11.040281,37.571438,-2.7070003,15.62157,0.84962231,3.1857207,0.12819318,166.63008,3.8343315,106.3336,32.897186,30.501373,4.4107962,0.15037768,0.72142911,188.68405,82.425217,0.21568628,8627.0,22.0,18.36904,0.0,12.822623,0.41176471,-3.9079905,0.69999999,199.52727,3.2521324,2.0,0.21568628,21.639183,94.968445,689.89899,3.9079905,23.280203,103.0,79.0,0.27857086,167.03551,114.25478,24.949018,18.9118,11.009054,106.3336,510.12994,510.12994,242.0,36.249985,3.0,182.96339,59.0,159.75,24.407566,18.685337,0.25355992,110.0,165.88853,781.60223,17.0,14.0,108.0,196.98032,12.949531,90.646713,707.11023,129.07704,11.0,707.11023,707.11023,11.0,94.968445,43.404846,0.0,4.0,0.0,0.0,7.0,28.0,7.0,0.0,6.6724253,27.0,1.0,51.0,90.646713,3.0,7.0,49.0,52.433056,0.0,14.0,9.0,35.0,7.0,0.0,2.0,4.0,0.0,10.0,2.0,-7.96
