logP(o/w),logS,SlogP,GCUT_PEOE_1,PEOE_VSA+1,GCUT_PEOE_0,h_logD,h_logP,GCUT_SMR_1,PEOE_RPC-,PEOE_VSA+0,density,GCUT_SLOGP_1,BCUT_PEOE_2,BCUT_SLOGP_1,BCUT_SMR_2,a_ICM,h_log_pbo,GCUT_SMR_2,h_logS,PEOE_VSA_FPNEG,h_ema,rsynth,BCUT_SMR_3,balabanJ,BCUT_SLOGP_0,BCUT_PEOE_1,SMR_VSA3,BCUT_SLOGP_3,PEOE_VSA_POS,BCUT_SMR_1,chi1v_C,chi1_C,GCUT_PEOE_2,GCUT_SMR_3,KierFlex,PEOE_VSA+2,a_IC,chi1v,h_emd_C,BCUT_PEOE_3,GCUT_SLOGP_2,h_emd,PEOE_RPC+,KierA2,PEOE_VSA_NEG,SMR_VSA5,BCUT_SMR_0,BCUT_SLOGP_2,PEOE_VSA+3,KierA3,KierA1,BCUT_PEOE_0,SMR_VSA1,PEOE_VSA_FPOS,GCUT_SLOGP_3,PEOE_VSA_FPPOS,SlogP_VSA9,VDistEq,vsa_pol,SlogP_VSA5,chi0v,SlogP_VSA4,PEOE_VSA_FNEG,PEOE_VSA_FHYD,SlogP_VSA8,bpol,b_rotR,weinerPath,opr_nrot,SMR,PEOE_VSA-0,Kier3,petitjean,PEOE_PC-,petitjeanSC,SMR_VSA7,GCUT_PEOE_3,lip_violation,b_1rotR,Kier2,vsa_acc,Weight,PEOE_PC+,chi1,b_single,weinerPol,PEOE_VSA_FPOL,SMR_VSA0,apol,chi0_C,h_mr,VDistMa,PEOE_VSA_PNEG,vsa_hyd,PEOE_VSA_HYD,zagreb,chi0,opr_violation,SlogP_VSA2,a_nH,TPSA,chi0v_C,mr,VAdjEq,b_count,SMR_VSA6,vdw_vol,diameter,h_pKb,a_count,PEOE_VSA_POL,PEOE_VSA+4,vsa_other,Q_VSA_HYD,SlogP_VSA3,b_1rotN,vdw_area,Q_VSA_POS,b_rotN,PEOE_VSA-5,Kier1,SlogP_VSA7,b_max1len,b_ar,a_aro,b_double,a_hyd,a_nO,h_pavgQ,VAdjMa,opr_brigid,h_pstates,b_heavy,PEOE_VSA_PPOS,rings,a_nN,a_heavy,SlogP_VSA1,h_pstrain,lip_acc,a_donacc,a_nC,a_acc,SMR_VSA4,opr_nring,ast_violation_ext,PEOE_VSA-3,radius,ast_violation,logPapp
3.322,-7.5899701,3.3513999,-0.36882749,20.299505,-0.84780759,6.2077417,6.2080798,-0.20151751,0.085585304,277.92728,0.79317737,-0.30924979,0.41234732,-0.42500782,0.57861567,1.5128399,11.544503,0.11695533,-8.7799139,0.11779559,15.034654,0.19298245,3.0036142,1.7372159,-2.849529,-0.45770028,22.299025,2.7203758,636.43506,-0.28616858,13.028929,14.582154,0.053177316,3.5540149,15.208487,115.09749,183.05363,20.49975,20.732027,2.7497022,0.033824384,25.716225,0.067346573,20.936956,172.34253,291.60263,-2.4526114,0.46378997,145.41362,12.517169,41.404476,-2.7081618,30.936834,0.78690988,3.2754571,0.096067429,203.50923,3.9054387,104.69147,68.281059,34.946068,15.192742,0.21309014,0.78613698,132.07884,88.849251,0.23333333,12512.0,25.0,21.564341,67.651054,15.097633,0.3888889,-4.0783381,0.63636363,234.91113,3.320509,2.0,0.23333333,25.193336,93.326324,793.02301,4.0783381,27.229692,107.0,91.0,0.21386302,154.17319,131.00876,29.932146,22.172787,11.457623,95.270432,626.38898,635.81,284.0,41.647324,3.0,170.10106,64.0,166.49001,28.405048,22.015471,0.22805569,124.0,126.23727,918.47174,18.0,10.10112,121.0,172.96762,0.0,77.697189,808.77765,94.68457,14.0,808.77765,808.77765,14.0,81.401527,49.653332,122.64464,4.0,11.0,11.0,6.0,36.0,7.0,0.000791655,6.9068904,33.0,1.0064657,60.0,77.697189,4.0,8.0,57.0,62.489536,0.000472144,15.0,10.0,42.0,8.0,0.0,3.0,5.0,9.4210396,11.0,3.0,-5.23
3.8659999,-8.0444899,3.9214699,-0.36883035,36.108002,-0.84780735,6.7334867,6.7338252,-0.20534815,0.082881577,230.5018,0.78616381,-0.31186131,0.57906485,-0.44746608,0.71222645,1.5085905,14.609576,0.16076081,-9.6164684,0.11622115,13.68073,0.25862068,3.0030675,1.4542761,-2.8427269,-0.52994078,25.4846,2.7202842,547.1012,-0.38981137,13.899319,16.413052,0.060205013,3.5213904,13.357816,115.09749,178.01367,20.673218,20.436951,2.7492216,0.050480984,25.412918,0.073031574,19.733402,251.08978,379.81854,-2.4495373,0.51846576,87.696724,11.546548,39.261009,-2.7044144,30.936834,0.68542641,3.2414804,0.097341597,170.18321,3.991066,102.18771,51.765594,34.640114,13.967521,0.31457356,0.78643727,113.21043,82.560417,0.19354838,13478.0,23.0,22.013241,148.90207,14.517297,0.42105263,-3.7608681,0.72727275,166.20125,3.2835636,2.0,0.19354838,24.740761,90.822563,797.01398,3.7608681,27.853483,99.0,93.0,0.21356276,143.17329,131.05959,30.760572,22.633688,11.498528,92.766678,618.30609,627.72711,294.0,41.768646,3.0,159.10117,60.0,157.25999,28.507343,22.490635,0.2277095,122.0,105.31101,936.87091,19.0,10.101119,118.0,170.46387,0.0,77.697189,798.19098,73.758316,12.0,798.19098,798.19098,12.0,81.401527,49.022373,210.86055,4.0,17.0,17.0,6.0,38.0,6.0,0.000791656,6.9541965,39.0,1.0064657,62.0,77.697189,5.0,8.0,58.0,62.489536,0.000472144,14.0,9.0,44.0,7.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-6.77
5.243,-9.0067501,4.8951998,-0.36180082,20.299505,-0.84780747,7.7522063,7.7525444,-0.20208989,0.083524905,354.76123,0.77951217,-0.30804473,0.44556898,-0.43247423,0.60136396,1.4719447,11.544659,0.13154921,-9.7902822,0.1123912,13.682004,0.20689656,3.0037532,1.7402303,-2.8469288,-0.48177987,22.299025,2.7206733,655.55212,-0.30954105,14.736035,16.289261,0.053289037,3.579895,15.805225,115.09749,185.46503,21.509933,19.505402,2.7497616,0.035717942,24.485617,0.073598444,21.636829,169.83878,348.20786,-2.4571648,0.47279692,87.696724,13.016204,42.367718,-2.7151132,30.936834,0.79423231,3.3110056,0.094133809,236.83525,3.9255383,102.18771,32.897186,35.952034,15.192742,0.20576769,0.79347497,188.68405,91.306076,0.24590164,13149.0,26.0,22.329241,67.651054,15.644444,0.3888889,-3.7319009,0.63636363,232.85327,3.3467565,2.0,0.24590164,25.947453,90.822563,805.078,3.7319009,27.729692,112.0,92.0,0.20652501,143.17329,136.39392,31.346359,22.901482,11.508165,92.766678,645.50598,654.927,288.0,42.354431,4.0,159.10117,68.0,157.25999,29.819262,22.753372,0.22490348,129.0,105.31101,944.8653,18.0,10.101122,126.0,170.46387,0.0,77.697189,825.39087,73.758316,15.0,825.39087,825.39087,15.0,81.401527,50.642838,122.64464,5.0,11.0,11.0,6.0,38.0,6.0,0.000791651,6.9307375,33.0,1.0064657,61.0,77.697189,4.0,8.0,58.0,62.489536,0.000472141,14.0,9.0,44.0,7.0,0.0,3.0,5.0,9.4210396,11.0,3.0,-5.59
4.3080001,-8.2462597,4.3115702,-0.36882961,20.299505,-0.84780729,6.9645605,6.9648991,-0.2053241,0.082830019,262.11877,0.78348988,-0.31182906,0.57968599,-0.44746605,0.71224546,1.4990009,14.609604,0.16076086,-9.9248428,0.11396405,13.682656,0.27118644,3.0031114,1.44107,-2.8425603,-0.52994019,25.4846,2.7202935,562.90967,-0.38983682,14.399319,16.913052,0.060175657,3.5293639,13.906087,115.09749,181.37912,21.173218,20.596733,2.7492499,0.0504774,25.57198,0.072986141,20.405533,251.08978,398.68695,-2.450206,0.51834106,87.696724,12.005659,40.20768,-2.7056293,30.936834,0.69153571,3.2525535,0.095451146,170.18321,4.0425792,102.18771,51.765594,35.347221,13.967521,0.30846432,0.7905848,132.07884,84.746834,0.20634921,14306.0,24.0,22.474939,148.90207,15.032066,0.44999999,-3.7632089,0.81818181,166.20125,3.2924719,2.0,0.20634921,25.478907,90.822563,811.04095,3.7632089,28.353483,102.0,94.0,0.2094152,143.17329,134.15317,31.46768,23.088076,11.544292,92.766678,634.11456,643.53564,298.0,42.47575,3.0,159.10117,62.0,157.25999,29.214449,22.95937,0.22457284,125.0,105.31101,955.39838,20.0,10.101119,121.0,170.46387,0.0,77.697189,813.99945,73.758316,13.0,813.99945,813.99945,13.0,81.401527,50.00655,210.86055,4.0,17.0,17.0,6.0,39.0,6.0,0.000791656,6.9772801,39.0,1.0064657,63.0,77.697189,5.0,8.0,59.0,62.489536,0.000472144,14.0,9.0,45.0,7.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-5.08
3.562,-8.0598402,3.7578001,-0.37464786,28.758026,-0.84780735,6.4445739,6.4449124,-0.20846653,0.080915332,309.54428,0.79420298,-0.32702973,0.56191063,-0.48663628,0.70027208,1.531121,14.796428,0.16506442,-9.4830742,0.11715575,14.595486,0.27118644,3.0030522,1.44107,-2.8449261,-0.53496861,27.542452,2.7202804,640.85217,-0.38687778,13.545765,16.004805,0.060745485,3.5115387,13.906087,115.09749,182.2034,20.812462,21.460716,2.7492335,0.064614996,26.440704,0.067690864,20.405533,172.34253,360.95013,-2.4495008,0.52881002,109.7552,12.005659,40.20768,-2.7040122,41.936722,0.78806734,3.2299652,0.095545612,175.42665,4.0425792,104.69147,32.897186,35.048363,10.781946,0.21193267,0.78729862,113.21043,84.476418,0.20634921,14306.0,24.0,22.192341,67.651054,15.032066,0.44999999,-4.0575948,0.81818181,166.20125,3.2751055,2.0,0.20634921,25.478907,93.326324,813.013,4.0575948,28.353483,100.0,94.0,0.21270137,143.17329,131.86159,30.760572,22.838873,11.544292,95.270432,630.80603,640.22705,298.0,42.47575,3.0,159.10117,60.0,166.49001,28.507343,22.679276,0.22457284,123.0,126.23727,947.53229,20.0,10.101122,119.0,172.96762,0.0,77.697189,813.1947,94.68457,13.0,813.1947,813.1947,13.0,81.401527,50.00655,210.86055,4.0,17.0,17.0,6.0,38.0,7.0,0.000791652,6.9772801,39.0,1.0064657,63.0,77.697189,5.0,8.0,59.0,62.489536,0.000472142,15.0,10.0,44.0,8.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-5.38
2.283,-6.5763102,3.4042699,-0.36701909,40.59901,-0.85430002,5.8253675,5.8262763,-0.20218018,0.075155295,264.32733,0.79643136,-0.31183374,0.41313285,-0.44746605,0.64807534,1.5368912,13.943975,0.16076081,-9.1745615,0.1132853,15.768646,0.27118644,3.0031118,1.4417367,-2.8425517,-0.45797333,25.4846,2.7202933,639.6167,-0.28845486,13.065986,14.913052,0.05323891,3.5274167,13.664284,135.39699,185.96384,21.003494,21.709879,2.7492521,0.033833079,26.685085,0.066223517,19.995367,179.25981,344.89975,-2.4501863,0.46385166,121.59618,11.823996,40.318977,-2.7055013,49.376411,0.78109056,3.2484803,0.094882667,203.0804,4.0426445,111.60876,51.765594,35.509598,13.967521,0.21890946,0.79183203,132.07884,86.726837,0.20634921,14305.0,24.0,22.17964,67.651054,14.762438,0.44999999,-4.147501,0.81818181,199.09843,3.2914987,2.0,0.20634921,24.896551,100.24361,815.03296,4.147501,28.24733,103.0,93.0,0.20816797,143.17329,132.83316,30.346359,22.923624,11.544156,92.766678,629.57056,648.41266,300.0,42.638889,3.0,159.10117,62.0,175.08,28.482399,22.65362,0.22457284,125.0,105.31101,944.88617,20.0,9.672205,121.0,170.46387,0.0,77.697189,818.87653,73.758316,13.0,818.87653,818.87653,13.0,81.401527,50.00655,157.07335,4.0,16.0,16.0,6.0,37.0,6.0,0.002124726,6.9772801,38.0,1.0167409,63.0,77.697189,5.0,10.0,59.0,80.929115,0.001267404,16.0,10.0,43.0,8.0,0.0,4.0,5.0,18.842079,11.0,3.0,-6.66
1.934,-6.7160001,2.6912999,-0.37085778,36.108002,-0.8575117,5.1129766,5.1133151,-0.20425762,0.073942997,262.11877,0.80236948,-0.32719365,0.47965115,-0.44584742,0.62492448,1.5366486,12.55832,0.14743862,-8.6848431,0.13036312,15.695675,0.10169491,3.0032122,1.446046,-2.8443754,-0.50587952,22.299025,2.7202942,632.26672,-0.33406979,13.488635,15.096556,0.05786296,3.5376422,14.065432,155.6965,187.47113,21.32272,22.924974,2.7493081,0.037610654,27.901094,0.063522488,20.289473,183.4057,329.33945,-2.4506264,0.48190248,87.696724,11.786835,40.901039,-2.7065656,34.061146,0.77514786,3.2550645,0.11113127,170.18321,4.0288787,115.75464,32.897186,35.437252,10.781946,0.22485214,0.75850558,169.81564,88.778038,0.20634921,14252.0,24.0,22.04174,67.651054,14.5,0.42105263,-4.3238564,0.72727275,166.20125,3.3029084,2.0,0.20634921,24.896551,104.38949,818.03296,4.3238564,28.264168,108.0,94.0,0.24149439,167.03551,133.20197,30.053467,22.755568,11.545477,106.3336,609.27106,618.69214,300.0,42.638889,3.0,182.96339,63.0,177.57001,28.449018,22.50428,0.22457284,126.0,147.44896,940.37604,19.0,10.101119,122.0,196.98032,12.949531,90.646713,815.67242,110.63747,13.0,815.67242,815.67242,13.0,94.968445,50.00655,122.64464,4.0,11.0,11.0,7.0,36.0,7.0,0.000791656,6.9772801,38.0,1.0064657,63.0,90.646713,5.0,9.0,59.0,70.872635,0.000472144,16.0,10.0,43.0,8.0,0.0,4.0,4.0,9.4210396,11.0,2.0,-7.45
5.1919999,-9.21523,5.1715999,-0.3741045,20.299505,-0.84780735,7.8564053,7.8567438,-0.20370732,0.083499327,280.13583,0.78091776,-0.3091875,0.56312698,-0.44746575,0.70640093,1.4897316,14.609477,0.1607606,-10.355935,0.11179294,13.672749,0.23333333,3.0035164,1.5148922,-2.8393641,-0.52994525,25.4846,2.7204099,580.9267,-0.38906533,14.793165,17.306898,0.058907405,3.5723948,14.13533,115.09749,184.72672,21.567064,20.191952,2.749604,0.050604086,25.175611,0.073575906,20.607473,248.88124,398.25812,-2.4510481,0.51681745,87.696724,12.258586,41.15593,-2.7062569,30.936834,0.70007366,3.3040268,0.093632728,221.94881,3.9365547,102.18771,32.897186,36.217464,18.378317,0.29992631,0.79457432,132.07884,86.93325,0.203125,14266.0,24.0,22.92514,146.69353,15.286034,0.3888889,-3.7330441,0.63636363,199.52727,3.3347976,3.0,0.203125,25.629648,90.822563,825.06799,3.7330441,28.74733,105.0,96.0,0.20542568,143.17329,137.24675,32.337925,23.542444,11.607992,92.766678,649.9231,659.34412,304.0,43.345997,4.0,159.10117,64.0,157.25999,30.084694,23.40103,0.22152956,128.0,86.871437,973.92584,18.0,10.101118,124.0,170.46387,0.0,77.697189,829.80798,55.318733,13.0,829.80798,829.80798,13.0,81.401527,50.991211,210.86055,4.0,17.0,17.0,6.0,40.0,6.0,0.000791658,7.0,39.0,1.0064657,64.0,77.697189,5.0,8.0,60.0,62.489536,0.000472146,14.0,9.0,46.0,7.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-5.66
3.4430001,-7.85992,3.5479701,-0.37376222,36.108002,-0.84780765,6.5217891,6.5221276,-0.20430987,0.084993623,201.09335,0.79140443,-0.3109571,0.55135882,-0.44621572,0.68740231,1.5213517,14.609431,0.15972763,-9.54076,0.11492167,15.026486,0.18333334,3.0031772,1.5152349,-2.8483872,-0.525778,25.4846,2.7202802,575.40967,-0.37765014,13.730217,16.24395,0.05929219,3.5501292,14.462148,115.09749,185.6049,21.201038,21.632769,2.7493291,0.046612926,26.644833,0.066883408,21.083931,253.59354,379.81854,-2.4496696,0.50766742,145.41362,12.258586,41.15593,-2.7043362,30.936834,0.69409823,3.2661688,0.093723625,136.85721,3.929127,104.69147,87.14946,35.75547,13.967521,0.30590177,0.79135472,113.21043,86.662834,0.21875,14281.0,25.0,22.63344,148.90207,15.286034,0.3888889,-4.1067295,0.63636363,168.25909,3.3121736,2.0,0.21875,26.222221,93.326324,827.03998,4.1067295,28.891489,103.0,96.0,0.2086453,154.17319,134.95517,31.46768,23.26815,11.609786,95.270432,646.61456,656.03558,302.0,43.182858,3.0,170.10106,62.0,166.49001,29.214449,23.164455,0.22152956,126.0,126.23727,966.05975,18.0,10.101123,122.0,172.96762,0.0,77.697189,829.00317,94.68457,14.0,829.00317,829.00317,14.0,81.401527,50.991211,210.86055,4.0,17.0,17.0,6.0,39.0,7.0,0.00079165,7.0,39.0,1.0064657,64.0,77.697189,5.0,8.0,60.0,62.489536,0.000472141,15.0,10.0,45.0,8.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-5.26
5.5489998,-9.6217003,5.2852998,-0.3688283,20.299505,-0.84780747,7.9882855,7.9886236,-0.20323712,0.08352489,359.17828,0.78091776,-0.30929241,0.51190484,-0.44746575,0.6466949,1.4635721,11.544649,0.16075993,-10.17164,0.11179294,13.681359,0.23333333,3.0177534,1.514775,-2.8538096,-0.52993202,22.299025,2.8739629,659.96918,-0.35627016,15.753674,17.306898,0.053278908,3.6271985,15.387832,115.09749,190.26437,22.527571,19.617668,2.7616189,0.0394997,24.598122,0.07359843,21.509371,169.83878,385.94467,-2.5606508,0.49078444,87.696724,12.801864,42.924076,-2.8162942,30.936834,0.7953276,3.3664937,0.093632728,203.50923,3.9365547,102.18771,32.897186,36.943596,19.603539,0.20467238,0.79457432,226.42087,93.492493,0.203125,14266.0,26.0,23.034241,67.651054,15.286034,0.3888889,-3.7319016,0.63636363,199.52727,3.3951993,3.0,0.203125,25.629648,90.822563,831.11597,3.7319016,28.74733,117.0,96.0,0.20542568,143.17329,141.24751,32.337925,23.640421,11.607992,92.766678,649.9231,659.34412,304.0,43.345997,4.0,159.10117,70.0,157.25999,30.810825,23.473066,0.22152956,134.0,105.31101,973.92584,18.0,10.101122,130.0,170.46387,0.0,77.697189,829.80798,73.758316,13.0,829.80798,829.80798,13.0,81.401527,50.991211,122.64464,4.0,11.0,11.0,6.0,40.0,6.0,0.000791651,7.0,39.0,1.0064657,64.0,77.697189,5.0,8.0,60.0,62.489536,0.000472141,14.0,9.0,46.0,7.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-6.31
4.1409998,-8.2186804,4.1315999,-0.36529154,20.299505,-0.84780759,6.3958549,6.396193,-0.20277518,0.086589187,311.75281,0.79140443,-0.30571213,0.47870219,-0.43991992,0.6240142,1.4942786,11.544622,0.14610659,-9.2843161,0.11492167,15.095951,0.1,3.0050154,1.514775,-2.856473,-0.50585508,22.299025,2.7371345,656.66064,-0.33284813,14.753674,16.306898,0.052969605,3.6125798,15.387832,159.21443,191.26765,22.104921,21.022276,2.7511342,0.037608493,26.003407,0.067225635,21.509371,172.34253,329.33945,-2.5173321,0.48178309,87.696724,12.801864,42.924076,-2.7666261,30.936834,0.79210871,3.3410623,0.093723625,203.50923,3.9365547,104.69147,32.897186,36.644737,19.603539,0.20789127,0.79135472,169.81564,93.222076,0.203125,14266.0,26.0,22.731039,67.651054,15.286034,0.3888889,-4.0856748,0.63636363,199.52727,3.3809042,2.0,0.203125,25.629648,93.326324,833.08801,4.0856748,28.74733,115.0,96.0,0.2086453,154.17319,138.95592,31.630817,23.366129,11.607992,95.270432,646.61456,656.03558,304.0,43.345997,3.0,170.10106,68.0,166.49001,30.10372,23.199451,0.22152956,132.0,147.16353,966.05975,18.0,10.101122,128.0,172.96762,0.0,77.697189,829.00317,115.61083,13.0,829.00317,829.00317,13.0,81.401527,50.991211,122.64464,4.0,11.0,11.0,6.0,39.0,7.0,0.000791651,7.0,39.0,1.0064657,64.0,77.697189,5.0,8.0,60.0,62.489536,0.000472141,15.0,10.0,45.0,8.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-5.38
5.3639998,-9.2767,5.0917702,-0.36882928,36.108002,-0.84780747,8.0659018,8.0662403,-0.20530869,0.082894266,277.92728,0.77844161,-0.30976465,0.57029915,-0.44746608,0.70713651,1.4807676,14.609587,0.16076057,-10.550915,0.10970302,13.673985,0.19672132,3.0032775,1.5190761,-2.8458378,-0.52994025,25.4846,2.7204061,594.52667,-0.38813755,15.437324,17.951057,0.060102578,3.5758693,15.025816,115.09749,188.0575,22.211222,20.407249,2.7493706,0.050165385,25.415323,0.07304541,21.768427,251.08978,436.42377,-2.4519258,0.51589823,87.696724,12.725395,42.105698,-2.7085807,30.936834,0.70306897,3.3014421,0.091882303,170.18321,3.9440792,102.18771,51.765594,36.761433,13.967521,0.29693106,0.79841471,169.81564,89.119659,0.23076923,14952.0,26.0,23.39834,148.90207,15.807033,0.3888889,-3.7602923,0.63636363,166.20125,3.3382618,3.0,0.23076923,26.970558,90.822563,839.09497,3.7602923,29.391489,108.0,97.0,0.20158532,143.17329,140.34033,32.881893,23.996845,11.65841,92.766678,665.73157,675.15259,306.0,43.889965,4.0,159.10117,66.0,157.25999,30.628664,23.903,0.21857543,131.0,105.31101,992.45331,18.0,10.101123,127.0,170.46387,0.0,77.697189,845.61646,73.758316,15.0,845.61646,845.61646,15.0,81.401527,51.97633,210.86055,5.0,17.0,17.0,6.0,41.0,6.0,0.00079165,7.022368,39.0,1.0064657,65.0,77.697189,5.0,8.0,61.0,62.489536,0.000472141,14.0,9.0,47.0,7.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-6.9
5.2800002,-9.2767,4.94767,-0.36882952,36.108002,-0.84780741,8.0462799,8.0466185,-0.20360185,0.082881555,277.92728,0.77844161,-0.30924731,0.56258428,-0.44746575,0.70919454,1.4807676,14.609571,0.16076027,-10.538302,0.10970302,13.679207,0.24590164,3.003633,1.5047439,-2.8472915,-0.52994025,25.4846,2.720382,594.52667,-0.38974416,15.293165,17.806898,0.058717582,3.5826321,14.690054,115.09749,188.0575,22.067064,20.499363,2.7496812,0.050118983,25.480618,0.073031552,21.281996,251.08978,398.68695,-2.452476,0.51320571,87.696724,12.725395,42.105698,-2.7085826,30.936834,0.70306897,3.3086567,0.091882303,203.50923,3.9765716,102.18771,51.765594,36.924572,18.378317,0.29693106,0.79841471,132.07884,89.119659,0.21538462,15074.0,25.0,23.39134,148.90207,15.807033,0.42105263,-3.760869,0.72727275,199.52727,3.3462098,2.0,0.21538462,26.367884,90.822563,839.09497,3.760869,29.24733,108.0,97.0,0.20158532,143.17329,140.34033,33.045029,23.996843,11.653945,92.766678,665.73157,675.15259,308.0,44.053101,4.0,159.10117,66.0,157.25999,30.7918,23.869225,0.21857543,131.0,105.31101,992.45331,19.0,10.101122,127.0,170.46387,0.0,77.697189,845.61646,73.758316,14.0,845.61646,845.61646,14.0,81.401527,51.97633,210.86055,4.0,17.0,17.0,6.0,41.0,6.0,0.000791651,7.022368,39.0,1.0064657,65.0,77.697189,5.0,8.0,61.0,62.489536,0.000472141,14.0,9.0,47.0,7.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-5.59
5.7220001,-9.4784698,5.33777,-0.36882925,20.299505,-0.84780741,8.2773056,8.2776442,-0.20355575,0.082829997,309.54428,0.77605623,-0.30922416,0.56249756,-0.44746575,0.71056414,1.4720951,14.609599,0.16076031,-10.846642,0.1076898,13.681131,0.25806451,3.0037005,1.4927601,-2.8470855,-0.52993971,25.4846,2.7204003,610.33514,-0.38982952,15.793165,18.306898,0.05869754,3.5909469,15.252243,115.09749,191.37236,22.567064,20.659321,2.7497265,0.050115313,25.639858,0.072986126,21.96254,251.08978,417.55536,-2.4539466,0.51309329,87.696724,13.207503,43.056911,-2.7108262,30.936834,0.70851809,3.3201745,0.090196118,203.50923,4.0257158,102.18771,51.765594,37.63168,18.378317,0.29148191,0.80211407,150.94725,91.306076,0.22727273,15943.0,26.0,23.853041,148.90207,16.343491,0.44999999,-3.7632098,0.81818181,199.52727,3.3555012,3.0,0.22727273,27.111111,90.822563,853.12201,3.7632098,29.74733,111.0,98.0,0.19788592,143.17329,143.43393,33.752136,24.451233,11.697742,92.766678,681.54004,690.96112,312.0,44.760208,4.0,159.10117,68.0,157.25999,31.498907,24.33717,0.2157065,134.0,105.31101,1010.9808,20.0,10.101118,130.0,170.46387,0.0,77.697189,861.42499,73.758316,15.0,861.42499,861.42499,15.0,81.401527,52.961891,210.86055,4.0,17.0,17.0,6.0,42.0,6.0,0.000791659,7.044394,39.0,1.0064657,66.0,77.697189,5.0,8.0,62.0,62.489536,0.000472146,14.0,9.0,48.0,7.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-6.24
4.9759998,-9.2920504,4.7839999,-0.37459347,28.758026,-0.84780747,7.7575932,7.7579317,-0.20563366,0.080915309,356.96976,0.78611743,-0.31119838,0.54609323,-0.48660594,0.69005096,1.5027565,14.796423,0.16505632,-10.405067,0.11069974,14.593952,0.25806451,3.0036101,1.4927601,-2.8498318,-0.53481215,27.542452,2.7203751,688.27765,-0.3866263,14.939612,17.398651,0.05852456,3.5721924,15.252243,115.09749,192.35283,22.20631,21.522346,2.7497003,0.064493954,26.507586,0.067690849,21.96254,172.34253,379.81854,-2.4523959,0.52693719,109.7552,13.207503,43.056911,-2.7078164,41.936722,0.7997461,3.2963161,0.090280458,208.75266,4.0257158,104.69147,32.897186,37.332821,15.192742,0.20025387,0.79901981,132.07884,91.03566,0.22727273,15943.0,26.0,23.57044,67.651054,16.343491,0.44999999,-4.0575957,0.81818181,199.52727,3.3372111,2.0,0.22727273,27.111111,93.326324,855.09399,4.0575957,29.74733,109.0,98.0,0.2009802,143.17329,141.14233,33.045029,24.202028,11.697742,95.270432,678.23151,687.65259,312.0,44.760208,4.0,159.10117,66.0,166.49001,30.7918,24.059511,0.2157065,132.0,126.23727,1003.1147,20.0,10.101118,128.0,172.96762,0.0,77.697189,860.62018,94.68457,15.0,860.62018,860.62018,15.0,81.401527,52.961891,210.86055,4.0,17.0,17.0,6.0,41.0,7.0,0.000791658,7.044394,39.0,1.0064657,66.0,77.697189,5.0,8.0,62.0,62.489536,0.000472146,15.0,10.0,47.0,8.0,0.0,4.0,5.0,9.4210396,11.0,3.0,-6.23
3.697,-7.8085198,4.43047,-0.35834906,40.59901,-0.85430002,7.1381116,7.1390204,-0.20153891,0.075155281,311.75281,0.78820062,-0.30922711,0.41232446,-0.44746575,0.64686048,1.5088265,13.943971,0.16076025,-10.09636,0.10708353,15.76712,0.25806451,3.003701,1.4934276,-2.8470757,-0.45797327,25.4846,2.7204001,687.04218,-0.28614491,14.459832,16.306898,0.053161364,3.5889361,14.997932,135.39699,196.14743,22.397343,21.77247,2.7497299,0.033828598,26.752972,0.066223495,21.539846,179.25981,363.76816,-2.4539034,0.46378896,121.59618,13.013869,43.169842,-2.7105985,49.376411,0.79307467,3.3160372,0.089688338,236.40642,4.0257726,111.60876,51.765594,37.794056,18.378317,0.20692532,0.80322814,150.94725,93.286079,0.22727273,15942.0,26.0,23.557739,67.651054,16.060492,0.44999999,-4.1475019,0.81818181,232.42445,3.3544695,2.0,0.22727273,26.518536,100.24361,857.11395,4.1475019,29.641176,112.0,97.0,0.19677188,143.17329,142.11392,32.630817,24.286779,11.69762,92.766678,676.99603,695.83813,314.0,44.923344,3.0,159.10117,68.0,175.08,30.766855,24.034389,0.2157065,134.0,105.31101,1000.4686,20.0,9.6722145,130.0,170.46387,0.0,77.697189,866.302,73.758316,15.0,866.302,866.302,15.0,81.401527,52.961891,157.07335,4.0,16.0,16.0,6.0,40.0,6.0,0.002124683,7.044394,38.0,1.0167406,66.0,77.697189,5.0,10.0,62.0,80.929115,0.001267378,16.0,10.0,46.0,8.0,0.0,4.0,5.0,18.842079,11.0,3.0,-5.74
