logS,h_logP,PEOE_RPC+,h_logS,SMR_VSA0,vsa_other,SMR_VSA5,PEOE_VSA_FPOL,h_ema,PEOE_VSA_FHYD,h_log_pbo,chi1v_C,GCUT_SLOGP_0,chi1_C,BCUT_SLOGP_0,vsa_acc,PEOE_VSA+3,SlogP_VSA8,h_pavgQ,h_pKb,SlogP_VSA4,SlogP_VSA2,h_emd_C,PEOE_VSA-5,h_emd,opr_brigid,PEOE_PC-,PEOE_VSA_FPOS,PEOE_RPC-,PEOE_VSA_FNEG,SMR,b_double,h_mr,Weight,mr,weinerPath,PEOE_PC+,SlogP_VSA7,PEOE_VSA_POL,weinerPol,SlogP_VSA3,SlogP_VSA1,a_nN,SMR_VSA6,zagreb,PEOE_VSA_NEG,a_hyd,diameter,PEOE_VSA-0,chi1,a_aro,a_nO,b_ar,a_nC,PEOE_VSA_FPPOS,b_heavy,PEOE_VSA_PPOS,a_heavy,rings,opr_nring,lip_acc,PEOE_VSA-3,a_acc,h_pKa,logPapp
-0.7881016823333334,1.182758105,0.264776665,-1.2152669133333334,23.862217,22.058474,33.77526266666667,0.11528826166666666,3.7589026833333334,0.8847117350000001,1.2318574616666667,2.3127009166666666,-1.1226301983333333,2.532002633333333,-2.724444266666666,13.566921000000002,0.0,18.868406166666666,0.7385030300000001,6.542576183333334,3.4714599666666666,47.989407,2.83198645,13.566921000000002,3.6582095833333335,1.8333333333333333,-0.55479721,0.8422214516666666,0.5477927850000001,0.15777854666666666,3.9317549333333335,1.0,3.8980823500000006,134.865165,4.0049723833333335,120.5,0.55479721,11.762123166666667,18.30240016666667,9.0,3.0732631666666665,0.5207189666666666,1.0,3.0732631666666665,38.333333333333336,26.201141666666672,6.333333333333333,5.333333333333333,5.637587833333334,4.48461905,1.0,1.1666666666666667,1.0,7.333333333333333,0.0,8.833333333333334,0.0,9.5,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281705533333332,-5.79
-0.6420866796666667,0.9740093433333334,0.259691275,-1.12246526,23.862217,22.058474,36.91999716666667,0.11271623999999998,3.7692212166666663,0.887283755,1.2318576816666666,2.218876133333333,-1.0915946633333333,2.43817785,-2.7064618666666664,13.566921000000002,0.0,22.01314066666667,0.7246617583333334,6.573346083333333,2.7363272666666667,47.989407,2.8826301666666665,13.566921000000002,3.6045614666666665,2.6666666666666665,-0.5641620533333334,0.8447934716666666,0.53810395,0.15520652499999998,3.8209099666666666,1.0,3.794046416666667,132.19133166666666,3.89790385,114.33333333333333,0.5641620533333334,11.762123166666667,17.355304333333333,8.833333333333334,6.146526333333333,1.0414379333333332,1.0,6.146526333333333,38.666666666666664,25.254045833333333,6.166666666666667,5.166666666666667,5.637587833333334,4.424723733333334,1.0,1.1666666666666667,1.0,7.166666666666667,0.0,8.833333333333334,0.0,9.333333333333334,0.5,0.5,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281705533333332,-7.05
-0.809926679,1.234424105,0.2597834333333333,-1.2633194633333333,23.862217,22.058474,33.77526266666667,0.10721646716666666,3.770198166666667,0.8927835350000001,1.2318575216666667,2.3127009166666666,-1.0906503666666667,2.532002633333333,-2.7224870833333337,13.566921000000002,0.0,18.868406166666666,0.7431689616666667,6.53048725,3.4714599666666666,47.989407,2.8995066,13.566921000000002,3.6214379,1.8333333333333333,-0.5639564483333334,0.8502932516666667,0.5382962833333333,0.14970675216666665,4.0088766,1.0,3.9738132999999998,137.2029983333333,4.07835035,125.33333333333333,0.5639564483333334,11.762123166666667,17.355304333333333,9.333333333333334,3.0732631666666665,1.0414379333333332,1.0,3.0732631666666665,39.333333333333336,25.254045833333333,6.5,5.333333333333333,5.637587833333334,4.546732166666668,1.0,1.1666666666666667,1.0,7.5,0.0,9.0,0.0,9.666666666666666,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281705533333332,-6.11
-0.809926679,1.234424105,0.2597834333333333,-1.2633194633333333,23.862217,22.058474,33.77526266666667,0.10721646716666666,3.770198166666667,0.8927835350000001,1.2318575216666667,2.3127009166666666,-1.0906503666666667,2.532002633333333,-2.7224870833333337,13.566921000000002,0.0,18.868406166666666,0.7431689616666667,6.53048725,3.4714599666666666,47.989407,2.8995066,13.566921000000002,3.6214379,1.8333333333333333,-0.5639564483333334,0.8502932516666667,0.5382962833333333,0.14970675216666665,4.0088766,1.0,3.9738132999999998,137.2029983333333,4.07835035,125.33333333333333,0.5639564483333334,11.762123166666667,17.355304333333333,9.333333333333334,3.0732631666666665,1.0414379333333332,1.0,3.0732631666666665,39.333333333333336,25.254045833333333,6.5,5.333333333333333,5.637587833333334,4.546732166666668,1.0,1.1666666666666667,1.0,7.5,0.0,9.0,0.0,9.666666666666666,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281705533333332,-6.12
-0.8099266773333333,1.2352139883333333,0.26213245333333335,-1.26368758,23.862217,22.058474,33.77526266666667,0.10859049116666665,3.7702676999999998,0.89140951,1.2318575783333332,2.3127009166666666,-1.0910111566666667,2.532002633333333,-2.7224805333333335,13.566921000000002,0.0,18.868406166666666,0.7457471400000001,6.5282887,3.4714599666666666,47.989407,2.9012147,13.566921000000002,3.6184317333333333,1.8333333333333333,-0.563976405,0.8545188233333333,0.5429357316666666,0.145481175,4.0088765833333335,1.0,3.9738133833333333,137.203,4.078940800000001,129.83333333333334,0.563976405,11.762123166666667,17.355304333333336,9.333333333333334,3.0732631666666665,1.0414379333333332,1.0,3.0732631666666665,39.333333333333336,25.254045833333336,6.5,5.333333333333333,5.637587833333334,4.546732183333334,1.0,1.1666666666666667,1.0,7.5,0.0,9.0,0.0,9.666666666666666,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281028749999999,-5.89
-0.8317516756666667,1.286090105,0.2547902016666667,-1.3113720133333333,23.862217,22.058474,33.77526266666667,0.09914467266666666,3.7814936500000003,0.9008553350000001,1.2318575816666666,2.3127009166666666,-1.0586705349999999,2.532002633333333,-2.7205299000000003,13.566921000000002,0.0,18.868406166666666,0.7478348933333333,6.518398316666666,3.4714599666666666,47.989407,2.96702675,13.566921000000002,3.5846662166666667,1.8333333333333333,-0.5731156866666668,0.8583650516666667,0.5287997816666666,0.14163495766666667,4.0859982666666665,1.0,4.04954425,139.54083166666666,4.1517283166666665,130.16666666666666,0.5731156866666668,11.762123166666667,16.4082085,9.666666666666666,3.0732631666666665,1.5621569,1.0,3.0732631666666665,40.333333333333336,24.30695,6.666666666666667,5.333333333333333,5.637587833333334,4.608845283333333,1.0,1.1666666666666667,1.0,7.666666666666667,0.0,9.166666666666666,0.0,9.833333333333334,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281705533333332,-6.02
-0.8317516739999999,1.2868799883333333,0.25713922166666664,-1.31174013,23.862217,22.058474,33.77526266666667,0.10051869666666667,3.781563183333333,0.8994813100000001,1.2318576383333333,2.3127009166666666,-1.059031325,2.532002633333333,-2.7205233500000006,13.566921000000002,0.0,18.868406166666666,0.7504130716666667,6.5161997666666664,3.4714599666666666,47.989407,2.96873485,13.566921000000002,3.58166005,1.8333333333333333,-0.5731356433333333,0.8625906233333334,0.53343923,0.13740938049999998,4.08599825,1.0,4.0495443333333325,139.54083333333332,4.152318766666666,134.66666666666666,0.5731356433333333,11.762123166666667,16.4082085,9.666666666666666,3.0732631666666665,1.5621569,1.0,3.0732631666666665,40.333333333333336,24.30695,6.666666666666667,5.333333333333333,5.637587833333334,4.6088453000000005,1.0,1.1666666666666667,1.0,7.666666666666667,0.0,9.166666666666666,0.0,9.833333333333334,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281028749999999,-5.82
-0.8317516739999999,1.2868799883333333,0.25713922166666664,-1.31174013,23.862217,22.058474,33.77526266666667,0.10051869666666667,3.781563183333333,0.8994813100000001,1.2318576383333333,2.3127009166666666,-1.059031325,2.532002633333333,-2.7205233500000006,13.566921000000002,0.0,18.868406166666666,0.7504130716666667,6.5161997666666664,3.4714599666666666,47.989407,2.96873485,13.566921000000002,3.58166005,1.8333333333333333,-0.5731356433333333,0.8625906233333334,0.53343923,0.13740938049999998,4.08599825,1.0,4.0495443333333325,139.54083333333332,4.152318766666667,134.66666666666666,0.5731356433333333,11.762123166666667,16.4082085,9.666666666666666,3.0732631666666665,1.5621569,1.0,3.0732631666666665,40.333333333333336,24.30695,6.666666666666667,5.333333333333333,5.637587833333334,4.6088453000000005,1.0,1.1666666666666667,1.0,7.666666666666667,0.0,9.166666666666666,0.0,9.833333333333334,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281028749999999,-5.88
-0.8535766706666666,1.3385459883333333,0.25214599000000004,-1.35979268,23.862217,22.058474,33.77526266666667,0.09244690216666666,3.792858666666667,0.9075531100000002,1.2318576983333334,2.3127009166666666,-1.0270514933333332,2.532002633333333,-2.718566166666667,13.566921000000002,0.0,18.868406166666666,0.7550790033333334,6.504110833333332,3.4714599666666666,47.989407,3.036255,13.566921000000002,3.5448883666666666,1.8333333333333333,-0.5822948816666668,0.8706624233333334,0.5239427283333333,0.129337586,4.163119916666666,1.0,4.125275283333333,141.87866666666665,4.225696733333334,139.5,0.5822948816666668,11.762123166666667,15.46111266666667,10.0,3.0732631666666665,2.0828758666666665,1.0,3.0732631666666665,41.333333333333336,23.35985416666667,6.833333333333333,5.333333333333333,5.637587833333334,4.670958416666667,1.0,1.1666666666666667,1.0,7.833333333333333,0.0,9.333333333333334,0.0,10.0,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281028749999999,-6.24
-0.8317516756666667,1.286090105,0.2547902016666667,-1.3113720133333333,23.862217,22.058474,33.77526266666667,0.09914467266666666,3.7814936500000003,0.9008553350000001,1.2318575816666666,2.3127009166666666,-1.0586705349999999,2.532002633333333,-2.7205299000000003,13.566921000000002,0.0,18.868406166666666,0.7478348933333333,6.518398316666667,3.4714599666666666,47.989407,2.96702675,13.566921000000002,3.5846662166666667,1.8333333333333333,-0.5731156866666668,0.8583650516666667,0.5287997816666666,0.14163495766666667,4.0859982666666665,1.0,4.04954425,139.54083166666666,4.1517283166666665,130.16666666666666,0.5731156866666668,11.762123166666667,16.4082085,9.666666666666666,3.0732631666666665,1.5621569,1.0,3.0732631666666665,40.333333333333336,24.30695,6.666666666666667,5.333333333333333,5.637587833333334,4.608845283333333,1.0,1.1666666666666667,1.0,7.666666666666667,0.0,9.166666666666666,0.0,9.833333333333334,0.3333333333333333,0.3333333333333333,2.1666666666666665,2.2611535000000003,2.1666666666666665,13.281705533333332,-5.42
